Tarih,TP_TEDAVULADT_T100
2014-12-01,434761276.5
2015-01-01,435724073.0
2015-02-01,449307667.5
2015-03-01,452801437.0
2015-04-01,479412461.5
2015-05-01,480193421.0
2015-06-01,485397265.0
2015-07-01,509500464.5
2015-08-01,516829336.0
2015-09-01,553172012.0
2015-10-01,536664843.0
2015-11-01,525102846.5
2015-12-01,530645128.0
2016-01-01,532115741.0
2016-02-01,537744136.0
2016-03-01,537562317.0
2016-04-01,557759686.5
2016-05-01,564169623.5
2016-06-01,615180973.0
2016-07-01,643770833.0
2016-08-01,650589362.5
2016-09-01,663977680.5
2016-10-01,659506192.5
2016-11-01,646492736.0
2016-12-01,662174493.5
2017-01-01,648991430.5
2017-02-01,656233781.0
2017-03-01,678242220.5
2017-04-01,710106602.5
2017-05-01,680271978.0
2017-06-01,727964068.5
2017-07-01,711268304.0
2017-08-01,808965340.5
2017-09-01,725251843.5
2017-10-01,715024271.5
2017-11-01,710845423.0
2017-12-01,726450856.0
2018-01-01,692118735.0
2018-02-01,699463254.5
2018-03-01,730414302.5
2018-04-01,755508550.5
2018-05-01,754056299.0
2018-06-01,832837542.5
2018-07-01,817116594.5
2018-08-01,903510017.5
2018-09-01,829608073.0
2018-10-01,762546275.0
2018-11-01,734419711.0
2018-12-01,709580364.5
2019-01-01,680612980.5
2019-02-01,691827746.5
2019-03-01,723595352.5
2019-04-01,721559207.5
2019-05-01,827043266.5
2019-06-01,765239593.0
2019-07-01,750668623.0
2019-08-01,817882806.5
2019-09-01,794020643.0
2019-10-01,791949114.5
2019-11-01,795335328.0
2019-12-01,790083949.5
2020-01-01,796587082.0
2020-02-01,823209689.0
2020-03-01,919470298.0
2020-04-01,1143269574.5
2020-05-01,1205876279.5
2020-06-01,1172899567.5
2020-07-01,1316906347.5
2020-08-01,1154493106.0
2020-09-01,1112080177.5
2020-10-01,1099904956.5
2020-11-01,1004843222.5
2020-12-01,965723845.0
2021-01-01,930818552.0
2021-02-01,914156768.0
2021-03-01,912388863.0
2021-04-01,975402581.5
2021-05-01,1069281187.0
2021-06-01,1080290517.0
2021-07-01,1156240403.0
2021-08-01,1089948622.0
2021-09-01,1073297277.0
2021-10-01,1126800899.5
2021-11-01,1139371226.0
2021-12-01,1104170985.0
2022-01-01,1109924011.5
2022-02-01,1133209948.5
2022-03-01,1156964863.0
2022-04-01,1321227028.0
2022-05-01,1182217377.0
2022-06-01,1175573444.5
2022-07-01,1211961353.0
2022-08-01,1202318922.0
2022-09-01,1188051243.5
2022-10-01,1156475011.5
2022-11-01,1155800748.5
2022-12-01,1176729087.5
2023-01-01,1126745610.0
2023-02-01,1171467286.5
2023-03-01,1205426424.5
2023-04-01,1322696495.0
2023-05-01,1214607488.0
2023-06-01,1588528605.5
2023-07-01,1266947251.5
2023-08-01,1209715044.0
2023-09-01,1194818485.5
2023-10-01,1124684061.5
2023-11-01,1093885149.0
2023-12-01,1058187141.5
2024-01-01,995059044.0
2024-02-01,1048363269.0
2024-03-01,1091136513.5
2024-04-01,1063623040.0
2024-05-01,1051785051.5
2024-06-01,1077386725.5
2024-07-01,1016701206.5
2024-08-01,1037963096.0
2024-09-01,1010494706.5
2024-10-01,996918948.0
2024-11-01,958521760.5
2024-12-01,920114721.5
2025-01-01,909090994.0
2025-02-01,933192152.5
2025-03-01,1073741698.5
2025-04-01,941512168.0
2025-05-01,954190576.5
2025-06-01,900033506.5
2025-07-01,877079823.0
2025-08-01,901433950.0
2025-09-01,891087295.0
