Tarih,TP_TEDAVULADT_T5
2014-12-01,168846332.0
2015-01-01,168016774.0
2015-02-01,167552643.0
2015-03-01,166015335.5
2015-04-01,168647511.0
2015-05-01,170228986.5
2015-06-01,173874365.5
2015-07-01,193000959.0
2015-08-01,188296656.0
2015-09-01,200097142.0
2015-10-01,191305349.0
2015-11-01,185423062.5
2015-12-01,184459024.0
2016-01-01,183365034.5
2016-02-01,181933375.0
2016-03-01,180938672.5
2016-04-01,182648496.5
2016-05-01,184077064.0
2016-06-01,201541211.0
2016-07-01,206717872.5
2016-08-01,201430867.5
2016-09-01,207158744.5
2016-10-01,200709302.0
2016-11-01,197017518.0
2016-12-01,198341363.5
2017-01-01,197502157.5
2017-02-01,196499376.0
2017-03-01,198822268.5
2017-04-01,201235986.0
2017-05-01,202651347.5
2017-06-01,226684005.0
2017-07-01,221398698.0
2017-08-01,236167542.0
2017-09-01,226099863.5
2017-10-01,218797139.0
2017-11-01,216733507.0
2017-12-01,219296612.5
2018-01-01,217208855.0
2018-02-01,217055827.5
2018-03-01,219350523.0
2018-04-01,222078540.5
2018-05-01,229403083.5
2018-06-01,251894682.5
2018-07-01,245593234.5
2018-08-01,260653945.5
2018-09-01,249268470.0
2018-10-01,240138170.0
2018-11-01,237547878.0
2018-12-01,236224191.0
2019-01-01,235944259.5
2019-02-01,236321862.0
2019-03-01,238559731.5
2019-04-01,241502430.0
2019-05-01,271009213.5
2019-06-01,268918381.0
2019-07-01,265014028.5
2019-08-01,279955854.5
2019-09-01,270069384.5
2019-10-01,266263475.0
2019-11-01,266815046.5
2019-12-01,266477346.5
2020-01-01,268880884.5
2020-02-01,270643422.0
2020-03-01,273208921.5
2020-04-01,283753251.5
2020-05-01,296123713.5
2020-06-01,297951193.5
2020-07-01,314970230.5
2020-08-01,306464534.5
2020-09-01,301851006.0
2020-10-01,300136939.0
2020-11-01,297533055.0
2020-12-01,296987094.0
2021-01-01,296415361.0
2021-02-01,296275853.0
2021-03-01,296117815.0
2021-04-01,302570252.0
2021-05-01,310564661.0
2021-06-01,311853423.5
2021-07-01,328545322.0
2021-08-01,324021269.5
2021-09-01,321079953.0
2021-10-01,321760217.0
2021-11-01,317635401.0
2021-12-01,317979751.5
2022-01-01,319111657.5
2022-02-01,324515741.5
2022-03-01,330531774.5
2022-04-01,358111029.5
2022-05-01,347953716.0
2022-06-01,345120102.0
2022-07-01,356133998.5
2022-08-01,356642904.0
2022-09-01,355786574.5
2022-10-01,353742253.0
2022-11-01,354590650.5
2022-12-01,358560008.5
2023-01-01,364303813.5
2023-02-01,372769673.0
2023-03-01,383292191.0
2023-04-01,404894050.0
2023-05-01,405749453.0
2023-06-01,419815684.0
2023-07-01,425555713.5
2023-08-01,435772067.5
2023-09-01,444286083.0
2023-10-01,448898230.0
2023-11-01,455169552.5
2023-12-01,459318782.5
2024-01-01,462610484.5
2024-02-01,465670275.0
2024-03-01,470803065.0
2024-04-01,475850803.0
2024-05-01,472972391.0
2024-06-01,475487016.5
2024-07-01,473580117.0
2024-08-01,476307495.0
2024-09-01,481140169.0
2024-10-01,483537806.0
2024-11-01,486306586.5
2024-12-01,488520157.5
2025-01-01,493269403.5
2025-02-01,499292873.5
2025-03-01,509559158.0
2025-04-01,514840679.0
2025-05-01,520969228.5
2025-06-01,528378810.5
2025-07-01,536292886.0
2025-08-01,542820611.5
2025-09-01,546694605.5
