Tarih,TP_TEDAVULADT_T200
2014-12-01,112278493.0
2015-01-01,120889243.5
2015-02-01,127703093.5
2015-03-01,131081532.5
2015-04-01,136222570.0
2015-05-01,133627681.0
2015-06-01,135555696.5
2015-07-01,135686705.0
2015-08-01,146405928.0
2015-09-01,155838836.0
2015-10-01,149759126.0
2015-11-01,147021673.0
2015-12-01,143710211.0
2016-01-01,144069584.0
2016-02-01,150634709.5
2016-03-01,142954770.0
2016-04-01,140791181.5
2016-05-01,151988051.5
2016-06-01,158457142.0
2016-07-01,167941211.5
2016-08-01,166098972.5
2016-09-01,166477672.0
2016-10-01,163852329.5
2016-11-01,165109449.5
2016-12-01,166725601.0
2017-01-01,166403296.0
2017-02-01,162195960.5
2017-03-01,162837793.0
2017-04-01,163970695.5
2017-05-01,157533639.0
2017-06-01,157762525.5
2017-07-01,158273011.0
2017-08-01,168209902.5
2017-09-01,161842215.5
2017-10-01,172127617.5
2017-11-01,174110527.0
2017-12-01,169554334.0
2018-01-01,160012169.0
2018-02-01,159511476.5
2018-03-01,169893394.0
2018-04-01,170456576.0
2018-05-01,173462828.5
2018-06-01,180196691.5
2018-07-01,188018087.0
2018-08-01,227659959.0
2018-09-01,210823778.5
2018-10-01,202298398.0
2018-11-01,191613690.5
2018-12-01,187259879.5
2019-01-01,173955904.0
2019-02-01,176061679.5
2019-03-01,178263440.0
2019-04-01,186084487.0
2019-05-01,206530806.5
2019-06-01,192982157.5
2019-07-01,200563976.0
2019-08-01,224023915.0
2019-09-01,223161285.5
2019-10-01,229522241.0
2019-11-01,232247511.5
2019-12-01,241992685.5
2020-01-01,247535062.0
2020-02-01,257142978.5
2020-03-01,285383761.0
2020-04-01,346870189.0
2020-05-01,356955084.5
2020-06-01,354005690.5
2020-07-01,391068065.0
2020-08-01,353691164.0
2020-09-01,349475664.0
2020-10-01,357023591.5
2020-11-01,323189064.0
2020-12-01,315102175.5
2021-01-01,306527685.0
2021-02-01,303573134.5
2021-03-01,332350842.5
2021-04-01,353046912.0
2021-05-01,373079968.5
2021-06-01,380173238.5
2021-07-01,393642282.5
2021-08-01,382791917.0
2021-09-01,404963540.5
2021-10-01,448091494.5
2021-11-01,486567383.5
2021-12-01,474580683.5
2022-01-01,481096389.0
2022-02-01,497265084.0
2022-03-01,536988900.0
2022-04-01,638516567.0
2022-05-01,607139508.5
2022-06-01,679146649.0
2022-07-01,759833310.5
2022-08-01,803252844.5
2022-09-01,841239442.5
2022-10-01,884125726.0
2022-11-01,915396164.0
2022-12-01,966978002.0
2023-01-01,971710802.5
2023-02-01,1004257875.0
2023-03-01,1077269899.0
2023-04-01,1199594982.5
2023-05-01,1179833063.5
2023-06-01,1598802579.0
2023-07-01,1384060588.0
2023-08-01,1429845626.5
2023-09-01,1501057194.0
2023-10-01,1502964678.0
2023-11-01,1541774649.0
2023-12-01,1561387090.0
2024-01-01,1526837625.0
2024-02-01,1633116640.5
2024-03-01,1762795496.5
2024-04-01,1900030549.0
2024-05-01,2141915995.5
2024-06-01,2357743575.5
2024-07-01,2429738367.0
2024-08-01,2614956350.5
2024-09-01,2623168943.5
2024-10-01,2669527146.5
2024-11-01,2635714854.0
2024-12-01,2622056330.0
2025-01-01,2707894955.5
2025-02-01,2875616744.5
2025-03-01,3516061543.5
2025-04-01,3247735340.5
2025-05-01,3533883172.5
2025-06-01,3437610926.0
2025-07-01,3500199053.0
2025-08-01,3648150773.5
2025-09-01,3693532534.5
