Tarih,TP_SEKBILA03A_55
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,34.6
2010-01-01,50.3
2011-01-01,41.1
2012-01-01,41.8
2013-01-01,47.0
2014-01-01,40.8
2015-01-01,33.5
2016-01-01,24.2
2017-01-01,28.8
2018-01-01,29.2
2019-01-01,29.9
2020-01-01,30.3
2021-01-01,38.5
2022-01-01,48.5
2023-01-01,43.1
