Tarih,TP_SEKBILA03A_82
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,43.0
2010-01-01,41.1
2011-01-01,36.1
2012-01-01,31.3
2013-01-01,48.2
2014-01-01,45.1
2015-01-01,34.9
2016-01-01,34.0
2017-01-01,33.3
2018-01-01,38.3
2019-01-01,47.1
2020-01-01,47.1
2021-01-01,55.5
2022-01-01,39.9
2023-01-01,43.1
