Tarih,TP_KB_FON040
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,4106.0
2006-01-01,4544.0
2006-02-01,4481.0
2006-03-01,4839.0
2006-04-01,5646.0
2006-05-01,4222.0
2006-06-01,4776.0
2006-07-01,6555.0
2006-08-01,6201.0
2006-09-01,6024.0
2006-10-01,9050.0
2006-11-01,7666.0
2006-12-01,10156.0
2007-01-01,12361.0
2007-02-01,12549.0
2007-03-01,12613.0
2007-04-01,12223.0
2007-05-01,11109.0
2007-06-01,12299.0
2007-07-01,11851.0
2007-08-01,12731.0
2007-09-01,10938.0
2007-10-01,13886.0
2007-11-01,16869.0
2007-12-01,18182.0
2008-01-01,17732.0
2008-02-01,18936.0
2008-03-01,19211.0
2008-04-01,37193.0
2008-05-01,15645.0
2008-06-01,14618.0
2008-07-01,12957.0
2008-08-01,13295.0
2008-09-01,14059.0
2008-10-01,15189.0
2008-11-01,16616.0
2008-12-01,42248.0
2009-01-01,48834.0
2009-02-01,48074.0
2009-03-01,54204.0
2009-04-01,29474.0
2009-05-01,29731.0
2009-06-01,25441.0
2009-07-01,22717.0
2009-08-01,23654.0
2009-09-01,29096.0
2009-10-01,33487.0
2009-11-01,40302.0
2009-12-01,25000.0
2010-01-01,46202.0
2010-02-01,33252.0
2010-03-01,27939.0
2010-04-01,37058.0
2010-05-01,22464.0
2010-06-01,22703.0
2010-07-01,23723.0
2010-08-01,30744.0
2010-09-01,35057.0
2010-10-01,37300.0
2010-11-01,37996.0
2010-12-01,40491.0
2011-01-01,45775.0
2011-02-01,44176.0
2011-03-01,42653.0
2011-04-01,44959.0
2011-05-01,47246.0
2011-06-01,41897.0
2011-07-01,38365.0
2011-08-01,50705.0
2011-09-01,60987.0
2011-10-01,59192.0
2011-11-01,61198.0
2011-12-01,64593.0
2012-01-01,72228.0
2012-02-01,84273.0
2012-03-01,93214.0
2012-04-01,84088.0
2012-05-01,85404.0
2012-06-01,158015.0
2012-07-01,89883.0
2012-08-01,97333.0
2012-09-01,94228.0
2012-10-01,96780.0
2012-11-01,235290.0
2012-12-01,250187.0
2013-01-01,264386.0
2013-02-01,110913.0
2013-03-01,92117.0
2013-04-01,93617.0
2013-05-01,108231.0
2013-06-01,115298.0
2013-07-01,115992.0
2013-08-01,106429.0
2013-09-01,103034.0
2013-10-01,97762.0
2013-11-01,82931.0
2013-12-01,97673.0
2014-01-01,104689.0
2014-02-01,94585.0
2014-03-01,83912.0
2014-04-01,72367.0
2014-05-01,73967.0
