Tarih,TP_KB_FON095
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,126.0
2006-01-01,151.0
2006-02-01,337.0
2006-03-01,310.0
2006-04-01,341.0
2006-05-01,357.0
2006-06-01,558.0
2006-07-01,541.0
2006-08-01,1175.0
2006-09-01,714.0
2006-10-01,236.0
2006-11-01,1081.0
2006-12-01,482.0
2007-01-01,44706.0
2007-02-01,45296.0
2007-03-01,45742.0
2007-04-01,45058.0
2007-05-01,44668.0
2007-06-01,44736.0
2007-07-01,44859.0
2007-08-01,45027.0
2007-09-01,42901.0
2007-10-01,62374.0
2007-11-01,50480.0
2007-12-01,49604.0
2008-01-01,50750.0
2008-02-01,51518.0
2008-03-01,57223.0
2008-04-01,57414.0
2008-05-01,46226.0
2008-06-01,46387.0
2008-07-01,45182.0
2008-08-01,45172.0
2008-09-01,47116.0
2008-10-01,56764.0
2008-11-01,27073.0
2008-12-01,28510.0
2009-01-01,29177.0
2009-02-01,28585.0
2009-03-01,28385.0
2009-04-01,28314.0
2009-05-01,18829.0
2009-06-01,4679.0
2009-07-01,4690.0
2009-08-01,3131.0
2009-09-01,3175.0
2009-10-01,2600.0
2009-11-01,7058.0
2009-12-01,9101.0
2010-01-01,12039.0
2010-02-01,10716.0
2010-03-01,10118.0
2010-04-01,9714.0
2010-05-01,8494.0
2010-06-01,8233.0
2010-07-01,8080.0
2010-08-01,9119.0
2010-09-01,8858.0
2010-10-01,8857.0
2010-11-01,9313.0
2010-12-01,6516.0
2011-01-01,6891.0
2011-02-01,6776.0
2011-03-01,6264.0
2011-04-01,6163.0
2011-05-01,6396.0
2011-06-01,6184.0
2011-07-01,6347.0
2011-08-01,7228.0
2011-09-01,8001.0
2011-10-01,8222.0
2011-11-01,9556.0
2011-12-01,9764.0
2012-01-01,8920.0
2012-02-01,10381.0
2012-03-01,10633.0
2012-04-01,10536.0
2012-05-01,10935.0
2012-06-01,10433.0
2012-07-01,10104.0
2012-08-01,10242.0
2012-09-01,10542.0
2012-10-01,9102.0
2012-11-01,9314.0
2012-12-01,8882.0
2013-01-01,8765.0
2013-02-01,20023.0
2013-03-01,20052.0
2013-04-01,21067.0
2013-05-01,21668.0
2013-06-01,10356.0
2013-07-01,8914.0
2013-08-01,9458.0
2013-09-01,9163.0
2013-10-01,9969.0
2013-11-01,10125.0
2013-12-01,11233.0
2014-01-01,11989.0
2014-02-01,10825.0
2014-03-01,13566.0
2014-04-01,16043.0
2014-05-01,16380.0
2014-06-01,16450.0
