Tarih,TP_KB_FON069
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,10271.0
2006-01-01,3881.0
2006-02-01,1909.0
2006-03-01,1181.0
2006-04-01,1489.0
2006-05-01,5363.0
2006-06-01,3644.0
2006-07-01,2242.0
2006-08-01,3207.0
2006-09-01,2781.0
2006-10-01,5303.0
2006-11-01,3523.0
2006-12-01,7183.0
2007-01-01,3912.0
2007-02-01,3659.0
2007-03-01,3907.0
2007-04-01,3013.0
2007-05-01,3881.0
2007-06-01,163624.0
2007-07-01,114739.0
2007-08-01,127182.0
2007-09-01,54129.0
2007-10-01,57111.0
2007-11-01,58030.0
2007-12-01,118999.0
2008-01-01,93790.0
2008-02-01,96570.0
2008-03-01,3978.0
2008-04-01,4357.0
2008-05-01,3145.0
2008-06-01,6054.0
2008-07-01,4085.0
2008-08-01,3042.0
2008-09-01,7337.0
2008-10-01,20603.0
2008-11-01,39228.0
2008-12-01,7494.0
2009-01-01,7436.0
2009-02-01,3297.0
2009-03-01,3066.0
2009-04-01,2887.0
2009-05-01,3656.0
2009-06-01,5354.0
2009-07-01,2616.0
2009-08-01,1161.0
2009-09-01,1146.0
2009-10-01,1228.0
2009-11-01,7743.0
2009-12-01,4841.0
2010-01-01,1013.0
2010-02-01,2892.0
2010-03-01,2792.0
2010-04-01,2256.0
2010-05-01,2281.0
2010-06-01,1937.0
2010-07-01,2092.0
2010-08-01,1677.0
2010-09-01,5223.0
2010-10-01,2291.0
2010-11-01,1248.0
2010-12-01,7582.0
2011-01-01,1967.0
2011-02-01,2415.0
2011-03-01,4965.0
2011-04-01,2757.0
2011-05-01,13888.0
2011-06-01,1633.0
2011-07-01,609.0
2011-08-01,690.0
2011-09-01,980.0
2011-10-01,733.0
2011-11-01,709.0
2011-12-01,31355.0
2012-01-01,21018.0
2012-02-01,418.0
2012-03-01,673.0
2012-04-01,1159.0
2012-05-01,2114.0
2012-06-01,394.0
2012-07-01,790.0
2012-08-01,1219.0
2012-09-01,19661.0
2012-10-01,5798.0
2012-11-01,17089.0
2012-12-01,52545.0
2013-01-01,53572.0
2013-02-01,15687.0
2013-03-01,66130.0
2013-04-01,166925.0
2013-05-01,205417.0
2013-06-01,21938.0
2013-07-01,20911.0
2013-08-01,16962.0
2013-09-01,9457.0
2013-10-01,22135.0
2013-11-01,3655.0
2013-12-01,3878.0
2014-01-01,10430.0
2014-02-01,3995.0
2014-03-01,1982.0
2014-04-01,1668.0
2014-05-01,1846.0
2014-06-01,3207.0
