Tarih,TP_KB_FON051
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,62849.0
2006-01-01,65219.0
2006-02-01,54213.0
2006-03-01,70438.0
2006-04-01,73160.0
2006-05-01,88497.0
2006-06-01,103571.0
2006-07-01,101371.0
2006-08-01,94223.0
2006-09-01,79429.0
2006-10-01,77721.0
2006-11-01,79395.0
2006-12-01,108298.0
2007-01-01,71692.0
2007-02-01,72970.0
2007-03-01,77240.0
2007-04-01,84756.0
2007-05-01,86579.0
2007-06-01,94306.0
2007-07-01,107866.0
2007-08-01,93705.0
2007-09-01,94040.0
2007-10-01,98525.0
2007-11-01,105160.0
2007-12-01,105278.0
2008-01-01,157630.0
2008-02-01,164730.0
2008-03-01,181141.0
2008-04-01,202721.0
2008-05-01,190706.0
2008-06-01,228310.0
2008-07-01,182473.0
2008-08-01,149181.0
2008-09-01,167176.0
2008-10-01,196949.0
2008-11-01,207589.0
2008-12-01,203969.0
2009-01-01,198627.0
2009-02-01,195454.0
2009-03-01,175916.0
2009-04-01,185000.0
2009-05-01,175076.0
2009-06-01,189766.0
2009-07-01,182947.0
2009-08-01,184313.0
2009-09-01,189892.0
2009-10-01,200550.0
2009-11-01,219119.0
2009-12-01,233615.0
2010-01-01,228800.0
2010-02-01,239267.0
2010-03-01,231190.0
2010-04-01,245455.0
2010-05-01,244692.0
2010-06-01,244128.0
2010-07-01,234714.0
2010-08-01,277753.0
2010-09-01,336691.0
2010-10-01,318055.0
2010-11-01,368356.0
2010-12-01,366987.0
2011-01-01,448390.0
2011-02-01,482868.0
2011-03-01,490608.0
2011-04-01,492614.0
2011-05-01,488607.0
2011-06-01,491112.0
2011-07-01,545828.0
2011-08-01,557875.0
2011-09-01,622471.0
2011-10-01,585841.0
2011-11-01,622792.0
2011-12-01,707342.0
2012-01-01,643389.0
2012-02-01,673112.0
2012-03-01,675026.0
2012-04-01,688823.0
2012-05-01,718322.0
2012-06-01,791239.0
2012-07-01,869770.0
2012-08-01,974251.0
2012-09-01,964060.0
2012-10-01,1200535.0
2012-11-01,1170138.0
2012-12-01,1213002.0
2013-01-01,1383354.0
2013-02-01,1683708.0
2013-03-01,1727435.0
2013-04-01,1589945.0
2013-05-01,1769589.0
2013-06-01,1804496.0
2013-07-01,1991020.0
2013-08-01,2035978.0
2013-09-01,2076649.0
2013-10-01,2302366.0
2013-11-01,2436741.0
2013-12-01,2531352.0
2014-01-01,2450646.0
2014-02-01,2336355.0
2014-03-01,2285365.0
