Tarih,TP_ITHALATBEC_1
2016-06-01,4115480.015
2016-07-01,2840915.312
2016-08-01,2869672.922
2016-09-01,2632276.363
2016-10-01,3022195.16
2016-11-01,2684917.988
2016-12-01,3016301.179
2017-01-01,2104534.093
2017-02-01,2380953.834
2017-03-01,2502253.888
2017-04-01,2515993.768
2017-05-01,2661048.321
2017-06-01,2638615.74
2017-07-01,3117535.798
2017-08-01,2894539.933
2017-09-01,2747123.118
2017-10-01,3228925.511
2017-11-01,2920112.081
2017-12-01,3719451.057
2018-01-01,2767869.502
2018-02-01,2728611.376
2018-03-01,2863338.816
2018-04-01,2730252.462
2018-05-01,2914510.356
2018-06-01,2581583.003
2018-07-01,2927134.607
2018-08-01,1979340.716
2018-09-01,2094309.684
2018-10-01,1984208.669
2018-11-01,2187737.121
2018-12-01,2381381.333
2019-01-01,1580680.765
2019-02-01,2344739.451
2019-03-01,2081294.529
2019-04-01,1985007.092
2019-05-01,2193561.146
2019-06-01,1886444.948
2019-07-01,2820264.692
2019-08-01,1765509.004
2019-09-01,2042189.93
2019-10-01,2275501.783
2019-11-01,2359873.679
2019-12-01,2731751.342
2020-01-01,2300789.134
2020-02-01,2187481.325
2020-03-01,2556704.165
2020-04-01,2121422.3
2020-05-01,1944366.242
2020-06-01,2406255.067
2020-07-01,2708549.725
2020-08-01,2462288.966
2020-09-01,2994870.986
2020-10-01,3586846.973
2020-11-01,3131283.15
2020-12-01,3423249.735
2021-01-01,2519332.0
2021-02-01,2647731.0
2021-03-01,3469480.0
2021-04-01,2870045.0
2021-05-01,2857522.0
2021-06-01,3376315.0
2021-07-01,2671267.0
2021-08-01,2816087.0
2021-09-01,2996055.0
2021-10-01,2667814.0
2021-11-01,3233336.0
2021-12-01,3821458.0
2022-01-01,2775917.0
2022-02-01,2708636.0
2022-03-01,3250598.0
2022-04-01,3196803.0
2022-05-01,3164767.0
2022-06-01,3199736.0
2022-07-01,3311787.0
2022-08-01,3770578.0
2022-09-01,3572149.0
2022-10-01,3361575.0
2022-11-01,3717954.0
2022-12-01,4504595.0
2023-01-01,3701019.0
2023-02-01,3545287.0
2023-03-01,4772886.0
2023-04-01,3893804.0
2023-05-01,4768507.0
2023-06-01,3833780.0
2023-07-01,5138135.0
2023-08-01,4515528.0
2023-09-01,4126568.0
2023-10-01,4625083.0
2023-11-01,4883627.0
2023-12-01,4938063.0
2024-01-01,3675123.0
2024-02-01,4391085.0
2024-03-01,4325415.0
2024-04-01,4013177.0
2024-05-01,4508258.0
2024-06-01,3692434.0
2024-07-01,4722333.0
2024-08-01,4000036.0
2024-09-01,4358456.0
2024-10-01,4197960.0
2024-11-01,4125542.0
2024-12-01,4622741.0
2025-01-01,3737996.0
2025-02-01,3470383.0
2025-03-01,4495729.0
2025-04-01,4596901.0
2025-05-01,4601975.0
2025-06-01,4192098.0
2025-07-01,5394025.0
2025-08-01,3866081.0
