Tarih,TP_ITHALATBEC_63
2016-10-01,479518.288
2016-11-01,476963.087
2016-12-01,450026.304
2017-01-01,418561.458
2017-02-01,445602.686
2017-03-01,526567.333
2017-04-01,424779.392
2017-05-01,471550.104
2017-06-01,465102.192
2017-07-01,471052.861
2017-08-01,495956.465
2017-09-01,491498.637
2017-10-01,531073.872
2017-11-01,523621.414
2017-12-01,524680.565
2018-01-01,524413.095
2018-02-01,531155.516
2018-03-01,549382.256
2018-04-01,461337.827
2018-05-01,507724.965
2018-06-01,454106.576
2018-07-01,465982.583
2018-08-01,353564.537
2018-09-01,318739.728
2018-10-01,391716.542
2018-11-01,429164.825
2018-12-01,415313.772
2019-01-01,410424.175
2019-02-01,390561.884
2019-03-01,463009.976
2019-04-01,426124.256
2019-05-01,468403.992
2019-06-01,376682.954
2019-07-01,509328.134
2019-08-01,375326.983
2019-09-01,432301.722
2019-10-01,470041.108
2019-11-01,428652.838
2019-12-01,476873.119
2020-01-01,411891.237
2020-02-01,462495.546
2020-03-01,480212.87
2020-04-01,346655.609
2020-05-01,319952.988
2020-06-01,396279.332
2020-07-01,378380.409
2020-08-01,347123.422
2020-09-01,408618.765
2020-10-01,411534.63
2020-11-01,471670.238
2020-12-01,505930.175
2021-01-01,348397.0
2021-02-01,466384.0
2021-03-01,494139.0
2021-04-01,484710.0
2021-05-01,385370.0
2021-06-01,487087.0
2021-07-01,418908.0
2021-08-01,437158.0
2021-09-01,476767.0
2021-10-01,405814.0
2021-11-01,439572.0
2021-12-01,439776.0
2022-01-01,352819.0
2022-02-01,414507.0
2022-03-01,489204.0
2022-04-01,437450.0
2022-05-01,475359.0
2022-06-01,452737.0
2022-07-01,414179.0
2022-08-01,484902.0
2022-09-01,501383.0
2022-10-01,442328.0
2022-11-01,560540.0
2022-12-01,555215.0
2023-01-01,536429.0
2023-02-01,534796.0
2023-03-01,626070.0
2023-04-01,518542.0
2023-05-01,563316.0
2023-06-01,460061.0
2023-07-01,567437.0
2023-08-01,561276.0
2023-09-01,512598.0
2023-10-01,543891.0
2023-11-01,567317.0
2023-12-01,573342.0
2024-01-01,484634.0
2024-02-01,588432.0
2024-03-01,594010.0
2024-04-01,491113.0
2024-05-01,625922.0
2024-06-01,539464.0
2024-07-01,635741.0
2024-08-01,502895.0
2024-09-01,552016.0
2024-10-01,595175.0
2024-11-01,565662.0
2024-12-01,622550.0
2025-01-01,580691.0
2025-02-01,611712.0
2025-03-01,616076.0
2025-04-01,660320.0
2025-05-01,666506.0
2025-06-01,594623.0
2025-07-01,747682.0
2025-08-01,581128.0
