Tarih,TP_ITHALATBEC_53
2016-07-01,1012235.863
2016-08-01,959851.647
2016-09-01,1100053.562
2016-10-01,1242988.778
2016-11-01,1257944.044
2016-12-01,1257936.189
2017-01-01,1155731.101
2017-02-01,1166726.99
2017-03-01,1280930.133
2017-04-01,1215876.27
2017-05-01,1507393.175
2017-06-01,1288161.39
2017-07-01,1362849.61
2017-08-01,1052044.933
2017-09-01,1344786.529
2017-10-01,1563259.089
2017-11-01,1474792.122
2017-12-01,1428537.346
2018-01-01,1480031.151
2018-02-01,1354487.79
2018-03-01,1521597.149
2018-04-01,1491708.792
2018-05-01,1536929.723
2018-06-01,1353750.392
2018-07-01,1448099.75
2018-08-01,911321.337
2018-09-01,1183451.636
2018-10-01,1314208.624
2018-11-01,1249684.76
2018-12-01,1123293.842
2019-01-01,1151388.209
2019-02-01,1111504.084
2019-03-01,1178240.167
2019-04-01,1251803.878
2019-05-01,1238302.488
2019-06-01,1076602.365
2019-07-01,1321243.813
2019-08-01,869526.111
2019-09-01,1197231.128
2019-10-01,1313494.324
2019-11-01,1217308.489
2019-12-01,1293325.713
2020-01-01,1119851.754
2020-02-01,1157289.096
2020-03-01,1337997.041
2020-04-01,590928.177
2020-05-01,570074.178
2020-06-01,877908.715
2020-07-01,1042330.711
2020-08-01,994225.055
2020-09-01,1448769.962
2020-10-01,1555492.73
2020-11-01,1489021.389
2020-12-01,1490066.021
2021-01-01,1176508.0
2021-02-01,1290914.0
2021-03-01,1533127.0
2021-04-01,1306295.0
2021-05-01,1163113.0
2021-06-01,1210428.0
2021-07-01,1078113.0
2021-08-01,1267395.0
2021-09-01,1364416.0
2021-10-01,1234883.0
2021-11-01,1369103.0
2021-12-01,1404724.0
2022-01-01,1193914.0
2022-02-01,1216502.0
2022-03-01,1438233.0
2022-04-01,1239916.0
2022-05-01,1306920.0
2022-06-01,1331662.0
2022-07-01,1148977.0
2022-08-01,1359550.0
2022-09-01,1536262.0
2022-10-01,1393861.0
2022-11-01,1509734.0
2022-12-01,1674551.0
2023-01-01,1439566.0
2023-02-01,1527511.0
2023-03-01,1823137.0
2023-04-01,1459838.0
2023-05-01,1855054.0
2023-06-01,1447455.0
2023-07-01,1832594.0
2023-08-01,1536006.0
2023-09-01,1653233.0
2023-10-01,1872640.0
2023-11-01,1667550.0
2023-12-01,1507795.0
2024-01-01,1513133.0
2024-02-01,1613755.0
2024-03-01,1779436.0
2024-04-01,1638546.0
2024-05-01,1813786.0
2024-06-01,1468956.0
2024-07-01,1756180.0
2024-08-01,1279191.0
2024-09-01,1833384.0
2024-10-01,1747925.0
2024-11-01,1619397.0
2024-12-01,1760352.0
2025-01-01,1611985.0
2025-02-01,1654067.0
2025-03-01,1809090.0
2025-04-01,1993215.0
2025-05-01,1960240.0
2025-06-01,1754546.0
2025-07-01,2095008.0
2025-08-01,1412582.0
