Tarih,TP_ITHALATBEC_521
2016-10-01,466963.238
2016-11-01,200953.699
2016-12-01,557031.924
2017-01-01,147360.118
2017-02-01,444526.859
2017-03-01,226127.985
2017-04-01,447031.001
2017-05-01,297557.329
2017-06-01,360797.801
2017-07-01,646472.932
2017-08-01,442009.034
2017-09-01,341054.756
2017-10-01,465232.165
2017-11-01,345314.065
2017-12-01,700475.037
2018-01-01,125788.217
2018-02-01,406868.316
2018-03-01,228494.192
2018-04-01,278363.105
2018-05-01,232624.364
2018-06-01,338126.811
2018-07-01,505462.907
2018-08-01,210542.469
2018-09-01,341983.448
2018-10-01,169878.687
2018-11-01,341943.062
2018-12-01,360078.897
2019-01-01,58577.874
2019-02-01,472933.245
2019-03-01,289137.463
2019-04-01,115620.468
2019-05-01,234303.548
2019-06-01,330833.025
2019-07-01,769995.725
2019-08-01,193410.294
2019-09-01,312027.641
2019-10-01,236791.839
2019-11-01,348227.376
2019-12-01,328520.124
2020-01-01,396099.689
2020-02-01,384830.366
2020-03-01,629554.135
2020-04-01,288847.527
2020-05-01,174434.156
2020-06-01,241559.684
2020-07-01,367856.293
2020-08-01,162344.679
2020-09-01,265134.997
2020-10-01,1107328.621
2020-11-01,402072.656
2020-12-01,412540.726
2021-01-01,319596.0
2021-02-01,308726.0
2021-03-01,531587.0
2021-04-01,379537.0
2021-05-01,432473.0
2021-06-01,699782.0
2021-07-01,318262.0
2021-08-01,221239.0
2021-09-01,354060.0
2021-10-01,217894.0
2021-11-01,264533.0
2021-12-01,522732.0
2022-01-01,367802.0
2022-02-01,348437.0
2022-03-01,399603.0
2022-04-01,383546.0
2022-05-01,319703.0
2022-06-01,356580.0
2022-07-01,791518.0
2022-08-01,673737.0
2022-09-01,374084.0
2022-10-01,434135.0
2022-11-01,465537.0
2022-12-01,625380.0
2023-01-01,487402.0
2023-02-01,543134.0
2023-03-01,620576.0
2023-04-01,373351.0
2023-05-01,739552.0
2023-06-01,615813.0
2023-07-01,940085.0
2023-08-01,744279.0
2023-09-01,595258.0
2023-10-01,797114.0
2023-11-01,1017035.0
2023-12-01,1079154.0
2024-01-01,513217.0
2024-02-01,989268.0
2024-03-01,690053.0
2024-04-01,619707.0
2024-05-01,714332.0
2024-06-01,626301.0
2024-07-01,976564.0
2024-08-01,732291.0
2024-09-01,757326.0
2024-10-01,417205.0
2024-11-01,735371.0
2024-12-01,510818.0
2025-01-01,545901.0
2025-02-01,441570.0
2025-03-01,1007766.0
2025-04-01,790115.0
2025-05-01,744926.0
2025-06-01,690359.0
2025-07-01,1248914.0
2025-08-01,476860.0
