Tarih,TP_BKEA_S020
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,13.8
2006-01-01,6.4
2006-04-01,-28.3
2006-07-01,-30.0
2006-10-01,-17.8
2007-01-01,-34.2
2007-04-01,-27.2
2007-07-01,-42.5
2007-10-01,-35.4
2008-01-01,-56.2
2008-04-01,-56.4
2008-07-01,-54.2
2008-10-01,-87.6
2009-01-01,-83.6
2009-04-01,-58.6
2009-07-01,-42.8
2009-10-01,-56.1
2010-01-01,-17.3
2010-04-01,-13.2
2010-07-01,-15.6
2010-10-01,-26.5
2011-01-01,-26.3
2011-04-01,-26.0
2011-07-01,-30.4
2011-10-01,-37.7
2012-01-01,1.1
2012-04-01,-12.7
2012-07-01,-14.5
2012-10-01,-12.8
2013-01-01,-11.7
2013-04-01,-2.3
2013-07-01,-2.2
2013-10-01,0.0
2014-01-01,-30.1
2014-04-01,-4.9
2014-07-01,12.5
2014-10-01,-2.2
2015-01-01,-1.6
2015-04-01,6.8
2015-07-01,-45.3
2015-10-01,-56.4
2016-01-01,-37.7
2016-04-01,-1.8
2016-07-01,-67.4
2016-10-01,-48.2
2017-01-01,-43.2
2017-04-01,14.9
2017-07-01,-13.3
2017-10-01,-14.7
2018-01-01,-14.6
2018-04-01,-21.6
2018-07-01,-15.3
2018-10-01,-4.3
2019-01-01,-15.5
2019-04-01,-18.2
2019-07-01,1.6
2019-10-01,17.8
2020-01-01,18.7
2020-04-01,49.9
2020-07-01,0.0
2020-10-01,-17.1
2021-01-01,0.0
2021-04-01,-14.2
2021-07-01,0.0
2021-10-01,0.0
2022-01-01,-3.4
2022-04-01,0.0
2022-07-01,-16.7
2022-10-01,-16.7
2023-01-01,-16.5
2023-04-01,-30.5
2023-07-01,-42.2
2023-10-01,-0.6
2024-01-01,7.2
2024-04-01,6.1
2024-07-01,0.0
2024-10-01,0.0
2025-01-01,-11.8
2025-04-01,-9.0
2025-07-01,2.3
