Tarih,TP_BKEA_S015
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,4.9
2006-01-01,5.3
2006-04-01,-45.0
2006-07-01,-22.1
2006-10-01,-24.2
2007-01-01,-28.4
2007-04-01,-11.4
2007-07-01,-13.8
2007-10-01,-25.1
2008-01-01,-52.8
2008-04-01,-42.5
2008-07-01,-42.2
2008-10-01,-66.9
2009-01-01,-84.1
2009-04-01,-36.9
2009-07-01,-37.9
2009-10-01,-31.9
2010-01-01,-18.6
2010-04-01,-14.2
2010-07-01,-13.3
2010-10-01,-13.2
2011-01-01,-12.9
2011-04-01,-12.4
2011-07-01,-21.6
2011-10-01,-16.8
2012-01-01,-3.4
2012-04-01,-12.7
2012-07-01,-17.2
2012-10-01,-27.1
2013-01-01,-11.7
2013-04-01,0.0
2013-07-01,-6.9
2013-10-01,-5.5
2014-01-01,-22.4
2014-04-01,9.2
2014-07-01,-5.4
2014-10-01,-16.6
2015-01-01,-19.8
2015-04-01,-19.6
2015-07-01,-62.6
2015-10-01,-40.6
2016-01-01,-46.3
2016-04-01,-25.4
2016-07-01,-19.9
2016-10-01,-48.2
2017-01-01,-13.8
2017-04-01,19.8
2017-07-01,0.0
2017-10-01,0.0
2018-01-01,0.0
2018-04-01,-25.0
2018-07-01,-65.3
2018-10-01,-55.5
2019-01-01,-2.6
2019-04-01,-1.8
2019-07-01,43.6
2019-10-01,39.3
2020-01-01,35.0
2020-04-01,27.5
2020-07-01,7.1
2020-10-01,-19.4
2021-01-01,15.3
2021-04-01,-17.2
2021-07-01,21.5
2021-10-01,-16.8
2022-01-01,-12.5
2022-04-01,-20.3
2022-07-01,-31.5
2022-10-01,-31.2
2023-01-01,-30.6
2023-04-01,-37.2
2023-07-01,-45.4
2023-10-01,-0.6
2024-01-01,-11.2
2024-04-01,-14.9
2024-07-01,-15.6
2024-10-01,11.6
2025-01-01,4.5
2025-04-01,7.5
2025-07-01,0.9
