Tarih,TP_BKEA_S025
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,63.0
2006-01-01,59.8
2006-04-01,52.9
2006-07-01,9.1
2006-10-01,30.8
2007-01-01,50.0
2007-04-01,59.2
2007-07-01,32.5
2007-10-01,62.9
2008-01-01,27.8
2008-04-01,36.7
2008-07-01,11.5
2008-10-01,-25.0
2009-01-01,5.7
2009-04-01,42.1
2009-07-01,30.0
2009-10-01,33.5
2010-01-01,33.7
2010-04-01,63.9
2010-07-01,35.9
2010-10-01,57.7
2011-01-01,52.3
2011-04-01,27.2
2011-07-01,27.8
2011-10-01,41.5
2012-01-01,15.4
2012-04-01,44.1
2012-07-01,-39.3
2012-10-01,36.8
2013-01-01,-10.0
2013-04-01,45.8
2013-07-01,-10.4
2013-10-01,25.3
2014-01-01,14.4
2014-04-01,39.2
2014-07-01,-10.2
2014-10-01,-1.6
2015-01-01,-13.3
2015-04-01,-9.7
2015-07-01,-18.6
2015-10-01,-12.2
2016-01-01,4.0
2016-04-01,13.2
2016-07-01,28.3
2016-10-01,17.3
2017-01-01,15.2
2017-04-01,59.8
2017-07-01,-1.1
2017-10-01,52.4
2018-01-01,13.7
2018-04-01,-13.7
2018-07-01,-12.7
2018-10-01,-35.5
2019-01-01,0.4
2019-04-01,-13.3
2019-07-01,27.7
2019-10-01,52.6
2020-01-01,66.4
2020-04-01,85.2
2020-07-01,63.2
2020-10-01,19.3
2021-01-01,27.7
2021-04-01,21.0
2021-07-01,32.1
2021-10-01,54.0
2022-01-01,51.4
2022-04-01,54.8
2022-07-01,53.5
2022-10-01,15.1
2023-01-01,47.0
2023-04-01,15.3
2023-07-01,6.8
2023-10-01,1.5
2024-01-01,7.5
2024-04-01,-23.8
2024-07-01,-24.3
2024-10-01,33.5
2025-01-01,30.6
2025-04-01,22.0
2025-07-01,9.6
