Tarih,TP_BKEA_S044
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,-5.1
2006-01-01,-12.7
2006-04-01,-44.6
2006-07-01,-7.3
2006-10-01,-27.2
2007-01-01,-6.5
2007-04-01,-21.7
2007-07-01,-21.5
2007-10-01,-6.8
2008-01-01,-7.8
2008-04-01,-7.7
2008-07-01,-46.0
2008-10-01,-24.8
2009-01-01,-12.4
2009-04-01,7.3
2009-07-01,-11.5
2009-10-01,5.1
2010-01-01,15.4
2010-04-01,1.3
2010-07-01,-7.4
2010-10-01,-12.1
2011-01-01,19.3
2011-04-01,-16.2
2011-07-01,-22.2
2011-10-01,4.6
2012-01-01,0.0
2012-04-01,9.3
2012-07-01,0.0
2012-10-01,-0.3
2013-01-01,15.3
2013-04-01,-16.9
2013-07-01,-14.7
2013-10-01,0.8
2014-01-01,-14.5
2014-04-01,14.2
2014-07-01,-4.4
2014-10-01,-2.3
2015-01-01,1.2
2015-04-01,0.0
2015-07-01,-72.6
2015-10-01,-51.4
2016-01-01,-31.4
2016-04-01,-12.3
2016-07-01,-18.5
2016-10-01,-6.2
2017-01-01,0.0
2017-04-01,-1.2
2017-07-01,14.8
2017-10-01,0.0
2018-01-01,-2.6
2018-04-01,-18.6
2018-07-01,-17.4
2018-10-01,-0.5
2019-01-01,17.6
2019-04-01,0.0
2019-07-01,32.0
2019-10-01,18.2
2020-01-01,15.1
2020-04-01,16.6
2020-07-01,-15.2
2020-10-01,0.0
2021-01-01,17.1
2021-04-01,3.5
2021-07-01,3.4
2021-10-01,14.0
2022-01-01,0.0
2022-04-01,-15.0
2022-07-01,-30.7
2022-10-01,-14.5
2023-01-01,0.0
2023-04-01,-6.8
2023-07-01,-12.3
2023-10-01,9.9
2024-01-01,-38.0
2024-04-01,-12.5
2024-07-01,-8.9
2024-10-01,1.0
2025-01-01,8.4
2025-04-01,-1.1
2025-07-01,1.1
