Tarih,TP_BKEA_S049
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,35.7
2006-01-01,38.3
2006-04-01,23.6
2006-07-01,36.0
2006-10-01,43.4
2007-01-01,29.0
2007-04-01,26.3
2007-07-01,47.5
2007-10-01,45.9
2008-01-01,33.1
2008-04-01,15.3
2008-07-01,16.3
2008-10-01,3.1
2009-01-01,-6.8
2009-04-01,2.0
2009-07-01,-3.6
2009-10-01,15.0
2010-01-01,16.8
2010-04-01,9.3
2010-07-01,12.3
2010-10-01,40.5
2011-01-01,12.2
2011-04-01,12.7
2011-07-01,27.7
2011-10-01,26.1
2012-01-01,40.5
2012-04-01,12.0
2012-07-01,-7.6
2012-10-01,56.0
2013-01-01,45.3
2013-04-01,13.1
2013-07-01,9.1
2013-10-01,11.5
2014-01-01,28.5
2014-04-01,32.9
2014-07-01,34.8
2014-10-01,8.4
2015-01-01,-2.4
2015-04-01,12.0
2015-07-01,-0.4
2015-10-01,36.3
2016-01-01,58.1
2016-04-01,48.9
2016-07-01,42.5
2016-10-01,38.4
2017-01-01,37.9
2017-04-01,22.1
2017-07-01,47.0
2017-10-01,37.8
2018-01-01,-5.0
2018-04-01,18.1
2018-07-01,6.2
2018-10-01,-17.2
2019-01-01,19.8
2019-04-01,-4.0
2019-07-01,60.6
2019-10-01,71.2
2020-01-01,66.5
2020-04-01,58.9
2020-07-01,44.5
2020-10-01,33.1
2021-01-01,67.1
2021-04-01,50.7
2021-07-01,20.2
2021-10-01,75.4
2022-01-01,58.2
2022-04-01,95.3
2022-07-01,32.3
2022-10-01,27.1
2023-01-01,71.5
2023-04-01,65.0
2023-07-01,0.7
2023-10-01,1.9
2024-01-01,-21.6
2024-04-01,1.3
2024-07-01,-0.9
2024-10-01,36.0
2025-01-01,49.1
2025-04-01,44.0
2025-07-01,51.6
