Tarih,TP_BKEA_S051
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,35.3
2006-01-01,36.3
2006-04-01,17.7
2006-07-01,31.2
2006-10-01,42.2
2007-01-01,44.7
2007-04-01,40.0
2007-07-01,22.7
2007-10-01,27.9
2008-01-01,26.7
2008-04-01,13.9
2008-07-01,-6.3
2008-10-01,10.1
2009-01-01,13.0
2009-04-01,13.1
2009-07-01,1.5
2009-10-01,23.3
2010-01-01,12.9
2010-04-01,6.7
2010-07-01,13.3
2010-10-01,8.3
2011-01-01,11.9
2011-04-01,8.2
2011-07-01,23.0
2011-10-01,24.0
2012-01-01,35.1
2012-04-01,16.0
2012-07-01,-7.6
2012-10-01,47.5
2013-01-01,18.1
2013-04-01,13.1
2013-07-01,15.9
2013-10-01,13.6
2014-01-01,-13.2
2014-04-01,28.0
2014-07-01,32.6
2014-10-01,15.7
2015-01-01,-23.2
2015-04-01,25.1
2015-07-01,37.8
2015-10-01,37.6
2016-01-01,45.7
2016-04-01,33.9
2016-07-01,27.3
2016-10-01,16.7
2017-01-01,24.0
2017-04-01,22.1
2017-07-01,47.0
2017-10-01,18.9
2018-01-01,-32.6
2018-04-01,32.7
2018-07-01,7.9
2018-10-01,-31.2
2019-01-01,16.0
2019-04-01,-3.5
2019-07-01,58.9
2019-10-01,71.7
2020-01-01,66.5
2020-04-01,40.3
2020-07-01,28.1
2020-10-01,30.7
2021-01-01,65.9
2021-04-01,40.6
2021-07-01,6.1
2021-10-01,74.2
2022-01-01,53.7
2022-04-01,61.9
2022-07-01,15.7
2022-10-01,11.4
2023-01-01,54.9
2023-04-01,63.6
2023-07-01,-1.6
2023-10-01,6.4
2024-01-01,-8.1
2024-04-01,1.3
2024-07-01,10.9
2024-10-01,24.8
2025-01-01,58.0
2025-04-01,46.8
2025-07-01,56.3
