Tarih,TP_BKEA_S018
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,-2.1
2006-01-01,-11.5
2006-04-01,-68.1
2006-07-01,-15.7
2006-10-01,-35.1
2007-01-01,-30.9
2007-04-01,-10.9
2007-07-01,-13.4
2007-10-01,-23.2
2008-01-01,-25.6
2008-04-01,-26.8
2008-07-01,-31.7
2008-10-01,-61.7
2009-01-01,-39.2
2009-04-01,-39.7
2009-07-01,-36.0
2009-10-01,-18.9
2010-01-01,-4.0
2010-04-01,-3.5
2010-07-01,14.6
2010-10-01,3.5
2011-01-01,-2.2
2011-04-01,-18.7
2011-07-01,-14.2
2011-10-01,-12.9
2012-01-01,-7.8
2012-04-01,-18.3
2012-07-01,-3.2
2012-10-01,-14.2
2013-01-01,0.0
2013-04-01,21.5
2013-07-01,-1.7
2013-10-01,-20.3
2014-01-01,-76.9
2014-04-01,-33.3
2014-07-01,16.8
2014-10-01,-16.6
2015-01-01,-22.0
2015-04-01,-21.8
2015-07-01,-79.5
2015-10-01,-41.0
2016-01-01,-40.9
2016-04-01,-1.9
2016-07-01,-14.5
2016-10-01,-6.1
2017-01-01,-16.6
2017-04-01,-18.2
2017-07-01,-4.8
2017-10-01,-15.1
2018-01-01,0.0
2018-04-01,-30.0
2018-07-01,-51.7
2018-10-01,-2.8
2019-01-01,37.0
2019-04-01,-5.5
2019-07-01,34.6
2019-10-01,33.8
2020-01-01,18.7
2020-04-01,40.8
2020-07-01,-20.8
2020-10-01,-18.3
2021-01-01,-18.3
2021-04-01,-11.1
2021-07-01,15.3
2021-10-01,-18.2
2022-01-01,12.3
2022-04-01,-59.6
2022-07-01,20.4
2022-10-01,29.2
2023-01-01,-15.4
2023-04-01,-16.0
2023-07-01,-57.5
2023-10-01,-51.2
2024-01-01,-22.3
2024-04-01,-30.1
2024-07-01,-18.8
2024-10-01,-17.1
2025-01-01,-17.8
2025-04-01,-24.0
2025-07-01,-16.7
