Tarih,TP_BKEA_S033
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,23.9
2006-01-01,27.5
2006-04-01,34.3
2006-07-01,40.1
2006-10-01,51.6
2007-01-01,52.2
2007-04-01,53.0
2007-07-01,51.7
2007-10-01,51.7
2008-01-01,35.2
2008-04-01,13.6
2008-07-01,-16.4
2008-10-01,-23.4
2009-01-01,-31.4
2009-04-01,-16.9
2009-07-01,-21.1
2009-10-01,-18.2
2010-01-01,-2.5
2010-04-01,11.9
2010-07-01,5.9
2010-10-01,14.3
2011-01-01,11.6
2011-04-01,-2.2
2011-07-01,12.0
2011-10-01,11.6
2012-01-01,11.3
2012-04-01,25.2
2012-07-01,1.8
2012-10-01,-14.2
2013-01-01,14.4
2013-04-01,26.1
2013-07-01,11.7
2013-10-01,11.7
2014-01-01,-15.4
2014-04-01,3.2
2014-07-01,0.0
2014-10-01,-10.2
2015-01-01,0.0
2015-04-01,-15.4
2015-07-01,-38.5
2015-10-01,-38.3
2016-01-01,-42.2
2016-04-01,-17.8
2016-07-01,10.4
2016-10-01,-5.5
2017-01-01,10.4
2017-04-01,6.7
2017-07-01,-14.8
2017-10-01,4.2
2018-01-01,0.0
2018-04-01,2.9
2018-07-01,-53.8
2018-10-01,6.3
2019-01-01,38.4
2019-04-01,10.2
2019-07-01,21.5
2019-10-01,46.6
2020-01-01,31.2
2020-04-01,29.9
2020-07-01,25.9
2020-10-01,1.1
2021-01-01,31.2
2021-04-01,-6.0
2021-07-01,15.9
2021-10-01,0.0
2022-01-01,2.6
2022-04-01,0.0
2022-07-01,-20.7
2022-10-01,-14.3
2023-01-01,4.8
2023-04-01,-1.2
2023-07-01,-13.0
2023-10-01,0.0
2024-01-01,12.9
2024-04-01,-2.0
2024-07-01,7.5
2024-10-01,12.5
2025-01-01,17.9
2025-04-01,12.2
2025-07-01,7.0
