Tarih,TP_BKEA_S002
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,18.8
2006-01-01,11.1
2006-04-01,-48.6
2006-07-01,-25.8
2006-10-01,-8.7
2007-01-01,-6.8
2007-04-01,-4.6
2007-07-01,-9.6
2007-10-01,-10.9
2008-01-01,-47.9
2008-04-01,-42.5
2008-07-01,-47.2
2008-10-01,-62.5
2009-01-01,-89.9
2009-04-01,-28.9
2009-07-01,-30.6
2009-10-01,-10.5
2010-01-01,25.2
2010-04-01,6.0
2010-07-01,-12.3
2010-10-01,-12.2
2011-01-01,-12.0
2011-04-01,-11.5
2011-07-01,-16.9
2011-10-01,-34.5
2012-01-01,1.1
2012-04-01,-35.4
2012-07-01,-37.0
2012-10-01,-0.3
2013-01-01,-15.3
2013-04-01,3.2
2013-07-01,0.9
2013-10-01,16.3
2014-01-01,2.0
2014-04-01,9.2
2014-07-01,0.0
2014-10-01,-16.6
2015-01-01,-6.6
2015-04-01,-18.7
2015-07-01,-70.8
2015-10-01,-67.6
2016-01-01,-36.4
2016-04-01,7.2
2016-07-01,-39.2
2016-10-01,-6.2
2017-01-01,21.6
2017-04-01,39.2
2017-07-01,5.1
2017-10-01,18.8
2018-01-01,13.7
2018-04-01,-24.5
2018-07-01,-41.7
2018-10-01,-18.6
2019-01-01,37.5
2019-04-01,0.0
2019-07-01,22.2
2019-10-01,38.9
2020-01-01,21.1
2020-04-01,51.8
2020-07-01,46.3
2020-10-01,1.2
2021-01-01,19.5
2021-04-01,-14.2
2021-07-01,1.0
2021-10-01,16.9
2022-01-01,6.4
2022-04-01,-2.6
2022-07-01,-0.8
2022-10-01,0.0
2023-01-01,0.0
2023-04-01,-13.6
2023-07-01,-12.3
2023-10-01,0.0
2024-01-01,6.1
2024-04-01,-0.9
2024-07-01,-6.0
2024-10-01,0.0
2025-01-01,20.2
2025-04-01,-1.1
2025-07-01,11.1
