Tarih,TP_BKEA_S032
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,44.2
2006-01-01,49.4
2006-04-01,36.7
2006-07-01,31.2
2006-10-01,32.6
2007-01-01,32.7
2007-04-01,51.9
2007-07-01,49.5
2007-10-01,48.9
2008-01-01,40.2
2008-04-01,49.1
2008-07-01,33.1
2008-10-01,31.3
2009-01-01,31.8
2009-04-01,39.9
2009-07-01,37.4
2009-10-01,35.9
2010-01-01,38.8
2010-04-01,26.9
2010-07-01,28.9
2010-10-01,64.0
2011-01-01,59.8
2011-04-01,28.5
2011-07-01,39.9
2011-10-01,53.2
2012-01-01,22.3
2012-04-01,45.0
2012-07-01,9.8
2012-10-01,22.8
2013-01-01,-3.8
2013-04-01,37.8
2013-07-01,5.6
2013-10-01,5.4
2014-01-01,2.7
2014-04-01,35.1
2014-07-01,-9.6
2014-10-01,8.3
2015-01-01,21.0
2015-04-01,9.3
2015-07-01,5.7
2015-10-01,-11.6
2016-01-01,-15.3
2016-04-01,42.0
2016-07-01,17.8
2016-10-01,30.0
2017-01-01,19.6
2017-04-01,49.5
2017-07-01,47.3
2017-10-01,5.9
2018-01-01,14.6
2018-04-01,-25.9
2018-07-01,-35.6
2018-10-01,-43.5
2019-01-01,-5.1
2019-04-01,-19.0
2019-07-01,17.1
2019-10-01,35.9
2020-01-01,52.4
2020-04-01,16.0
2020-07-01,20.1
2020-10-01,33.1
2021-01-01,45.2
2021-04-01,63.4
2021-07-01,52.7
2021-10-01,69.7
2022-01-01,75.3
2022-04-01,74.0
2022-07-01,42.3
2022-10-01,14.8
2023-01-01,48.0
2023-04-01,17.8
2023-07-01,54.0
2023-10-01,37.4
2024-01-01,25.4
2024-04-01,-7.9
2024-07-01,-8.6
2024-10-01,7.9
2025-01-01,-6.3
2025-04-01,13.4
2025-07-01,7.0
