Tarih,TP_BKEA_S093
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,52.6
2006-01-01,43.9
2006-04-01,-53.3
2006-07-01,-53.2
2006-10-01,-38.1
2007-01-01,-20.8
2007-04-01,-22.9
2007-07-01,-0.8
2007-10-01,-0.3
2008-01-01,-34.2
2008-04-01,-29.8
2008-07-01,-12.8
2008-10-01,-99.9
2009-01-01,-14.1
2009-04-01,14.5
2009-07-01,12.7
2009-10-01,37.9
2010-01-01,27.3
2010-04-01,19.4
2010-07-01,41.7
2010-10-01,71.9
2011-01-01,29.5
2011-04-01,-19.4
2011-07-01,-9.0
2011-10-01,-13.9
2012-01-01,9.4
2012-04-01,29.3
2012-07-01,28.3
2012-10-01,58.0
2013-01-01,0.4
2013-04-01,14.9
2013-07-01,1.0
2013-10-01,-30.5
2014-01-01,-42.5
2014-04-01,11.1
2014-07-01,-30.9
2014-10-01,14.4
2015-01-01,-15.4
2015-04-01,5.5
2015-07-01,16.4
2015-10-01,10.7
2016-01-01,-16.8
2016-04-01,-5.6
2016-07-01,-38.0
2016-10-01,-3.4
2017-01-01,-17.8
2017-04-01,-52.7
2017-07-01,-34.8
2017-10-01,-23.6
2018-01-01,-29.3
2018-04-01,-41.7
2018-07-01,-82.7
2018-10-01,-58.4
2019-01-01,-24.5
2019-04-01,11.4
2019-07-01,11.7
2019-10-01,15.9
2020-01-01,37.3
2020-04-01,0.9
2020-07-01,42.9
2020-10-01,-11.0
2021-01-01,3.6
2021-04-01,18.0
2021-07-01,-15.3
2021-10-01,-21.2
2022-01-01,3.3
2022-04-01,42.3
2022-07-01,-7.1
2022-10-01,-32.7
2023-01-01,11.8
2023-04-01,-0.5
2023-07-01,-32.5
2023-10-01,4.9
2024-01-01,-31.1
2024-04-01,31.7
2024-07-01,-8.7
2024-10-01,38.9
2025-01-01,-33.8
2025-04-01,-11.1
2025-07-01,-10.1
