Tarih,TP_BKEA_S053
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,59.1
2006-01-01,40.1
2006-04-01,15.7
2006-07-01,30.2
2006-10-01,47.9
2007-01-01,36.4
2007-04-01,48.6
2007-07-01,30.1
2007-10-01,59.5
2008-01-01,44.9
2008-04-01,31.7
2008-07-01,-4.4
2008-10-01,-29.1
2009-01-01,-15.8
2009-04-01,-12.5
2009-07-01,-16.7
2009-10-01,1.9
2010-01-01,26.8
2010-04-01,24.0
2010-07-01,26.8
2010-10-01,29.6
2011-01-01,28.9
2011-04-01,11.5
2011-07-01,19.9
2011-10-01,17.0
2012-01-01,37.2
2012-04-01,4.4
2012-07-01,22.4
2012-10-01,34.7
2013-01-01,46.4
2013-04-01,34.4
2013-07-01,43.1
2013-10-01,31.2
2014-01-01,-4.2
2014-04-01,31.0
2014-07-01,26.4
2014-10-01,8.2
2015-01-01,-3.0
2015-04-01,36.7
2015-07-01,22.4
2015-10-01,8.9
2016-01-01,29.7
2016-04-01,51.7
2016-07-01,48.9
2016-10-01,1.3
2017-01-01,9.9
2017-04-01,15.9
2017-07-01,47.0
2017-10-01,6.9
2018-01-01,-1.5
2018-04-01,12.5
2018-07-01,0.8
2018-10-01,-31.9
2019-01-01,19.2
2019-04-01,-4.0
2019-07-01,46.9
2019-10-01,71.2
2020-01-01,66.5
2020-04-01,34.9
2020-07-01,43.7
2020-10-01,-2.4
2021-01-01,64.6
2021-04-01,21.0
2021-07-01,6.1
2021-10-01,70.7
2022-01-01,36.8
2022-04-01,56.4
2022-07-01,15.7
2022-10-01,15.9
2023-01-01,74.5
2023-04-01,38.5
2023-07-01,-4.4
2023-10-01,18.4
2024-01-01,-9.9
2024-04-01,2.7
2024-07-01,3.2
2024-10-01,30.4
2025-01-01,20.6
2025-04-01,16.6
2025-07-01,16.1
