Tarih,TP_BKEA_S034
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,13.2
2006-01-01,16.6
2006-04-01,22.1
2006-07-01,25.7
2006-10-01,24.5
2007-01-01,24.6
2007-04-01,43.6
2007-07-01,42.4
2007-10-01,25.6
2008-01-01,28.7
2008-04-01,38.6
2008-07-01,28.2
2008-10-01,69.2
2009-01-01,83.2
2009-04-01,85.1
2009-07-01,76.4
2009-10-01,70.4
2010-01-01,61.0
2010-04-01,43.7
2010-07-01,35.2
2010-10-01,44.1
2011-01-01,34.3
2011-04-01,2.3
2011-07-01,23.8
2011-10-01,6.1
2012-01-01,21.5
2012-04-01,29.7
2012-07-01,38.3
2012-10-01,31.6
2013-01-01,52.6
2013-04-01,20.1
2013-07-01,14.3
2013-10-01,14.3
2014-01-01,27.8
2014-04-01,26.9
2014-07-01,6.3
2014-10-01,7.9
2015-01-01,31.0
2015-04-01,22.1
2015-07-01,8.7
2015-10-01,0.7
2016-01-01,5.8
2016-04-01,52.9
2016-07-01,56.4
2016-10-01,62.9
2017-01-01,48.7
2017-04-01,63.0
2017-07-01,46.5
2017-10-01,48.8
2018-01-01,31.0
2018-04-01,69.9
2018-07-01,37.2
2018-10-01,71.0
2019-01-01,71.7
2019-04-01,36.9
2019-07-01,44.4
2019-10-01,23.0
2020-01-01,48.6
2020-04-01,41.4
2020-07-01,63.4
2020-10-01,38.3
2021-01-01,17.1
2021-04-01,10.0
2021-07-01,0.0
2021-10-01,16.8
2022-01-01,0.0
2022-04-01,0.0
2022-07-01,0.0
2022-10-01,0.0
2023-01-01,5.7
2023-04-01,-1.2
2023-07-01,-13.0
2023-10-01,23.6
2024-01-01,24.1
2024-04-01,13.7
2024-07-01,13.2
2024-10-01,10.4
2025-01-01,9.1
2025-04-01,14.6
2025-07-01,18.9
