Tarih,TP_BKEA_S092
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,79.8
2006-01-01,90.1
2006-04-01,-41.6
2006-07-01,-57.5
2006-10-01,-33.6
2007-01-01,32.8
2007-04-01,37.8
2007-07-01,54.7
2007-10-01,41.5
2008-01-01,-4.3
2008-04-01,-29.2
2008-07-01,-13.6
2008-10-01,-99.9
2009-01-01,21.7
2009-04-01,35.1
2009-07-01,48.9
2009-10-01,46.7
2010-01-01,64.2
2010-04-01,54.1
2010-07-01,47.7
2010-10-01,63.3
2011-01-01,16.9
2011-04-01,-27.4
2011-07-01,-10.9
2011-10-01,-14.5
2012-01-01,16.4
2012-04-01,47.2
2012-07-01,22.4
2012-10-01,46.5
2013-01-01,29.3
2013-04-01,35.4
2013-07-01,-14.0
2013-10-01,-35.9
2014-01-01,-70.6
2014-04-01,-6.5
2014-07-01,32.4
2014-10-01,38.5
2015-01-01,46.3
2015-04-01,5.9
2015-07-01,4.6
2015-10-01,-5.7
2016-01-01,-16.8
2016-04-01,7.4
2016-07-01,-0.8
2016-10-01,17.1
2017-01-01,16.5
2017-04-01,15.9
2017-07-01,18.3
2017-10-01,-34.6
2018-01-01,-48.0
2018-04-01,-38.1
2018-07-01,-89.5
2018-10-01,-88.7
2019-01-01,-28.6
2019-04-01,-12.5
2019-07-01,11.7
2019-10-01,44.5
2020-01-01,34.5
2020-04-01,-6.7
2020-07-01,53.5
2020-10-01,-28.4
2021-01-01,-23.4
2021-04-01,6.6
2021-07-01,-1.2
2021-10-01,8.7
2022-01-01,-6.8
2022-04-01,41.9
2022-07-01,-23.3
2022-10-01,13.5
2023-01-01,9.4
2023-04-01,-18.4
2023-07-01,-48.0
2023-10-01,-41.6
2024-01-01,-27.0
2024-04-01,-13.1
2024-07-01,5.2
2024-10-01,-4.3
2025-01-01,27.7
2025-04-01,11.9
2025-07-01,27.4
