Tarih,TP_BKEA_S120
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,89.9
2006-01-01,72.4
2006-04-01,-27.2
2006-07-01,32.5
2006-10-01,5.4
2007-01-01,43.0
2007-04-01,53.0
2007-07-01,40.0
2007-10-01,36.9
2008-01-01,-22.8
2008-04-01,-29.0
2008-07-01,-58.6
2008-10-01,-58.4
2009-01-01,-14.9
2009-04-01,5.8
2009-07-01,37.3
2009-10-01,10.0
2010-01-01,22.4
2010-04-01,29.4
2010-07-01,15.2
2010-10-01,17.8
2011-01-01,-14.7
2011-04-01,-39.5
2011-07-01,15.1
2011-10-01,1.7
2012-01-01,22.1
2012-04-01,26.5
2012-07-01,51.5
2012-10-01,55.0
2013-01-01,35.3
2013-04-01,15.8
2013-07-01,-7.7
2013-10-01,0.3
2014-01-01,-28.2
2014-04-01,-13.9
2014-07-01,30.8
2014-10-01,-10.7
2015-01-01,-26.7
2015-04-01,-17.0
2015-07-01,-17.6
2015-10-01,-0.3
2016-01-01,-11.2
2016-04-01,-11.5
2016-07-01,55.6
2016-10-01,15.5
2017-01-01,15.4
2017-04-01,9.7
2017-07-01,28.5
2017-10-01,-36.0
2018-01-01,-42.4
2018-04-01,-72.3
2018-07-01,-47.2
2018-10-01,-22.9
2019-01-01,0.8
2019-04-01,0.1
2019-07-01,32.7
2019-10-01,33.3
2020-01-01,33.6
2020-04-01,29.9
2020-07-01,-33.9
2020-10-01,-38.7
2021-01-01,5.1
2021-04-01,16.1
2021-07-01,10.5
2021-10-01,-23.4
2022-01-01,-4.7
2022-04-01,-34.8
2022-07-01,-21.0
2022-10-01,11.7
2023-01-01,10.0
2023-04-01,3.7
2023-07-01,-32.5
2023-10-01,-3.6
2024-01-01,-36.7
2024-04-01,11.0
2024-07-01,15.5
2024-10-01,45.4
2025-01-01,41.3
2025-04-01,0.0
2025-07-01,46.5
