Tarih,TP_BKEA_S064
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,79.7
2006-01-01,59.5
2006-04-01,-26.2
2006-07-01,-42.1
2006-10-01,-0.5
2007-01-01,6.3
2007-04-01,35.3
2007-07-01,46.3
2007-10-01,53.3
2008-01-01,16.8
2008-04-01,2.6
2008-07-01,-0.9
2008-10-01,-61.1
2009-01-01,-8.0
2009-04-01,-15.1
2009-07-01,35.1
2009-10-01,16.3
2010-01-01,53.9
2010-04-01,39.2
2010-07-01,21.4
2010-10-01,10.2
2011-01-01,-10.9
2011-04-01,-25.9
2011-07-01,-5.7
2011-10-01,0.0
2012-01-01,16.8
2012-04-01,24.3
2012-07-01,-0.9
2012-10-01,14.5
2013-01-01,13.6
2013-04-01,-2.8
2013-07-01,-8.6
2013-10-01,-15.2
2014-01-01,-20.9
2014-04-01,0.6
2014-07-01,15.2
2014-10-01,-0.2
2015-01-01,0.0
2015-04-01,9.1
2015-07-01,5.5
2015-10-01,0.0
2016-01-01,-5.6
2016-04-01,14.8
2016-07-01,10.0
2016-10-01,10.6
2017-01-01,-2.2
2017-04-01,33.3
2017-07-01,17.9
2017-10-01,-3.2
2018-01-01,0.0
2018-04-01,28.9
2018-07-01,-5.1
2018-10-01,24.0
2019-01-01,41.0
2019-04-01,17.9
2019-07-01,41.0
2019-10-01,57.7
2020-01-01,51.4
2020-04-01,34.1
2020-07-01,37.3
2020-10-01,0.0
2021-01-01,-5.1
2021-04-01,-0.3
2021-07-01,0.0
2021-10-01,4.8
2022-01-01,-4.7
2022-04-01,-16.5
2022-07-01,-20.9
2022-10-01,-8.7
2023-01-01,-4.2
2023-04-01,-18.3
2023-07-01,-18.1
2023-10-01,3.6
2024-01-01,-21.6
2024-04-01,-1.3
2024-07-01,8.3
2024-10-01,2.0
2025-01-01,12.3
2025-04-01,11.1
2025-07-01,0.6
