Tarih,TP_BKEA_S094
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,88.6
2006-01-01,89.3
2006-04-01,31.9
2006-07-01,4.5
2006-10-01,42.8
2007-01-01,67.6
2007-04-01,73.3
2007-07-01,55.2
2007-10-01,84.6
2008-01-01,57.1
2008-04-01,60.6
2008-07-01,25.6
2008-10-01,-59.0
2009-01-01,-12.9
2009-04-01,37.5
2009-07-01,54.6
2009-10-01,68.6
2010-01-01,37.9
2010-04-01,67.2
2010-07-01,26.2
2010-10-01,50.5
2011-01-01,36.8
2011-04-01,-4.7
2011-07-01,-17.0
2011-10-01,-9.4
2012-01-01,23.7
2012-04-01,48.3
2012-07-01,29.8
2012-10-01,57.5
2013-01-01,25.0
2013-04-01,33.7
2013-07-01,1.4
2013-10-01,-25.2
2014-01-01,-37.4
2014-04-01,3.3
2014-07-01,7.2
2014-10-01,30.8
2015-01-01,0.8
2015-04-01,5.5
2015-07-01,7.3
2015-10-01,-14.9
2016-01-01,-20.1
2016-04-01,-24.1
2016-07-01,-32.5
2016-10-01,15.1
2017-01-01,5.5
2017-04-01,10.8
2017-07-01,41.1
2017-10-01,24.2
2018-01-01,17.5
2018-04-01,-40.7
2018-07-01,-89.4
2018-10-01,-88.7
2019-01-01,-11.9
2019-04-01,16.5
2019-07-01,59.9
2019-10-01,59.5
2020-01-01,42.9
2020-04-01,0.7
2020-07-01,36.7
2020-10-01,-18.1
2021-01-01,-2.1
2021-04-01,15.0
2021-07-01,13.2
2021-10-01,43.0
2022-01-01,15.7
2022-04-01,47.8
2022-07-01,-2.6
2022-10-01,8.8
2023-01-01,-18.9
2023-04-01,-38.0
2023-07-01,-31.5
2023-10-01,-9.6
2024-01-01,-14.4
2024-04-01,-0.6
2024-07-01,16.6
2024-10-01,2.8
2025-01-01,16.2
2025-04-01,-8.6
2025-07-01,16.2
