Tarih,TP_BKEA_S017
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,58.6
2006-01-01,44.4
2006-04-01,-20.4
2006-07-01,4.9
2006-10-01,-11.7
2007-01-01,-5.1
2007-04-01,32.9
2007-07-01,-18.4
2007-10-01,-19.8
2008-01-01,-6.7
2008-04-01,-7.7
2008-07-01,-28.0
2008-10-01,-25.5
2009-01-01,-5.7
2009-04-01,-0.9
2009-07-01,21.0
2009-10-01,17.7
2010-01-01,21.7
2010-04-01,41.6
2010-07-01,33.8
2010-10-01,16.7
2011-01-01,15.0
2011-04-01,-1.9
2011-07-01,3.5
2011-10-01,4.8
2012-01-01,10.1
2012-04-01,-4.6
2012-07-01,23.1
2012-10-01,7.9
2013-01-01,14.9
2013-04-01,30.4
2013-07-01,4.8
2013-10-01,0.8
2014-01-01,-76.0
2014-04-01,16.5
2014-07-01,22.4
2014-10-01,1.0
2015-01-01,-2.2
2015-04-01,-6.4
2015-07-01,-55.7
2015-10-01,-21.1
2016-01-01,-21.8
2016-04-01,12.5
2016-07-01,0.0
2016-10-01,17.3
2017-01-01,5.1
2017-04-01,17.0
2017-07-01,17.0
2017-10-01,0.0
2018-01-01,1.7
2018-04-01,-15.2
2018-07-01,-47.0
2018-10-01,13.9
2019-01-01,53.0
2019-04-01,-20.3
2019-07-01,69.2
2019-10-01,74.1
2020-01-01,59.4
2020-04-01,43.5
2020-07-01,-19.6
2020-10-01,-15.9
2021-01-01,-18.3
2021-04-01,1.2
2021-07-01,32.3
2021-10-01,-16.9
2022-01-01,12.3
2022-04-01,-59.6
2022-07-01,13.4
2022-10-01,28.3
2023-01-01,-15.4
2023-04-01,-15.2
2023-07-01,-56.8
2023-10-01,-50.5
2024-01-01,-21.2
2024-04-01,-29.0
2024-07-01,-17.8
2024-10-01,-8.3
2025-01-01,2.4
2025-04-01,-15.0
2025-07-01,11.6
