Tarih,TP_BKEA_S022
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,27.6
2006-01-01,40.3
2006-04-01,-37.3
2006-07-01,5.4
2006-10-01,5.1
2007-01-01,4.8
2007-04-01,7.1
2007-07-01,21.5
2007-10-01,16.0
2008-01-01,-2.8
2008-04-01,-19.4
2008-07-01,-25.2
2008-10-01,-43.7
2009-01-01,-32.3
2009-04-01,-1.6
2009-07-01,-0.7
2009-10-01,1.4
2010-01-01,-13.0
2010-04-01,5.0
2010-07-01,-14.6
2010-10-01,5.6
2011-01-01,19.2
2011-04-01,-25.0
2011-07-01,-19.7
2011-10-01,-6.7
2012-01-01,0.9
2012-04-01,-0.8
2012-07-01,-27.7
2012-10-01,-9.2
2013-01-01,30.2
2013-04-01,13.8
2013-07-01,0.0
2013-10-01,16.0
2014-01-01,-3.9
2014-04-01,8.4
2014-07-01,16.8
2014-10-01,-4.5
2015-01-01,22.7
2015-04-01,20.3
2015-07-01,-22.6
2015-10-01,-48.5
2016-01-01,-33.9
2016-04-01,1.0
2016-07-01,-41.5
2016-10-01,-4.9
2017-01-01,-28.0
2017-04-01,1.7
2017-07-01,-11.5
2017-10-01,-1.7
2018-01-01,-1.7
2018-04-01,-21.6
2018-07-01,-18.9
2018-10-01,-21.6
2019-01-01,-14.5
2019-04-01,-16.7
2019-07-01,0.2
2019-10-01,37.4
2020-01-01,14.8
2020-04-01,48.3
2020-07-01,14.3
2020-10-01,2.2
2021-01-01,2.3
2021-04-01,4.2
2021-07-01,0.0
2021-10-01,-34.9
2022-01-01,-17.2
2022-04-01,-18.1
2022-07-01,-56.4
2022-10-01,-34.4
2023-01-01,-16.4
2023-04-01,-55.7
2023-07-01,-49.6
2023-10-01,27.2
2024-01-01,-8.4
2024-04-01,10.4
2024-07-01,9.0
2024-10-01,0.0
2025-01-01,-2.9
2025-04-01,1.1
2025-07-01,-6.7
