Tarih,TP_BKEA_S031
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,51.9
2006-01-01,42.0
2006-04-01,34.9
2006-07-01,47.1
2006-10-01,48.0
2007-01-01,47.1
2007-04-01,19.1
2007-07-01,24.9
2007-10-01,43.0
2008-01-01,23.2
2008-04-01,1.3
2008-07-01,-25.6
2008-10-01,-32.5
2009-01-01,-46.3
2009-04-01,-28.8
2009-07-01,-24.1
2009-10-01,-27.3
2010-01-01,-3.6
2010-04-01,32.3
2010-07-01,26.1
2010-10-01,21.1
2011-01-01,20.9
2011-04-01,7.4
2011-07-01,35.9
2011-10-01,34.0
2012-01-01,-3.9
2012-04-01,43.4
2012-07-01,-33.5
2012-10-01,0.3
2013-01-01,29.2
2013-04-01,23.3
2013-07-01,0.0
2013-10-01,3.1
2014-01-01,-31.5
2014-04-01,-0.8
2014-07-01,-49.3
2014-10-01,-14.6
2015-01-01,-15.4
2015-04-01,-29.8
2015-07-01,-70.3
2015-10-01,-66.2
2016-01-01,-57.1
2016-04-01,-19.5
2016-07-01,-55.7
2016-10-01,-76.9
2017-01-01,-37.3
2017-04-01,-15.4
2017-07-01,-32.8
2017-10-01,-32.5
2018-01-01,-14.6
2018-04-01,-41.8
2018-07-01,-55.0
2018-10-01,-75.1
2019-01-01,-42.6
2019-04-01,-56.2
2019-07-01,-30.1
2019-10-01,46.6
2020-01-01,32.3
2020-04-01,-22.7
2020-07-01,-27.3
2020-10-01,-22.6
2021-01-01,48.9
2021-04-01,7.8
2021-07-01,18.0
2021-10-01,20.7
2022-01-01,12.1
2022-04-01,30.3
2022-07-01,-20.7
2022-10-01,-19.1
2023-01-01,15.5
2023-04-01,14.1
2023-07-01,-25.9
2023-10-01,8.6
2024-01-01,-11.5
2024-04-01,-24.4
2024-07-01,-20.8
2024-10-01,-4.2
2025-01-01,-16.0
2025-04-01,-8.4
2025-07-01,-11.5
