Tarih,TP_BKEA_S027
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,44.2
2006-01-01,43.8
2006-04-01,25.7
2006-07-01,28.1
2006-10-01,23.4
2007-01-01,27.7
2007-04-01,29.4
2007-07-01,26.5
2007-10-01,9.0
2008-01-01,33.9
2008-04-01,40.7
2008-07-01,0.6
2008-10-01,12.3
2009-01-01,25.4
2009-04-01,40.9
2009-07-01,33.0
2009-10-01,51.7
2010-01-01,48.9
2010-04-01,57.7
2010-07-01,35.0
2010-10-01,54.0
2011-01-01,16.1
2011-04-01,18.0
2011-07-01,26.8
2011-10-01,41.5
2012-01-01,-3.6
2012-04-01,39.6
2012-07-01,-38.3
2012-10-01,-7.2
2013-01-01,-28.6
2013-04-01,44.7
2013-07-01,-16.1
2013-10-01,2.3
2014-01-01,-2.3
2014-04-01,21.4
2014-07-01,-14.3
2014-10-01,-12.0
2015-01-01,1.0
2015-04-01,0.0
2015-07-01,-33.8
2015-10-01,-23.0
2016-01-01,4.0
2016-04-01,0.0
2016-07-01,33.1
2016-10-01,1.4
2017-01-01,0.0
2017-04-01,50.8
2017-07-01,-1.1
2017-10-01,43.5
2018-01-01,13.7
2018-04-01,2.0
2018-07-01,-11.5
2018-10-01,-29.7
2019-01-01,1.7
2019-04-01,-13.3
2019-07-01,47.1
2019-10-01,71.6
2020-01-01,50.2
2020-04-01,62.1
2020-07-01,67.0
2020-10-01,0.9
2021-01-01,26.5
2021-04-01,21.0
2021-07-01,20.4
2021-10-01,54.0
2022-01-01,50.4
2022-04-01,58.4
2022-07-01,53.5
2022-10-01,19.0
2023-01-01,33.6
2023-04-01,20.6
2023-07-01,6.9
2023-10-01,1.5
2024-01-01,30.6
2024-04-01,-23.8
2024-07-01,-24.3
2024-10-01,21.2
2025-01-01,16.5
2025-04-01,5.2
2025-07-01,-5.9
