Tarih,TP_BKEA_S014
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,10.6
2006-01-01,9.2
2006-04-01,-63.8
2006-07-01,-9.5
2006-10-01,-30.5
2007-01-01,-28.4
2007-04-01,-12.8
2007-07-01,-12.5
2007-10-01,-25.1
2008-01-01,-37.3
2008-04-01,-44.8
2008-07-01,-44.3
2008-10-01,-66.9
2009-01-01,-79.5
2009-04-01,-20.3
2009-07-01,-37.1
2009-10-01,-31.9
2010-01-01,14.8
2010-04-01,18.7
2010-07-01,-13.3
2010-10-01,-9.5
2011-01-01,-12.9
2011-04-01,-12.4
2011-07-01,-22.9
2011-10-01,-41.5
2012-01-01,-3.4
2012-04-01,-35.4
2012-07-01,-37.0
2012-10-01,-27.1
2013-01-01,-1.8
2013-04-01,2.3
2013-07-01,-36.2
2013-10-01,-19.8
2014-01-01,-38.6
2014-04-01,21.0
2014-07-01,-5.4
2014-10-01,-21.0
2015-01-01,-34.2
2015-04-01,-21.8
2015-07-01,-75.0
2015-10-01,-53.0
2016-01-01,-58.7
2016-04-01,-32.4
2016-07-01,-54.2
2016-10-01,-79.3
2017-01-01,-26.6
2017-04-01,19.8
2017-07-01,-13.3
2017-10-01,0.0
2018-01-01,5.4
2018-04-01,-25.0
2018-07-01,-61.1
2018-10-01,-55.5
2019-01-01,1.8
2019-04-01,-1.8
2019-07-01,35.3
2019-10-01,57.1
2020-01-01,52.4
2020-04-01,35.9
2020-07-01,7.1
2020-10-01,-19.4
2021-01-01,15.3
2021-04-01,-22.6
2021-07-01,20.4
2021-10-01,-33.7
2022-01-01,-16.0
2022-04-01,-36.6
2022-07-01,-33.6
2022-10-01,-33.3
2023-01-01,-17.3
2023-04-01,-50.0
2023-07-01,-44.7
2023-10-01,-0.6
2024-01-01,-10.3
2024-04-01,-14.9
2024-07-01,-15.6
2024-10-01,0.0
2025-01-01,-1.8
2025-04-01,7.5
2025-07-01,0.9
