Tarih,TP_MB_DVDY23
2000-01-01,23172.0
2000-02-01,9579.0
2000-03-01,14687.0
2000-04-01,22702.0
2000-05-01,25190.0
2000-06-01,34682.0
2000-07-01,21705.0
2000-08-01,34233.0
2000-09-01,9875.0
2000-10-01,13588.0
2000-11-01,6133.0
2000-12-01,30314.0
2001-01-01,24767.0
2001-02-01,17182.0
2001-03-01,5778.0
2001-04-01,5652.0
2001-05-01,12998.0
2001-06-01,7072.0
2001-07-01,8550.0
2001-08-01,11476.0
2001-09-01,15181.0
2001-10-01,13853.0
2001-11-01,17707.0
2001-12-01,14867.0
2002-01-01,12054.0
2002-02-01,6128.0
2002-03-01,6763.0
2002-04-01,31288.0
2002-05-01,9652.0
2002-06-01,6068.0
2002-07-01,29801.0
2002-08-01,24630.0
2002-09-01,32204.0
2002-10-01,21590.0
2002-11-01,22884.0
2002-12-01,136226.0
2003-01-01,54864.0
2003-02-01,95036.0
2003-03-01,75701.0
2003-04-01,82308.0
2003-05-01,114104.0
2003-06-01,116194.0
2003-07-01,44679.0
2003-08-01,38125.0
2003-09-01,23202.0
2003-10-01,70539.0
2003-11-01,80391.0
2003-12-01,40630.0
2004-01-01,51224.0
2004-02-01,31801.0
2004-03-01,21118.0
2004-04-01,43402.0
2004-05-01,16665.0
2004-06-01,33239.0
2004-07-01,29983.0
2004-08-01,24119.0
2004-09-01,25740.0
2004-10-01,25574.0
2004-11-01,21022.0
2004-12-01,20157.0
2005-01-01,13193.0
2005-02-01,23040.0
2005-03-01,9999.0
2005-04-01,4350.0
2005-05-01,4177.0
2005-06-01,13053.0
2005-07-01,15987.0
2005-08-01,14744.0
2005-09-01,32461.0
2005-10-01,37209.0
2005-11-01,80976.0
2005-12-01,50362.0
2006-01-01,31053.0
2006-02-01,25102.0
2006-03-01,39216.0
2006-04-01,36638.0
2006-05-01,42066.0
2006-06-01,57243.0
2006-07-01,50166.0
2006-08-01,37085.0
2006-09-01,56368.0
2006-10-01,45980.0
2006-11-01,37415.0
2006-12-01,78314.0
2007-01-01,65500.0
2007-02-01,215034.0
2007-03-01,53056.0
2007-04-01,38111.0
2007-05-01,33680.0
2007-06-01,57110.0
2007-07-01,46122.0
2007-08-01,26881.0
2007-09-01,46155.0
2007-10-01,44297.0
2007-11-01,28034.0
2007-12-01,45637.0
2008-01-01,34476.0
2008-02-01,30072.0
2008-03-01,60616.0
2008-04-01,59272.0
2008-05-01,51737.0
2008-06-01,45953.0
2008-07-01,42465.0
2008-08-01,52251.0
2008-09-01,71561.0
2008-10-01,68683.0
2008-11-01,60074.0
2008-12-01,115964.0
2009-01-01,56764.0
2009-02-01,75330.0
2009-03-01,52330.0
2009-04-01,57378.0
2009-05-01,53620.0
2009-06-01,49893.0
2009-07-01,54937.0
2009-08-01,34247.0
2009-09-01,58368.0
2009-10-01,45290.0
2009-11-01,52500.0
2009-12-01,61952.0
2010-01-01,41945.0
2010-02-01,42340.0
2010-03-01,180665.0
2010-04-01,179534.0
2010-05-01,38067.0
2010-06-01,44333.0
2010-07-01,47208.0
2010-08-01,25085.0
2010-09-01,34072.0
2010-10-01,29104.0
2010-11-01,34643.0
2010-12-01,45543.0
2011-01-01,32390.0
2011-02-01,26904.0
2011-03-01,32862.0
2011-04-01,53016.0
2011-05-01,44606.0
2011-06-01,82863.0
2011-07-01,90578.0
2011-08-01,76097.0
2011-09-01,80575.0
2011-10-01,65497.0
2011-11-01,64156.0
2011-12-01,89512.0
2012-01-01,47751.0
2012-02-01,50274.0
2012-03-01,77962.0
2012-04-01,50414.0
2012-05-01,77396.0
2012-06-01,74674.0
2012-07-01,71982.0
2012-08-01,90786.0
2012-09-01,44203.0
2012-10-01,56759.0
2012-11-01,56980.0
2012-12-01,82565.0
2013-01-01,63056.0
2013-02-01,69491.0
2013-03-01,61725.0
2013-04-01,73249.0
2013-05-01,84400.0
2013-06-01,140438.0
2013-07-01,128770.0
2013-08-01,154607.0
2013-09-01,89839.0
2013-10-01,152732.0
2013-11-01,151201.0
2013-12-01,155894.0
2014-01-01,106970.0
2014-02-01,100198.0
2014-03-01,93229.0
2014-04-01,102308.0
2014-05-01,165396.0
2014-06-01,178968.0
2014-07-01,186804.0
2014-08-01,286087.0
2014-09-01,238402.0
2014-10-01,180994.0
2014-11-01,205633.0
2014-12-01,170658.0
2015-01-01,375501.0
2015-02-01,323322.0
2015-03-01,255299.0
2015-04-01,160833.0
2015-05-01,256227.0
2015-06-01,151140.0
2015-07-01,288584.0
2015-08-01,294864.0
2015-09-01,298562.0
2015-10-01,232043.0
2015-11-01,172097.0
2015-12-01,499203.0
2016-01-01,177575.0
2016-02-01,203566.0
2016-03-01,179840.0
2016-04-01,217358.0
2016-05-01,261895.0
2016-06-01,160909.0
2016-07-01,259302.0
2016-08-01,158654.0
2016-09-01,252017.0
2016-10-01,244557.0
2016-11-01,225814.0
2016-12-01,494697.0
2017-01-01,227361.0
2017-02-01,290595.0
2017-03-01,89932.0
2017-04-01,242992.0
2017-05-01,369350.0
2017-06-01,87129.0
2017-07-01,173141.0
2017-08-01,142440.0
2017-09-01,117983.0
2017-10-01,89962.0
2017-11-01,294871.0
2017-12-01,1505252.0
2018-01-01,95221.0
2018-02-01,185144.0
2018-03-01,179058.0
2018-04-01,98037.0
2018-05-01,108007.0
2018-06-01,112602.0
2018-07-01,131337.0
2018-08-01,143717.0
2018-09-01,609085.0
2018-10-01,118970.0
2018-11-01,247505.0
2018-12-01,2037051.0
2019-01-01,424866.0
2019-02-01,188080.0
2019-03-01,201572.0
2019-04-01,191044.0
2019-05-01,378473.0
2019-06-01,159415.0
2019-07-01,431967.0
2019-08-01,323606.0
2019-09-01,118497.0
2019-10-01,277011.0
2019-11-01,122729.0
2019-12-01,130088.0
2020-01-01,199319.0
2020-02-01,310999.0
2020-03-01,127681.0
2020-04-01,160458.0
2020-05-01,175319.0
2020-06-01,200677.0
2020-07-01,191988.0
2020-08-01,310010.0
2020-09-01,178239.0
2020-10-01,234563.0
2020-11-01,204089.0
2020-12-01,908834.0
2021-01-01,311933.0
2021-02-01,642175.0
2021-03-01,971869.0
2021-04-01,5636738.0
2021-05-01,254817.0
2021-06-01,868333.0
2021-07-01,936893.0
2021-08-01,297455.0
2021-09-01,1159577.0
2021-10-01,272519.0
2021-11-01,252257.0
2021-12-01,457733.0
2022-01-01,1335074.0
2022-02-01,294041.0
2022-03-01,1388470.0
2022-04-01,369562.0
2022-05-01,1647370.0
2022-06-01,411767.0
2022-07-01,587018.0
2022-08-01,612389.0
2022-09-01,600501.0
2022-10-01,4625606.0
2022-11-01,386559.0
2022-12-01,213965.0
2023-01-01,185911.0
2023-02-01,200053.0
2023-03-01,165653.0
2023-04-01,339936.0
2023-05-01,237979.0
2023-06-01,294938.0
2023-07-01,481934.0
2023-08-01,285360.0
2023-09-01,392482.0
2023-10-01,332363.0
2023-11-01,197245.0
2023-12-01,373707.0
2024-01-01,186759.0
2024-02-01,289248.0
2024-03-01,447874.0
2024-04-01,981405.0
2024-05-01,235586.0
2024-06-01,536631.0
2024-07-01,815928.0
2024-08-01,854895.0
2024-09-01,901451.0
2024-10-01,6101795.0
2024-11-01,4525485.0
2024-12-01,1756878.0
2025-01-01,860024.0
2025-02-01,682495.0
2025-03-01,4763489.0
2025-04-01,1016561.0
2025-05-01,1802092.0
2025-06-01,1238937.0
2025-07-01,1613938.0
2025-08-01,1454471.0
