Tarih,TP_MB_DVDY43
2000-01-01,3481.0
2000-02-01,6552.0
2000-03-01,6239.0
2000-04-01,4472.0
2000-05-01,6520.0
2000-06-01,3263.0
2000-07-01,3590.0
2000-08-01,15209.0
2000-09-01,4995.0
2000-10-01,5387.0
2000-11-01,12197.0
2000-12-01,4613.0
2001-01-01,5688.0
2001-02-01,11938.0
2001-03-01,14554.0
2001-04-01,29486.0
2001-05-01,28604.0
2001-06-01,23564.0
2001-07-01,17402.0
2001-08-01,14866.0
2001-09-01,21384.0
2001-10-01,22179.0
2001-11-01,30221.0
2001-12-01,13654.0
2002-01-01,21996.0
2002-02-01,15460.0
2002-03-01,20741.0
2002-04-01,15823.0
2002-05-01,29064.0
2002-06-01,33742.0
2002-07-01,60577.0
2002-08-01,55301.0
2002-09-01,55411.0
2002-10-01,60633.0
2002-11-01,45762.0
2002-12-01,42715.0
2003-01-01,54349.0
2003-02-01,39707.0
2003-03-01,57307.0
2003-04-01,50511.0
2003-05-01,37996.0
2003-06-01,42190.0
2003-07-01,24269.0
2003-08-01,31356.0
2003-09-01,47312.0
2003-10-01,37187.0
2003-11-01,13321.0
2003-12-01,28219.0
2004-01-01,48313.0
2004-02-01,32314.0
2004-03-01,24286.0
2004-04-01,40033.0
2004-05-01,17659.0
2004-06-01,38084.0
2004-07-01,11937.0
2004-08-01,14893.0
2004-09-01,12662.0
2004-10-01,15555.0
2004-11-01,14470.0
2004-12-01,8471.0
2005-01-01,24145.0
2005-02-01,12749.0
2005-03-01,12128.0
2005-04-01,9251.0
2005-05-01,18759.0
2005-06-01,23007.0
2005-07-01,25581.0
2005-08-01,32323.0
2005-09-01,21013.0
2005-10-01,16359.0
2005-11-01,22872.0
2005-12-01,12095.0
2006-01-01,15857.0
2006-02-01,15582.0
2006-03-01,15772.0
2006-04-01,2534.0
2006-05-01,3866.0
2006-06-01,4181.0
2006-07-01,2622.0
2006-08-01,2371.0
2006-09-01,2756.0
2006-10-01,36122.0
2006-11-01,36192.0
2006-12-01,2756.0
2007-01-01,375253.0
2007-02-01,71008.0
2007-03-01,76364.0
2007-04-01,201178.0
2007-05-01,77986.0
2007-06-01,78474.0
2007-07-01,255747.0
2007-08-01,166431.0
2007-09-01,91451.0
2007-10-01,90518.0
2007-11-01,391068.0
2007-12-01,89535.0
2008-01-01,148769.0
2008-02-01,154365.0
2008-03-01,123038.0
2008-04-01,326030.0
2008-05-01,124145.0
2008-06-01,124794.0
2008-07-01,119416.0
2008-08-01,114739.0
2008-09-01,119431.0
2008-10-01,132495.0
2008-11-01,144047.0
2008-12-01,158632.0
2009-01-01,164943.0
2009-02-01,173770.0
2009-03-01,176758.0
2009-04-01,230591.0
2009-05-01,167661.0
2009-06-01,151569.0
2009-07-01,135340.0
2009-08-01,128543.0
2009-09-01,138770.0
2009-10-01,150527.0
2009-11-01,755942.0
2009-12-01,169664.0
2010-01-01,163887.0
2010-02-01,160625.0
2010-03-01,211847.0
2010-04-01,236173.0
2010-05-01,260372.0
2010-06-01,291791.0
2010-07-01,333742.0
2010-08-01,397144.0
2010-09-01,538483.0
2010-10-01,832039.0
2010-11-01,1072785.0
2010-12-01,1214503.0
2011-01-01,1585239.0
2011-02-01,1864326.0
2011-03-01,2038781.0
2011-04-01,2307266.0
2011-05-01,10999.0
2011-06-01,44822.0
2011-07-01,42039.0
2011-08-01,50442.0
2011-09-01,50746.0
2011-10-01,52811.0
2011-11-01,48381.0
2011-12-01,49520.0
2012-01-01,44045.0
2012-02-01,70274.0
2012-03-01,54509.0
2012-04-01,48086.0
2012-05-01,67042.0
2012-06-01,45661.0
2012-07-01,19195.0
2012-08-01,9622.0
2012-09-01,9830.0
2012-10-01,10090.0
2012-11-01,9493.0
2012-12-01,9280.0
2013-01-01,9315.0
2013-02-01,9035.0
2013-03-01,90370.0
2013-04-01,8141.0
2013-05-01,5117.0
2013-06-01,7089.0
2013-07-01,4048.0
2013-08-01,5661.0
2013-09-01,4947.0
2013-10-01,3278.0
2013-11-01,5001.0
2013-12-01,27053.0
2014-01-01,31955.0
2014-02-01,165401.0
2014-03-01,331457.0
2014-04-01,218066.0
2014-05-01,225076.0
2014-06-01,170592.0
2014-07-01,215243.0
2014-08-01,190439.0
2014-09-01,225265.0
2014-10-01,66338.0
2014-11-01,38948.0
2014-12-01,226528.0
2015-01-01,112198.0
2015-02-01,344443.0
2015-03-01,439179.0
2015-04-01,522078.0
2015-05-01,326932.0
2015-06-01,444902.0
2015-07-01,802018.0
2015-08-01,749376.0
2015-09-01,569234.0
2015-10-01,460529.0
2015-11-01,616417.0
2015-12-01,761172.0
2016-01-01,469067.0
2016-02-01,497065.0
2016-03-01,597370.0
2016-04-01,391295.0
2016-05-01,496901.0
2016-06-01,377654.0
2016-07-01,1032825.0
2016-08-01,1517244.0
2016-09-01,1132628.0
2016-10-01,1126255.0
2016-11-01,1970125.0
2016-12-01,2003602.0
2017-01-01,2465484.0
2017-02-01,2438929.0
2017-03-01,2863550.0
2017-04-01,3151476.0
2017-05-01,3102618.0
2017-06-01,2679595.0
2017-07-01,2520899.0
2017-08-01,2113527.0
2017-09-01,2569784.0
2017-10-01,2668533.0
2017-11-01,3200344.0
2017-12-01,2590028.0
2018-01-01,2606938.0
2018-02-01,2362122.0
2018-03-01,3032420.0
2018-04-01,2492920.0
2018-05-01,3231013.0
2018-06-01,3157642.0
2018-07-01,4249439.0
2018-08-01,10161709.0
2018-09-01,6296928.0
2018-10-01,4241414.0
2018-11-01,3486276.0
2018-12-01,3973660.0
2019-01-01,3859990.0
2019-02-01,3921296.0
2019-03-01,5298946.0
2019-04-01,6223234.0
2019-05-01,4172898.0
2019-06-01,4341666.0
2019-07-01,3348439.0
2019-08-01,3130590.0
2019-09-01,3974231.0
2019-10-01,4330844.0
2019-11-01,3884889.0
2019-12-01,4795896.0
2020-01-01,5035474.0
2020-02-01,3745323.0
2020-03-01,2902319.0
2020-04-01,3646747.0
2020-05-01,3732609.0
2020-06-01,3559014.0
2020-07-01,4966119.0
2020-08-01,4034136.0
2020-09-01,3468928.0
2020-10-01,4676329.0
2020-11-01,6202202.0
2020-12-01,6081478.0
2021-01-01,2702915.0
2021-02-01,5167613.0
2021-03-01,7627225.0
2021-04-01,5740353.0
2021-05-01,5870970.0
2021-06-01,5512442.0
2021-07-01,5300979.0
