Tarih,TP_MB_DVDY45
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,266790.0
2006-01-01,274627.0
2006-02-01,299048.0
2006-03-01,260694.0
2006-04-01,237629.0
2006-05-01,331763.0
2006-06-01,353371.0
2006-07-01,278776.0
2006-08-01,287525.0
2006-09-01,345669.0
2006-10-01,384594.0
2006-11-01,345706.0
2006-12-01,381768.0
2007-01-01,392472.0
2007-02-01,407247.0
2007-03-01,370608.0
2007-04-01,370130.0
2007-05-01,330250.0
2007-06-01,322310.0
2007-07-01,356880.0
2007-08-01,320072.0
2007-09-01,332608.0
2007-10-01,434703.0
2007-11-01,381483.0
2007-12-01,336477.0
2008-01-01,393546.0
2008-02-01,443377.0
2008-03-01,443551.0
2008-04-01,481276.0
2008-05-01,447335.0
2008-06-01,383265.0
2008-07-01,355329.0
2008-08-01,368930.0
2008-09-01,324687.0
2008-10-01,477017.0
2008-11-01,450109.0
2008-12-01,469871.0
2009-01-01,530943.0
2009-02-01,499179.0
2009-03-01,497660.0
2009-04-01,489826.0
2009-05-01,420869.0
2009-06-01,475539.0
2009-07-01,439416.0
2009-08-01,434810.0
2009-09-01,393610.0
2009-10-01,366939.0
2009-11-01,360923.0
2009-12-01,326866.0
2010-01-01,447709.0
2010-02-01,473052.0
2010-03-01,453085.0
2010-04-01,446183.0
2010-05-01,610084.0
2010-06-01,394871.0
2010-07-01,389061.0
2010-08-01,421573.0
2010-09-01,432170.0
2010-10-01,429717.0
2010-11-01,576005.0
2010-12-01,772643.0
2011-01-01,1033742.0
2011-02-01,1036067.0
2011-03-01,900034.0
2011-04-01,768362.0
2011-05-01,806711.0
2011-06-01,743285.0
2011-07-01,932147.0
2011-08-01,777185.0
2011-09-01,895531.0
2011-10-01,809106.0
2011-11-01,867042.0
2011-12-01,875069.0
2012-01-01,918654.0
2012-02-01,821790.0
2012-03-01,783807.0
2012-04-01,819084.0
2012-05-01,742916.0
2012-06-01,734939.0
2012-07-01,686280.0
2012-08-01,700412.0
2012-09-01,768886.0
2012-10-01,834374.0
2012-11-01,695642.0
2012-12-01,636726.0
2013-01-01,804363.0
2013-02-01,706313.0
2013-03-01,992154.0
2013-04-01,790972.0
2013-05-01,747507.0
2013-06-01,742465.0
2013-07-01,864594.0
2013-08-01,853201.0
2013-09-01,1280852.0
2013-10-01,1088294.0
2013-11-01,914262.0
2013-12-01,958121.0
2014-01-01,861863.0
2014-02-01,890237.0
2014-03-01,880912.0
2014-04-01,762685.0
