Tarih,TP_MB_DVDY36
2000-01-01,2604.0
2000-02-01,1751.0
2000-03-01,3617.0
2000-04-01,3791.0
2000-05-01,3305.0
2000-06-01,3047.0
2000-07-01,2901.0
2000-08-01,3926.0
2000-09-01,3739.0
2000-10-01,3155.0
2000-11-01,3550.0
2000-12-01,4265.0
2001-01-01,4996.0
2001-02-01,5603.0
2001-03-01,5015.0
2001-04-01,5349.0
2001-05-01,4163.0
2001-06-01,4333.0
2001-07-01,5105.0
2001-08-01,5924.0
2001-09-01,5077.0
2001-10-01,5852.0
2001-11-01,4715.0
2001-12-01,5790.0
2002-01-01,5256.0
2002-02-01,11796.0
2002-03-01,7917.0
2002-04-01,5981.0
2002-05-01,4431.0
2002-06-01,5462.0
2002-07-01,6976.0
2002-08-01,8088.0
2002-09-01,6693.0
2002-10-01,7621.0
2002-11-01,6866.0
2002-12-01,7167.0
2003-01-01,6671.0
2003-02-01,5666.0
2003-03-01,7420.0
2003-04-01,3649.0
2003-05-01,3962.0
2003-06-01,5841.0
2003-07-01,4981.0
2003-08-01,4861.0
2003-09-01,6048.0
2003-10-01,9642.0
2003-11-01,7301.0
2003-12-01,5627.0
2004-01-01,5053.0
2004-02-01,4940.0
2004-03-01,6248.0
2004-04-01,7209.0
2004-05-01,6749.0
2004-06-01,7757.0
2004-07-01,7214.0
2004-08-01,10166.0
2004-09-01,12325.0
2004-10-01,9281.0
2004-11-01,9492.0
2004-12-01,8033.0
2005-01-01,17267.0
2005-02-01,17946.0
2005-03-01,18647.0
2005-04-01,17379.0
2005-05-01,20187.0
2005-06-01,19007.0
2005-07-01,18073.0
2005-08-01,23293.0
2005-09-01,22770.0
2005-10-01,24904.0
2005-11-01,24076.0
2005-12-01,22798.0
2006-01-01,21780.0
2006-02-01,24949.0
2006-03-01,22606.0
2006-04-01,20089.0
2006-05-01,24883.0
2006-06-01,31528.0
2006-07-01,19335.0
2006-08-01,17192.0
2006-09-01,16849.0
2006-10-01,19111.0
2006-11-01,21359.0
2006-12-01,17335.0
2007-01-01,18781.0
2007-02-01,19536.0
2007-03-01,20970.0
2007-04-01,20339.0
2007-05-01,24735.0
2007-06-01,26773.0
2007-07-01,25149.0
2007-08-01,27550.0
2007-09-01,28779.0
2007-10-01,28445.0
2007-11-01,22995.0
2007-12-01,20290.0
2008-01-01,23361.0
2008-02-01,24037.0
2008-03-01,23352.0
2008-04-01,30668.0
2008-05-01,26688.0
2008-06-01,31520.0
2008-07-01,28892.0
2008-08-01,26888.0
2008-09-01,61679.0
2008-10-01,64290.0
2008-11-01,61376.0
2008-12-01,58156.0
2009-01-01,35194.0
2009-02-01,34379.0
2009-03-01,37105.0
2009-04-01,28391.0
2009-05-01,42533.0
2009-06-01,44989.0
2009-07-01,42825.0
2009-08-01,43114.0
2009-09-01,44833.0
2009-10-01,45872.0
2009-11-01,43070.0
2009-12-01,41609.0
2010-01-01,35546.0
2010-02-01,37909.0
2010-03-01,120621.0
2010-04-01,51865.0
2010-05-01,44509.0
2010-06-01,21495.0
2010-07-01,18733.0
2010-08-01,21200.0
2010-09-01,23541.0
2010-10-01,20076.0
2010-11-01,21144.0
2010-12-01,20291.0
2011-01-01,20232.0
2011-02-01,19403.0
2011-03-01,21825.0
2011-04-01,22026.0
2011-05-01,21595.0
2011-06-01,21147.0
2011-07-01,28044.0
2011-08-01,28101.0
2011-09-01,24442.0
2011-10-01,25506.0
2011-11-01,25413.0
2011-12-01,23419.0
2012-01-01,24147.0
2012-02-01,22993.0
2012-03-01,27743.0
2012-04-01,25561.0
2012-05-01,25792.0
2012-06-01,25165.0
2012-07-01,27316.0
2012-08-01,29699.0
2012-09-01,32338.0
2012-10-01,30720.0
2012-11-01,103035.0
2012-12-01,35118.0
2013-01-01,30099.0
2013-02-01,27869.0
2013-03-01,30042.0
2013-04-01,34019.0
2013-05-01,37075.0
2013-06-01,46521.0
2013-07-01,48266.0
2013-08-01,53978.0
2013-09-01,67354.0
2013-10-01,57996.0
2013-11-01,50292.0
2013-12-01,44039.0
2014-01-01,67228.0
2014-02-01,63446.0
2014-03-01,80300.0
2014-04-01,72835.0
2014-05-01,81963.0
2014-06-01,84118.0
2014-07-01,84489.0
2014-08-01,135697.0
2014-09-01,112584.0
2014-10-01,106325.0
2014-11-01,84714.0
2014-12-01,90292.0
2015-01-01,69428.0
2015-02-01,70807.0
2015-03-01,68928.0
2015-04-01,74622.0
2015-05-01,73491.0
2015-06-01,60812.0
2015-07-01,127778.0
2015-08-01,92770.0
2015-09-01,77827.0
2015-10-01,86197.0
2015-11-01,96792.0
2015-12-01,95391.0
2016-01-01,136607.0
2016-02-01,103084.0
2016-03-01,88941.0
2016-04-01,92131.0
2016-05-01,93509.0
2016-06-01,94478.0
2016-07-01,80948.0
2016-08-01,104443.0
2016-09-01,100980.0
2016-10-01,107118.0
2016-11-01,105538.0
2016-12-01,79432.0
2017-01-01,106345.0
2017-02-01,104634.0
2017-03-01,91711.0
2017-04-01,94098.0
2017-05-01,99613.0
2017-06-01,104232.0
2017-07-01,116066.0
2017-08-01,115788.0
2017-09-01,111642.0
2017-10-01,95062.0
2017-11-01,100596.0
2017-12-01,72935.0
2018-01-01,78187.0
2018-02-01,78544.0
2018-03-01,90357.0
2018-04-01,98375.0
2018-05-01,116291.0
2018-06-01,80953.0
2018-07-01,100674.0
2018-08-01,97073.0
2018-09-01,94802.0
2018-10-01,95323.0
2018-11-01,126642.0
2018-12-01,81894.0
2019-01-01,135600.0
2019-02-01,123317.0
2019-03-01,145646.0
2019-04-01,121611.0
2019-05-01,143333.0
2019-06-01,133433.0
2019-07-01,165256.0
2019-08-01,122599.0
2019-09-01,97289.0
2019-10-01,99737.0
2019-11-01,92237.0
2019-12-01,104236.0
2020-01-01,108763.0
2020-02-01,116698.0
2020-03-01,142255.0
2020-04-01,124221.0
2020-05-01,134066.0
2020-06-01,123504.0
2020-07-01,115515.0
2020-08-01,148111.0
2020-09-01,132019.0
2020-10-01,124533.0
2020-11-01,157492.0
2020-12-01,91416.0
2021-01-01,87624.0
2021-02-01,108504.0
2021-03-01,135303.0
2021-04-01,182695.0
2021-05-01,162447.0
2021-06-01,156008.0
2021-07-01,150184.0
2021-08-01,178796.0
2021-09-01,272972.0
2021-10-01,257869.0
2021-11-01,215286.0
2021-12-01,163957.0
2022-01-01,188272.0
2022-02-01,216796.0
2022-03-01,207166.0
2022-04-01,203334.0
2022-05-01,235447.0
2022-06-01,233820.0
2022-07-01,246032.0
2022-08-01,242434.0
2022-09-01,229850.0
2022-10-01,237200.0
2022-11-01,244557.0
2022-12-01,252268.0
2023-01-01,270406.0
2023-02-01,409901.0
2023-03-01,460244.0
2023-04-01,444376.0
2023-05-01,349183.0
2023-06-01,374042.0
2023-07-01,402139.0
2023-08-01,466271.0
2023-09-01,447315.0
2023-10-01,481017.0
2023-11-01,552045.0
2023-12-01,610839.0
2024-01-01,600136.0
2024-02-01,668778.0
2024-03-01,547028.0
2024-04-01,702673.0
2024-05-01,742434.0
2024-06-01,694761.0
2024-07-01,669031.0
2024-08-01,781719.0
2024-09-01,905134.0
2024-10-01,853308.0
2024-11-01,1416336.0
2024-12-01,1367378.0
2025-01-01,733762.0
2025-02-01,827253.0
2025-03-01,711942.0
2025-04-01,673951.0
2025-05-01,686971.0
2025-06-01,710312.0
2025-07-01,725757.0
2025-08-01,699106.0
