Tarih,TP_MB_DVDY32
2000-01-01,1558213.0
2000-02-01,1605806.0
2000-03-01,1625551.0
2000-04-01,1739554.0
2000-05-01,1858938.0
2000-06-01,1759088.0
2000-07-01,1875766.0
2000-08-01,1923217.0
2000-09-01,1873841.0
2000-10-01,1842318.0
2000-11-01,1875861.0
2000-12-01,1895009.0
2001-01-01,1829869.0
2001-02-01,2207875.0
2001-03-01,2448924.0
2001-04-01,2635916.0
2001-05-01,2587988.0
2001-06-01,3279716.0
2001-07-01,3343950.0
2001-08-01,3404886.0
2001-09-01,3873058.0
2001-10-01,4019160.0
2001-11-01,3700116.0
2001-12-01,3356075.0
2002-01-01,3284610.0
2002-02-01,3681719.0
2002-03-01,3569910.0
2002-04-01,3335087.0
2002-05-01,3790676.0
2002-06-01,4209177.0
2002-07-01,4557287.0
2002-08-01,4049878.0
2002-09-01,4390720.0
2002-10-01,4538256.0
2002-11-01,4204958.0
2002-12-01,4619780.0
2003-01-01,4368291.0
2003-02-01,4457039.0
2003-03-01,4543498.0
2003-04-01,4396087.0
2003-05-01,3934489.0
2003-06-01,3958382.0
2003-07-01,3957662.0
2003-08-01,3497169.0
2003-09-01,3676906.0
2003-10-01,4116036.0
2003-11-01,4115565.0
2003-12-01,4264764.0
2004-01-01,4030187.0
2004-02-01,4057655.0
2004-03-01,4257965.0
2004-04-01,4505867.0
2004-05-01,4730185.0
2004-06-01,5044144.0
2004-07-01,4340579.0
2004-08-01,5484982.0
2004-09-01,5399845.0
2004-10-01,5387979.0
2004-11-01,6215450.0
2004-12-01,5479140.0
2005-01-01,5332604.0
2005-02-01,5102848.0
2005-03-01,4790738.0
2005-04-01,4950151.0
2005-05-01,5873865.0
2005-06-01,7025601.0
2005-07-01,7129618.0
2005-08-01,7813291.0
2005-09-01,7876408.0
2005-10-01,8353544.0
2005-11-01,8190582.0
2005-12-01,9359454.0
2006-01-01,8746918.0
2006-02-01,8778852.0
2006-03-01,8776775.0
2006-04-01,8885269.0
2006-05-01,10418288.0
2006-06-01,12078621.0
2006-07-01,11312283.0
2006-08-01,10631145.0
2006-09-01,12370920.0
2006-10-01,12924175.0
2006-11-01,13317999.0
2006-12-01,13605126.0
2007-01-01,14218883.0
2007-02-01,14996060.0
2007-03-01,15340001.0
2007-04-01,15711294.0
2007-05-01,15169976.0
2007-06-01,14644248.0
2007-07-01,14656012.0
2007-08-01,15013835.0
2007-09-01,13302516.0
2007-10-01,13232402.0
2007-11-01,13693431.0
2007-12-01,12923911.0
2008-01-01,13266334.0
2008-02-01,14382753.0
2008-03-01,15890209.0
2008-04-01,16031315.0
2008-05-01,15299698.0
2008-06-01,15452565.0
2008-07-01,15200047.0
2008-08-01,14936947.0
2008-09-01,15184031.0
2008-10-01,17496415.0
2008-11-01,17865756.0
2008-12-01,18937295.0
2009-01-01,19519248.0
2009-02-01,19504798.0
2009-03-01,20162415.0
2009-04-01,19301252.0
2009-05-01,17756777.0
2009-06-01,18076295.0
2009-07-01,17738598.0
2009-08-01,17723983.0
2009-09-01,18120682.0
2009-10-01,18477187.0
2009-11-01,19032266.0
2009-12-01,18446797.0
2010-01-01,21111022.0
2010-02-01,22477531.0
2010-03-01,22670192.0
2010-04-01,22603379.0
2010-05-01,22644170.0
2010-06-01,22197599.0
2010-07-01,27269366.0
2010-08-01,27151517.0
2010-09-01,24670002.0
2010-10-01,22617458.0
2010-11-01,22706855.0
2010-12-01,21332939.0
2011-01-01,23247946.0
2011-02-01,23410180.0
2011-03-01,23530441.0
2011-04-01,24074911.0
2011-05-01,21866175.0
2011-06-01,22612600.0
2011-07-01,24208624.0
2011-08-01,26362002.0
2011-09-01,29889994.0
2011-10-01,27051638.0
2011-11-01,27573932.0
2011-12-01,28696807.0
2012-01-01,28513666.0
2012-02-01,29503654.0
2012-03-01,29264196.0
2012-04-01,30237893.0
2012-05-01,31681422.0
2012-06-01,33502757.0
2012-07-01,29135610.0
2012-08-01,30687446.0
2012-09-01,31765379.0
2012-10-01,31202487.0
2012-11-01,31524235.0
2012-12-01,32029843.0
2013-01-01,33115577.0
2013-02-01,32538431.0
2013-03-01,34094407.0
2013-04-01,33685812.0
2013-05-01,34554705.0
2013-06-01,36787103.0
2013-07-01,37099710.0
2013-08-01,42169060.0
2013-09-01,42224027.0
2013-10-01,40244976.0
2013-11-01,41186015.0
2013-12-01,51420572.0
2014-01-01,55710870.0
2014-02-01,53707122.0
2014-03-01,53071958.0
2014-04-01,53662450.0
2014-05-01,52743021.0
2014-06-01,53237613.0
