Tarih,TP_METALITH_G971
2016-09-01,474007.77
2016-10-01,948855.22
2016-11-01,485855.944
2016-12-01,1569521.649
2017-01-01,468933.7
2017-02-01,849103.852
2017-03-01,1391097.592
2017-04-01,1139819.619
2017-05-01,2143028.907
2017-06-01,1990018.857
2017-07-01,2714421.929
2017-08-01,1121887.981
2017-09-01,1359285.977
2017-10-01,818696.302
2017-11-01,721097.91
2017-12-01,1859960.503
2018-01-01,2289816.596
2018-02-01,1009560.754
2018-03-01,1486299.909
2018-04-01,1360277.258
2018-05-01,1646300.212
2018-06-01,578782.433
2018-07-01,729204.783
2018-08-01,307362.474
2018-09-01,486061.67
2018-10-01,388118.141
2018-11-01,477522.293
2018-12-01,542963.393
2019-01-01,557671.69
2019-02-01,675047.164
2019-03-01,1116002.506
2019-04-01,865038.701
2019-05-01,467521.068
2019-06-01,589288.309
2019-07-01,875435.303
2019-08-01,825580.44
2019-09-01,894858.909
2019-10-01,1418495.952
2019-11-01,1541313.171
2019-12-01,1442684.557
2020-01-01,1755251.288
2020-02-01,1336796.327
2020-03-01,1730351.328
2020-04-01,657369.224
2020-05-01,1399359.481
2020-06-01,2208917.614
2020-07-01,1948181.494
2020-08-01,4081662.65
2020-09-01,3383866.94
2020-10-01,2011232.055
2020-11-01,2573077.036
2020-12-01,2098093.97
2021-01-01,1396687.191
2021-02-01,1023011.684
2021-03-01,705120.629
2021-04-01,300211.159
2021-05-01,191247.743
2021-06-01,332492.841
2021-07-01,168522.846
2021-08-01,407829.832
2021-09-01,304819.587
2021-10-01,269752.798
2021-11-01,99225.025
2021-12-01,300343.789
2022-01-01,611518.449
2022-02-01,431935.962
2022-03-01,1039583.987
2022-04-01,476521.696
2022-05-01,1383523.716
2022-06-01,1241721.831
2022-07-01,1732319.79
2022-08-01,2343981.448
2022-09-01,2753799.232
2022-10-01,3114404.81
2022-11-01,2584173.692
2022-12-01,2727171.274
2023-01-01,4921356.168
2023-02-01,3989142.305
2023-03-01,1630232.316
2023-04-01,1246339.738
2023-05-01,2826227.22
2023-06-01,1938052.568
2023-07-01,2757606.709
2023-08-01,3324462.029
2023-09-01,1908988.561
2023-10-01,1887896.69
2023-11-01,2000286.556
2023-12-01,1586342.119
2024-01-01,1024354.209
2024-02-01,1108731.546
2024-03-01,1607919.86
2024-04-01,1550916.403
2024-05-01,1430021.001
2024-06-01,1063261.613
2024-07-01,998367.766
2024-08-01,1293471.758
2024-09-01,1205246.424
2024-10-01,1739607.035
2024-11-01,2079696.595
2024-12-01,2001442.348
2025-01-01,1471882.734
2025-02-01,2110742.628
2025-03-01,1592978.961
2025-04-01,2402593.423
2025-05-01,2113415.995
2025-06-01,1551545.228
2025-07-01,942962.595
2025-08-01,1145979.327
