Tarih,TP_ITHISICREV4_01
2016-10-01,513274.131
2016-11-01,633348.114
2016-12-01,619341.203
2017-01-01,605761.954
2017-02-01,569364.624
2017-03-01,819164.778
2017-04-01,817672.741
2017-05-01,1188063.122
2017-06-01,816334.636
2017-07-01,731898.043
2017-08-01,618194.032
2017-09-01,660764.787
2017-10-01,640420.356
2017-11-01,780340.856
2017-12-01,1027444.868
2018-01-01,986558.337
2018-02-01,844750.923
2018-03-01,929966.264
2018-04-01,1048901.051
2018-05-01,965974.726
2018-06-01,811771.698
2018-07-01,777664.785
2018-08-01,642357.993
2018-09-01,617833.765
2018-10-01,583873.772
2018-11-01,621592.334
2018-12-01,578284.774
2019-01-01,674514.279
2019-02-01,641846.333
2019-03-01,999648.642
2019-04-01,965959.959
2019-05-01,1026210.773
2019-06-01,665978.856
2019-07-01,877806.569
2019-08-01,637509.794
2019-09-01,716823.629
2019-10-01,827885.052
2019-11-01,844085.5
2019-12-01,879912.089
2020-01-01,910064.935
2020-02-01,812416.734
2020-03-01,879085.818
2020-04-01,938511.237
2020-05-01,968558.513
2020-06-01,874143.199
2020-07-01,591928.498
2020-08-01,532197.011
2020-09-01,635029.986
2020-10-01,646316.032
2020-11-01,893114.042
2020-12-01,1096717.036
2021-01-01,837558.0
2021-02-01,868873.0
2021-03-01,1158898.0
2021-04-01,916689.0
2021-05-01,902872.0
2021-06-01,897561.0
2021-07-01,708980.0
2021-08-01,1112939.0
2021-09-01,1067814.0
2021-10-01,821600.0
2021-11-01,1254832.0
2021-12-01,1454862.0
2022-01-01,1203004.0
2022-02-01,1070332.0
2022-03-01,1021376.0
2022-04-01,1356646.0
2022-05-01,1307723.0
2022-06-01,1460763.0
2022-07-01,1350975.0
2022-08-01,1342307.0
2022-09-01,1121378.0
2022-10-01,969087.0
2022-11-01,1209953.0
2022-12-01,1237365.0
2023-01-01,1167311.0
2023-02-01,1242549.0
2023-03-01,1372362.0
2023-04-01,1566925.0
2023-05-01,1800360.0
2023-06-01,1251134.0
2023-07-01,1114865.0
2023-08-01,857933.0
2023-09-01,725650.0
2023-10-01,824296.0
2023-11-01,884340.0
2023-12-01,877607.0
2024-01-01,1017252.0
2024-02-01,1013257.0
2024-03-01,1013129.0
2024-04-01,1134038.0
2024-05-01,1103066.0
2024-06-01,883519.0
2024-07-01,864841.0
2024-08-01,714808.0
2024-09-01,658915.0
2024-10-01,677005.0
2024-11-01,893142.0
2024-12-01,929382.0
2025-01-01,1299434.0
2025-02-01,1287792.0
2025-03-01,1236952.0
2025-04-01,1517488.0
2025-05-01,1367031.0
2025-06-01,1201843.0
2025-07-01,997431.0
2025-08-01,632400.0
