Tarih,TP_ITHISICREV4_25
2016-10-01,391778.03
2016-11-01,370898.968
2016-12-01,410604.694
2017-01-01,315259.6
2017-02-01,359261.849
2017-03-01,394397.763
2017-04-01,367122.921
2017-05-01,433106.345
2017-06-01,419510.464
2017-07-01,446677.091
2017-08-01,416542.93
2017-09-01,443139.428
2017-10-01,473113.857
2017-11-01,451774.717
2017-12-01,492505.982
2018-01-01,453851.205
2018-02-01,411957.308
2018-03-01,494707.877
2018-04-01,401927.062
2018-05-01,443144.356
2018-06-01,397697.63
2018-07-01,441660.704
2018-08-01,345877.94
2018-09-01,390674.455
2018-10-01,454305.999
2018-11-01,376873.506
2018-12-01,405555.408
2019-01-01,331427.315
2019-02-01,381442.825
2019-03-01,365236.711
2019-04-01,387532.036
2019-05-01,423230.852
2019-06-01,290865.732
2019-07-01,445488.647
2019-08-01,330584.476
2019-09-01,338938.763
2019-10-01,364463.464
2019-11-01,413364.574
2019-12-01,389378.112
2020-01-01,330999.98
2020-02-01,408995.176
2020-03-01,401793.763
2020-04-01,281082.356
2020-05-01,305616.506
2020-06-01,308254.303
2020-07-01,324515.745
2020-08-01,318484.067
2020-09-01,486479.951
2020-10-01,366305.009
2020-11-01,505558.323
2020-12-01,477314.094
2021-01-01,333551.0
2021-02-01,375654.0
2021-03-01,433567.0
2021-04-01,358851.0
2021-05-01,346438.0
2021-06-01,387977.0
2021-07-01,336544.0
2021-08-01,370373.0
2021-09-01,414491.0
2021-10-01,335028.0
2021-11-01,406719.0
2021-12-01,514299.0
2022-01-01,352732.0
2022-02-01,384977.0
2022-03-01,452084.0
2022-04-01,439627.0
2022-05-01,441274.0
2022-06-01,446702.0
2022-07-01,416408.0
2022-08-01,444897.0
2022-09-01,457029.0
2022-10-01,422509.0
2022-11-01,524305.0
2022-12-01,592586.0
2023-01-01,443440.0
2023-02-01,492601.0
2023-03-01,576583.0
2023-04-01,476990.0
2023-05-01,579354.0
2023-06-01,483019.0
2023-07-01,594864.0
2023-08-01,538259.0
2023-09-01,503078.0
2023-10-01,539396.0
2023-11-01,486019.0
2023-12-01,560295.0
2024-01-01,461969.0
2024-02-01,523363.0
2024-03-01,547921.0
2024-04-01,532738.0
2024-05-01,669263.0
2024-06-01,478346.0
2024-07-01,630886.0
2024-08-01,493438.0
2024-09-01,520273.0
2024-10-01,593147.0
2024-11-01,522660.0
2024-12-01,593322.0
2025-01-01,499120.0
2025-02-01,587996.0
2025-03-01,596308.0
2025-04-01,647507.0
2025-05-01,550374.0
2025-06-01,550066.0
2025-07-01,734339.0
2025-08-01,538213.0
