Tarih,TP_KFE_TR10
2016-04-01,10.42
2016-05-01,10.59
2016-06-01,10.64
2016-07-01,10.68
2016-08-01,10.94
2016-09-01,10.89
2016-10-01,10.91
2016-11-01,11.01
2016-12-01,11.09
2017-01-01,11.29
2017-02-01,11.35
2017-03-01,11.49
2017-04-01,11.6
2017-05-01,11.58
2017-06-01,11.65
2017-07-01,11.61
2017-08-01,11.42
2017-09-01,11.71
2017-10-01,11.66
2017-11-01,11.59
2017-12-01,11.66
2018-01-01,11.74
2018-02-01,11.76
2018-03-01,11.79
2018-04-01,11.79
2018-05-01,12.01
2018-06-01,12.06
2018-07-01,11.92
2018-08-01,11.87
2018-09-01,11.93
2018-10-01,12.18
2018-11-01,12.18
2018-12-01,11.85
2019-01-01,11.79
2019-02-01,11.74
2019-03-01,11.56
2019-04-01,11.7
2019-05-01,11.81
2019-06-01,11.55
2019-07-01,11.76
2019-08-01,11.79
2019-09-01,11.98
2019-10-01,12.14
2019-11-01,12.32
2019-12-01,12.43
2020-01-01,12.69
2020-02-01,12.98
2020-03-01,13.21
2020-04-01,13.23
2020-05-01,13.39
2020-06-01,14.05
2020-07-01,14.59
2020-08-01,14.89
2020-09-01,15.07
2020-10-01,15.45
2020-11-01,15.84
2020-12-01,15.89
2021-01-01,16.15
2021-02-01,16.69
2021-03-01,16.94
2021-04-01,17.27
2021-05-01,17.48
2021-06-01,17.96
2021-07-01,18.59
2021-08-01,18.97
2021-09-01,19.95
2021-10-01,21.1
2021-11-01,23.04
2021-12-01,26.74
2022-01-01,30.84
2022-02-01,33.41
2022-03-01,36.97
2022-04-01,41.71
2022-05-01,47.55
2022-06-01,53.57
2022-07-01,57.13
2022-08-01,60.25
2022-09-01,64.0
2022-10-01,66.23
2022-11-01,67.96
2022-12-01,70.87
2023-01-01,77.45
2023-02-01,81.89
2023-03-01,88.17
2023-04-01,89.9
2023-05-01,93.76
2023-06-01,95.83
2023-07-01,102.85
2023-08-01,108.24
2023-09-01,112.98
2023-10-01,116.29
2023-11-01,115.16
2023-12-01,117.48
2024-01-01,118.07
2024-02-01,122.22
2024-03-01,123.26
2024-04-01,122.87
2024-05-01,127.96
2024-06-01,130.58
2024-07-01,130.43
2024-08-01,137.79
2024-09-01,139.42
2024-10-01,141.15
2024-11-01,145.4
2024-12-01,148.57
2025-01-01,153.01
2025-02-01,157.12
2025-03-01,160.77
2025-04-01,165.17
2025-05-01,169.52
2025-06-01,173.13
2025-07-01,174.17
2025-08-01,179.45
2025-09-01,182.22
