Tarih,TP_KFE_TR41
2016-04-01,8.55
2016-05-01,8.73
2016-06-01,8.73
2016-07-01,8.9
2016-08-01,9.06
2016-09-01,9.27
2016-10-01,9.36
2016-11-01,9.41
2016-12-01,9.58
2017-01-01,9.75
2017-02-01,9.76
2017-03-01,10.1
2017-04-01,10.13
2017-05-01,10.35
2017-06-01,10.44
2017-07-01,10.52
2017-08-01,10.47
2017-09-01,10.67
2017-10-01,10.74
2017-11-01,10.72
2017-12-01,10.98
2018-01-01,11.08
2018-02-01,11.15
2018-03-01,11.41
2018-04-01,11.59
2018-05-01,11.71
2018-06-01,11.97
2018-07-01,11.61
2018-08-01,11.71
2018-09-01,11.88
2018-10-01,11.85
2018-11-01,11.44
2018-12-01,11.88
2019-01-01,11.32
2019-02-01,11.75
2019-03-01,11.9
2019-04-01,11.95
2019-05-01,11.84
2019-06-01,11.96
2019-07-01,11.92
2019-08-01,12.41
2019-09-01,12.42
2019-10-01,12.72
2019-11-01,12.84
2019-12-01,13.0
2020-01-01,13.15
2020-02-01,13.49
2020-03-01,13.81
2020-04-01,13.72
2020-05-01,14.0
2020-06-01,15.19
2020-07-01,15.78
2020-08-01,15.78
2020-09-01,16.12
2020-10-01,16.42
2020-11-01,16.87
2020-12-01,16.65
2021-01-01,17.47
2021-02-01,17.74
2021-03-01,17.95
2021-04-01,18.7
2021-05-01,18.84
2021-06-01,19.51
2021-07-01,20.31
2021-08-01,20.7
2021-09-01,21.67
2021-10-01,22.38
2021-11-01,23.69
2021-12-01,27.02
2022-01-01,30.73
2022-02-01,32.94
2022-03-01,35.52
2022-04-01,39.47
2022-05-01,44.31
2022-06-01,48.3
2022-07-01,51.64
2022-08-01,55.73
2022-09-01,58.45
2022-10-01,61.65
2022-11-01,62.87
2022-12-01,67.43
2023-01-01,73.49
2023-02-01,77.63
2023-03-01,83.12
2023-04-01,87.12
2023-05-01,91.06
2023-06-01,94.64
2023-07-01,102.25
2023-08-01,110.47
2023-09-01,116.34
2023-10-01,120.71
2023-11-01,119.87
2023-12-01,123.3
2024-01-01,128.7
2024-02-01,133.92
2024-03-01,133.21
2024-04-01,134.01
2024-05-01,139.6
2024-06-01,140.87
2024-07-01,140.69
2024-08-01,146.89
2024-09-01,147.36
2024-10-01,151.92
2024-11-01,154.31
2024-12-01,158.73
2025-01-01,167.7
2025-02-01,170.9
2025-03-01,173.43
2025-04-01,174.37
2025-05-01,183.35
2025-06-01,183.02
2025-07-01,186.97
2025-08-01,191.48
2025-09-01,194.07
