Tarih,TP_KFE_TR9
2016-04-01,8.49
2016-05-01,8.7
2016-06-01,8.59
2016-07-01,8.81
2016-08-01,9.0
2016-09-01,9.28
2016-10-01,9.07
2016-11-01,9.23
2016-12-01,9.39
2017-01-01,9.45
2017-02-01,9.68
2017-03-01,9.93
2017-04-01,9.96
2017-05-01,10.13
2017-06-01,10.03
2017-07-01,10.24
2017-08-01,10.08
2017-09-01,10.32
2017-10-01,10.52
2017-11-01,10.36
2017-12-01,10.65
2018-01-01,10.54
2018-02-01,10.72
2018-03-01,10.91
2018-04-01,10.85
2018-05-01,11.19
2018-06-01,11.27
2018-07-01,11.45
2018-08-01,11.37
2018-09-01,11.26
2018-10-01,11.61
2018-11-01,11.23
2018-12-01,11.41
2019-01-01,11.33
2019-02-01,11.52
2019-03-01,11.7
2019-04-01,11.56
2019-05-01,11.88
2019-06-01,11.48
2019-07-01,12.14
2019-08-01,12.34
2019-09-01,12.47
2019-10-01,12.48
2019-11-01,12.41
2019-12-01,12.65
2020-01-01,13.15
2020-02-01,13.32
2020-03-01,13.46
2020-04-01,13.06
2020-05-01,13.81
2020-06-01,14.9
2020-07-01,15.22
2020-08-01,15.17
2020-09-01,15.09
2020-10-01,15.14
2020-11-01,15.68
2020-12-01,16.49
2021-01-01,16.18
2021-02-01,16.9
2021-03-01,17.07
2021-04-01,17.41
2021-05-01,18.35
2021-06-01,18.76
2021-07-01,18.35
2021-08-01,19.82
2021-09-01,20.55
2021-10-01,20.86
2021-11-01,22.39
2021-12-01,25.34
2022-01-01,27.5
2022-02-01,28.94
2022-03-01,32.02
2022-04-01,34.9
2022-05-01,38.67
2022-06-01,43.87
2022-07-01,47.47
2022-08-01,50.3
2022-09-01,52.46
2022-10-01,54.36
2022-11-01,58.13
2022-12-01,60.66
2023-01-01,68.32
2023-02-01,74.37
2023-03-01,80.29
2023-04-01,83.55
2023-05-01,87.49
2023-06-01,94.89
2023-07-01,101.95
2023-08-01,113.21
2023-09-01,121.29
2023-10-01,126.15
2023-11-01,124.37
2023-12-01,124.12
2024-01-01,131.31
2024-02-01,140.15
2024-03-01,142.52
2024-04-01,148.87
2024-05-01,148.02
2024-06-01,153.99
2024-07-01,155.26
2024-08-01,157.88
2024-09-01,162.28
2024-10-01,167.44
2024-11-01,168.16
2024-12-01,171.33
2025-01-01,175.77
2025-02-01,182.08
2025-03-01,188.25
2025-04-01,188.76
2025-05-01,194.85
2025-06-01,198.45
2025-07-01,199.89
2025-08-01,207.0
2025-09-01,207.59
