Tarih,TP_KFE_TR33
2016-04-01,9.43
2016-05-01,9.62
2016-06-01,9.62
2016-07-01,9.62
2016-08-01,9.75
2016-09-01,9.88
2016-10-01,9.97
2016-11-01,9.97
2016-12-01,10.16
2017-01-01,10.23
2017-02-01,10.39
2017-03-01,10.48
2017-04-01,10.65
2017-05-01,10.74
2017-06-01,10.84
2017-07-01,10.74
2017-08-01,10.66
2017-09-01,10.95
2017-10-01,11.04
2017-11-01,11.13
2017-12-01,11.16
2018-01-01,11.23
2018-02-01,11.43
2018-03-01,11.41
2018-04-01,11.77
2018-05-01,11.89
2018-06-01,12.09
2018-07-01,12.03
2018-08-01,11.93
2018-09-01,11.83
2018-10-01,11.51
2018-11-01,11.83
2018-12-01,11.85
2019-01-01,11.91
2019-02-01,11.95
2019-03-01,12.17
2019-04-01,12.23
2019-05-01,12.08
2019-06-01,12.17
2019-07-01,12.12
2019-08-01,12.84
2019-09-01,12.96
2019-10-01,12.97
2019-11-01,13.18
2019-12-01,13.2
2020-01-01,13.61
2020-02-01,13.78
2020-03-01,14.07
2020-04-01,14.27
2020-05-01,14.57
2020-06-01,15.54
2020-07-01,15.99
2020-08-01,16.04
2020-09-01,16.23
2020-10-01,16.37
2020-11-01,17.19
2020-12-01,16.75
2021-01-01,17.24
2021-02-01,17.72
2021-03-01,18.1
2021-04-01,18.78
2021-05-01,19.28
2021-06-01,19.61
2021-07-01,20.07
2021-08-01,21.08
2021-09-01,21.93
2021-10-01,22.09
2021-11-01,23.94
2021-12-01,27.1
2022-01-01,29.78
2022-02-01,31.57
2022-03-01,34.38
2022-04-01,37.38
2022-05-01,41.54
2022-06-01,46.28
2022-07-01,49.01
2022-08-01,52.45
2022-09-01,56.52
2022-10-01,57.41
2022-11-01,61.44
2022-12-01,63.89
2023-01-01,70.91
2023-02-01,75.88
2023-03-01,83.61
2023-04-01,85.22
2023-05-01,89.65
2023-06-01,95.1
2023-07-01,100.78
2023-08-01,110.04
2023-09-01,115.94
2023-10-01,122.38
2023-11-01,124.44
2023-12-01,126.05
2024-01-01,134.0
2024-02-01,140.31
2024-03-01,141.56
2024-04-01,145.85
2024-05-01,145.94
2024-06-01,151.49
2024-07-01,151.62
2024-08-01,157.52
2024-09-01,160.07
2024-10-01,166.78
2024-11-01,169.87
2024-12-01,179.88
2025-01-01,187.88
2025-02-01,195.4
2025-03-01,197.41
2025-04-01,197.5
2025-05-01,205.28
2025-06-01,206.04
2025-07-01,211.71
2025-08-01,213.86
2025-09-01,218.64
