Tarih,TP_KFE_TR62
2016-04-01,8.47
2016-05-01,8.66
2016-06-01,8.87
2016-07-01,8.84
2016-08-01,8.85
2016-09-01,9.02
2016-10-01,9.05
2016-11-01,9.16
2016-12-01,9.23
2017-01-01,9.36
2017-02-01,9.5
2017-03-01,9.52
2017-04-01,9.65
2017-05-01,9.7
2017-06-01,9.92
2017-07-01,9.82
2017-08-01,9.71
2017-09-01,9.95
2017-10-01,10.07
2017-11-01,10.05
2017-12-01,10.15
2018-01-01,10.31
2018-02-01,10.2
2018-03-01,10.32
2018-04-01,10.43
2018-05-01,10.6
2018-06-01,10.83
2018-07-01,10.85
2018-08-01,10.38
2018-09-01,10.52
2018-10-01,10.54
2018-11-01,10.58
2018-12-01,10.59
2019-01-01,10.32
2019-02-01,10.37
2019-03-01,10.56
2019-04-01,10.54
2019-05-01,10.6
2019-06-01,10.56
2019-07-01,10.63
2019-08-01,11.12
2019-09-01,11.23
2019-10-01,11.23
2019-11-01,11.32
2019-12-01,11.46
2020-01-01,11.76
2020-02-01,11.98
2020-03-01,12.09
2020-04-01,12.14
2020-05-01,12.33
2020-06-01,13.35
2020-07-01,13.79
2020-08-01,13.98
2020-09-01,14.11
2020-10-01,14.32
2020-11-01,14.87
2020-12-01,15.14
2021-01-01,15.14
2021-02-01,15.77
2021-03-01,16.06
2021-04-01,16.54
2021-05-01,17.1
2021-06-01,17.62
2021-07-01,18.32
2021-08-01,19.3
2021-09-01,19.92
2021-10-01,20.78
2021-11-01,22.51
2021-12-01,26.33
2022-01-01,29.42
2022-02-01,31.64
2022-03-01,34.68
2022-04-01,39.25
2022-05-01,44.73
2022-06-01,50.04
2022-07-01,53.22
2022-08-01,56.59
2022-09-01,60.69
2022-10-01,62.81
2022-11-01,64.42
2022-12-01,67.7
2023-01-01,75.54
2023-02-01,82.32
2023-03-01,88.77
2023-04-01,90.76
2023-05-01,92.37
2023-06-01,98.09
2023-07-01,103.02
2023-08-01,107.27
2023-09-01,114.23
2023-10-01,113.95
2023-11-01,118.38
2023-12-01,115.29
2024-01-01,118.84
2024-02-01,123.96
2024-03-01,122.3
2024-04-01,126.59
2024-05-01,130.23
2024-06-01,134.2
2024-07-01,134.02
2024-08-01,137.89
2024-09-01,141.86
2024-10-01,143.24
2024-11-01,147.48
2024-12-01,148.08
2025-01-01,155.0
2025-02-01,158.64
2025-03-01,161.45
2025-04-01,162.47
2025-05-01,171.51
2025-06-01,175.33
2025-07-01,172.38
2025-08-01,178.93
2025-09-01,181.05
