Tarih,TP_KFE_TR52
2016-04-01,8.45
2016-05-01,8.5
2016-06-01,8.59
2016-07-01,8.63
2016-08-01,8.71
2016-09-01,8.92
2016-10-01,8.86
2016-11-01,9.02
2016-12-01,9.09
2017-01-01,9.22
2017-02-01,9.31
2017-03-01,9.48
2017-04-01,9.45
2017-05-01,9.62
2017-06-01,9.68
2017-07-01,9.72
2017-08-01,9.68
2017-09-01,9.81
2017-10-01,9.92
2017-11-01,9.95
2017-12-01,10.18
2018-01-01,10.22
2018-02-01,10.41
2018-03-01,10.48
2018-04-01,10.59
2018-05-01,10.74
2018-06-01,10.76
2018-07-01,10.82
2018-08-01,10.92
2018-09-01,10.8
2018-10-01,10.96
2018-11-01,10.47
2018-12-01,10.78
2019-01-01,10.7
2019-02-01,10.84
2019-03-01,11.04
2019-04-01,11.07
2019-05-01,11.46
2019-06-01,11.02
2019-07-01,10.92
2019-08-01,11.61
2019-09-01,11.7
2019-10-01,11.83
2019-11-01,11.83
2019-12-01,12.05
2020-01-01,12.36
2020-02-01,12.64
2020-03-01,12.85
2020-04-01,12.88
2020-05-01,13.1
2020-06-01,13.96
2020-07-01,14.47
2020-08-01,14.77
2020-09-01,14.95
2020-10-01,14.9
2020-11-01,15.62
2020-12-01,16.07
2021-01-01,16.16
2021-02-01,16.5
2021-03-01,16.99
2021-04-01,17.35
2021-05-01,17.94
2021-06-01,18.6
2021-07-01,19.48
2021-08-01,19.58
2021-09-01,20.76
2021-10-01,21.83
2021-11-01,23.22
2021-12-01,26.61
2022-01-01,29.63
2022-02-01,31.52
2022-03-01,35.31
2022-04-01,38.42
2022-05-01,42.21
2022-06-01,47.31
2022-07-01,50.38
2022-08-01,53.94
2022-09-01,57.19
2022-10-01,59.4
2022-11-01,62.01
2022-12-01,62.42
2023-01-01,70.17
2023-02-01,73.6
2023-03-01,81.04
2023-04-01,84.92
2023-05-01,88.57
2023-06-01,96.42
2023-07-01,100.44
2023-08-01,110.31
2023-09-01,118.02
2023-10-01,123.39
2023-11-01,126.82
2023-12-01,126.28
2024-01-01,134.4
2024-02-01,133.72
2024-03-01,137.19
2024-04-01,142.11
2024-05-01,144.95
2024-06-01,149.41
2024-07-01,146.93
2024-08-01,151.85
2024-09-01,150.45
2024-10-01,154.47
2024-11-01,163.03
2024-12-01,165.65
2025-01-01,171.51
2025-02-01,176.83
2025-03-01,176.2
2025-04-01,180.76
2025-05-01,182.7
2025-06-01,193.25
2025-07-01,192.89
2025-08-01,194.92
2025-09-01,199.83
