Tarih,TP_KFE_TR31
2016-04-01,7.86
2016-05-01,7.99
2016-06-01,8.21
2016-07-01,8.18
2016-08-01,8.24
2016-09-01,8.5
2016-10-01,8.37
2016-11-01,8.55
2016-12-01,8.64
2017-01-01,8.85
2017-02-01,9.08
2017-03-01,9.14
2017-04-01,9.33
2017-05-01,9.57
2017-06-01,9.51
2017-07-01,9.84
2017-08-01,9.67
2017-09-01,10.11
2017-10-01,9.98
2017-11-01,10.23
2017-12-01,10.32
2018-01-01,10.32
2018-02-01,10.52
2018-03-01,10.72
2018-04-01,10.79
2018-05-01,11.05
2018-06-01,11.29
2018-07-01,11.25
2018-08-01,11.18
2018-09-01,11.38
2018-10-01,10.86
2018-11-01,11.49
2018-12-01,10.96
2019-01-01,10.97
2019-02-01,10.98
2019-03-01,11.06
2019-04-01,11.19
2019-05-01,11.26
2019-06-01,11.51
2019-07-01,11.57
2019-08-01,11.76
2019-09-01,11.96
2019-10-01,12.08
2019-11-01,12.19
2019-12-01,12.4
2020-01-01,12.69
2020-02-01,13.04
2020-03-01,13.23
2020-04-01,13.11
2020-05-01,13.45
2020-06-01,14.54
2020-07-01,15.15
2020-08-01,15.29
2020-09-01,15.25
2020-10-01,15.87
2020-11-01,16.4
2020-12-01,16.72
2021-01-01,16.75
2021-02-01,17.45
2021-03-01,17.95
2021-04-01,18.38
2021-05-01,18.86
2021-06-01,19.29
2021-07-01,20.33
2021-08-01,20.58
2021-09-01,20.99
2021-10-01,22.01
2021-11-01,23.27
2021-12-01,26.41
2022-01-01,29.34
2022-02-01,32.26
2022-03-01,34.92
2022-04-01,39.07
2022-05-01,44.28
2022-06-01,48.08
2022-07-01,52.28
2022-08-01,54.57
2022-09-01,59.23
2022-10-01,62.56
2022-11-01,64.48
2022-12-01,66.81
2023-01-01,73.71
2023-02-01,80.52
2023-03-01,86.78
2023-04-01,88.61
2023-05-01,91.63
2023-06-01,97.62
2023-07-01,101.32
2023-08-01,106.85
2023-09-01,115.76
2023-10-01,115.8
2023-11-01,119.78
2023-12-01,121.61
2024-01-01,123.25
2024-02-01,124.9
2024-03-01,130.02
2024-04-01,131.98
2024-05-01,135.59
2024-06-01,139.11
2024-07-01,138.75
2024-08-01,141.44
2024-09-01,142.58
2024-10-01,148.98
2024-11-01,151.63
2024-12-01,152.32
2025-01-01,159.77
2025-02-01,165.98
2025-03-01,172.42
2025-04-01,172.47
2025-05-01,177.77
2025-06-01,183.62
2025-07-01,181.93
2025-08-01,186.14
2025-09-01,191.62
