Tarih,TP_FINSVERI3_K57
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,
2006-01-01,
2006-04-01,
2006-07-01,
2006-10-01,
2007-01-01,
2007-04-01,
2007-07-01,
2007-10-01,
2008-01-01,
2008-04-01,
2008-07-01,
2008-10-01,
2009-01-01,
2009-04-01,
2009-07-01,
2009-10-01,
2010-01-01,2750496.15
2010-04-01,2861134.23
2010-07-01,2816489.58
2010-10-01,2765661.35
2011-01-01,3045531.24
2011-04-01,3570157.13
2011-07-01,3551993.45
2011-10-01,3587630.85
2012-01-01,3794245.53
2012-04-01,3832751.77
2012-07-01,3827439.19
2012-10-01,3703792.58
2013-01-01,4527941.81
2013-04-01,4423109.68
2013-07-01,4318421.15
2013-10-01,4249737.45
2014-01-01,4758200.63
2014-04-01,4979999.26
2014-07-01,4877790.06
2014-10-01,4848279.66
2015-01-01,5429076.29
2015-04-01,5589336.99
2015-07-01,5476721.56
2015-10-01,5451602.65
2016-01-01,6222637.64
2016-04-01,6382238.66
2016-07-01,6480420.34
2016-10-01,6600396.36
2017-01-01,7543260.74
2017-04-01,7838026.66
2017-07-01,7891559.0
2017-10-01,7697487.64
2018-01-01,8581663.94
2018-04-01,9417518.31
2018-07-01,9466332.2
2018-10-01,9683697.35
2019-01-01,10904777.32
2019-04-01,11516350.25
2019-07-01,11516809.4
2019-10-01,11376639.41
2020-01-01,13042721.59
2020-04-01,13583487.57
2020-07-01,13644254.73
2020-10-01,13629640.31
2021-01-01,15400994.01
2021-04-01,15969007.52
2021-07-01,15935096.52
2021-10-01,15902502.52
2022-01-01,19434034.41
2022-04-01,20441397.45
2022-07-01,20885526.69
2022-10-01,20888169.69
2023-01-01,27742309.83
2023-04-01,30911373.53
2023-07-01,29732782.66
2023-10-01,30408455.34
2024-01-01,47976129.1
2024-04-01,61368157.59
2024-07-01,59835322.1
2024-10-01,62818573.11
2025-01-01,95003465.11
2025-04-01,102762122.27
