Tarih,TP_OSKVBG10
2015-01-01,2844952067.0
2015-02-01,2973060334.0
2015-03-01,2104112827.0
2015-04-01,2215717541.0
2015-05-01,2424593875.0
2015-06-01,2073599876.0
2015-07-01,2121741212.0
2015-08-01,2330057992.0
2015-09-01,1856705396.0
2015-10-01,2188183796.0
2015-11-01,2380585647.0
2015-12-01,1729301398.0
2016-01-01,2314255861.0
2016-02-01,2282247273.0
2016-03-01,2376858330.0
2016-04-01,2625093991.0
2016-05-01,2890008268.0
2016-06-01,2397739111.0
2016-07-01,2506378714.0
2016-08-01,2863884502.0
2016-09-01,2414644195.0
2016-10-01,2812245953.0
2016-11-01,2755172865.0
2016-12-01,1916454776.0
2017-01-01,2124019393.0
2017-02-01,2266310960.0
2017-03-01,2153289286.0
2017-04-01,2843598998.0
2017-05-01,2836985779.0
2017-06-01,2487771630.0
2017-07-01,3122011775.0
2017-08-01,2827092943.0
2017-09-01,2283480090.0
2017-10-01,2490843130.0
2017-11-01,2689051807.0
2017-12-01,2456045431.0
2018-01-01,2846234810.0
2018-02-01,3294544364.0
2018-03-01,2875887649.0
2018-04-01,3250182906.0
2018-05-01,3267488980.0
2018-06-01,2966589911.0
2018-07-01,3218685004.0
2018-08-01,2733449667.0
2018-09-01,2918671644.0
2018-10-01,3277552483.0
2018-11-01,3350828440.0
2018-12-01,3169082753.0
2019-01-01,3193526434.0
2019-02-01,2768151834.0
2019-03-01,2737729950.0
2019-04-01,2736930951.0
2019-05-01,2523658888.0
2019-06-01,2536981741.0
2019-07-01,2361695228.0
2019-08-01,2373079750.0
2019-09-01,2092896233.0
2019-10-01,1990060617.0
2019-11-01,1950205384.0
2019-12-01,1019010714.0
2020-01-01,858411165.0
2020-02-01,844112291.0
2020-03-01,883668037.0
2020-04-01,929696420.0
2020-05-01,600462619.0
2020-06-01,661670942.0
2020-07-01,540766807.0
2020-08-01,517707864.0
2020-09-01,513332511.0
2020-10-01,466805159.0
2020-11-01,582407909.0
2020-12-01,712679455.0
2021-01-01,755490213.0
2021-02-01,708752354.0
2021-03-01,673099135.0
2021-04-01,713387361.0
2021-05-01,676155910.0
2021-06-01,698734075.0
2021-07-01,738999036.0
2021-08-01,555867245.0
2021-09-01,598597910.0
2021-10-01,506000384.0
2021-11-01,525295573.0
2021-12-01,615758078.0
2022-01-01,577217887.0
2022-02-01,653542779.0
2022-03-01,634876319.0
2022-04-01,798463781.0
2022-05-01,773150577.0
2022-06-01,836149515.0
2022-07-01,842712975.0
2022-08-01,897867966.0
2022-09-01,1036529334.0
2022-10-01,1297858215.0
2022-11-01,1310229781.0
2022-12-01,1507758088.0
2023-01-01,1497321718.0
2023-02-01,1728953857.0
2023-03-01,1776465088.0
2023-04-01,1848099259.0
2023-05-01,1806569764.0
2023-06-01,1687344613.0
2023-07-01,1783140248.0
2023-08-01,1831349265.0
2023-09-01,1846232324.0
2023-10-01,2008933672.0
2023-11-01,2423491915.0
2023-12-01,2565689585.0
2024-01-01,2481800188.0
2024-02-01,2343131051.0
2024-03-01,1884884462.0
2024-04-01,2475703893.0
2024-05-01,2488219729.0
2024-06-01,2524287859.0
2024-07-01,2295287642.0
2024-08-01,2156347655.0
2024-09-01,2507887934.0
2024-10-01,2617895335.0
2024-11-01,2660117932.0
2024-12-01,2315641246.0
2025-01-01,2820286403.0
2025-02-01,2740357991.0
2025-03-01,2540332303.0
2025-04-01,2354217958.0
2025-05-01,2977297433.0
2025-06-01,2899773696.0
2025-07-01,3033077433.0
2025-08-01,2974285096.0
