Tarih,TP_OSKVBG06
2015-01-01,2131364846.0
2015-02-01,1870815677.0
2015-03-01,2119480658.0
2015-04-01,1774457194.0
2015-05-01,1805807220.0
2015-06-01,1922579564.0
2015-07-01,1977042471.0
2015-08-01,2024348577.0
2015-09-01,2294387028.0
2015-10-01,2496414314.0
2015-11-01,1948153109.0
2015-12-01,2076116509.0
2016-01-01,2234243302.0
2016-02-01,2213817019.0
2016-03-01,2150362142.0
2016-04-01,2304713897.0
2016-05-01,2387381951.0
2016-06-01,2651324582.0
2016-07-01,2314239442.0
2016-08-01,2199575898.0
2016-09-01,2100625177.0
2016-10-01,2024605942.0
2016-11-01,1842781059.0
2016-12-01,1566192353.0
2017-01-01,1649912301.0
2017-02-01,1648845664.0
2017-03-01,1434928554.0
2017-04-01,1713064419.0
2017-05-01,1796557781.0
2017-06-01,2046039053.0
2017-07-01,2135522406.0
2017-08-01,2329033589.0
2017-09-01,2106043615.0
2017-10-01,2242177586.0
2017-11-01,2479055066.0
2017-12-01,2707248984.0
2018-01-01,3182889488.0
2018-02-01,2888533831.0
2018-03-01,2609665586.0
2018-04-01,3073558609.0
2018-05-01,2672963981.0
2018-06-01,2067441094.0
2018-07-01,2086399341.0
2018-08-01,1605311688.0
2018-09-01,1634527498.0
2018-10-01,1648820743.0
2018-11-01,1658724464.0
2018-12-01,1585289311.0
2019-01-01,1443138855.0
2019-02-01,1248967418.0
2019-03-01,717261948.0
2019-04-01,803637593.0
2019-05-01,898432866.0
2019-06-01,1049066032.0
2019-07-01,1129293244.0
2019-08-01,860537170.0
2019-09-01,807694898.0
2019-10-01,761919502.0
2019-11-01,713041938.0
2019-12-01,899722471.0
2020-01-01,788894338.0
2020-02-01,694792291.0
2020-03-01,748805958.0
2020-04-01,630218175.0
2020-05-01,517672074.0
2020-06-01,528347750.0
2020-07-01,370669455.0
2020-08-01,333494141.0
2020-09-01,445062988.0
2020-10-01,499668043.0
2020-11-01,696064052.0
2020-12-01,981585870.0
2021-01-01,898448287.0
2021-02-01,885952863.0
2021-03-01,703074710.0
2021-04-01,697614919.0
2021-05-01,772468422.0
2021-06-01,757694069.0
2021-07-01,757356448.0
2021-08-01,660544102.0
2021-09-01,487534333.0
2021-10-01,436933820.0
2021-11-01,376962524.0
2021-12-01,520842450.0
2022-01-01,299305283.0
2022-02-01,304539107.0
2022-03-01,455491310.0
2022-04-01,278144723.0
2022-05-01,359854732.0
2022-06-01,340402745.0
2022-07-01,349095042.0
2022-08-01,433912921.0
2022-09-01,282713315.0
2022-10-01,216181876.0
2022-11-01,351518968.0
2022-12-01,280210615.0
2023-01-01,404632937.0
2023-02-01,379706465.0
2023-03-01,436914368.0
2023-04-01,340495152.0
2023-05-01,447145671.0
2023-06-01,481216469.0
2023-07-01,582719440.0
2023-08-01,530747149.0
2023-09-01,718695336.0
2023-10-01,695070059.0
2023-11-01,693353688.0
2023-12-01,766809666.0
2024-01-01,659933397.0
2024-02-01,626887192.0
2024-03-01,691447616.0
2024-04-01,781074593.0
2024-05-01,978744660.0
2024-06-01,968555091.0
2024-07-01,980341546.0
2024-08-01,925884443.0
2024-09-01,1071818200.0
2024-10-01,1151403286.0
2024-11-01,1293298353.0
2024-12-01,1345762087.0
2025-01-01,1550882498.0
2025-02-01,1634296925.0
2025-03-01,1530808423.0
2025-04-01,1364981181.0
2025-05-01,1719784633.0
2025-06-01,1973630127.0
2025-07-01,2104207677.0
2025-08-01,2210557532.0
