Tarih,TP_OSKVBG12
2015-05-01,119085127.0
2015-06-01,118635883.0
2015-07-01,114226038.0
2015-08-01,111239467.0
2015-09-01,98296316.0
2015-10-01,105398239.0
2015-11-01,116977241.0
2015-12-01,137411032.0
2016-01-01,132903405.0
2016-02-01,96058831.0
2016-03-01,88275874.0
2016-04-01,148316121.0
2016-05-01,114916012.0
2016-06-01,122556670.0
2016-07-01,122792607.0
2016-08-01,124999403.0
2016-09-01,120185639.0
2016-10-01,117800903.0
2016-11-01,160466832.0
2016-12-01,63148286.0
2017-01-01,62106611.0
2017-02-01,66130045.0
2017-03-01,107723689.0
2017-04-01,123098085.0
2017-05-01,122602431.0
2017-06-01,131972876.0
2017-07-01,109167382.0
2017-08-01,119794174.0
2017-09-01,118310388.0
2017-10-01,101994881.0
2017-11-01,103921080.0
2017-12-01,83435368.0
2018-01-01,80106624.0
2018-02-01,82922786.0
2018-03-01,125265064.0
2018-04-01,204473806.0
2018-05-01,355918078.0
2018-06-01,362881403.0
2018-07-01,365011363.0
2018-08-01,320411355.0
2018-09-01,455239817.0
2018-10-01,528383188.0
2018-11-01,694477607.0
2018-12-01,501282778.0
2019-01-01,537295083.0
2019-02-01,557048316.0
2019-03-01,509229752.0
2019-04-01,480331288.0
2019-05-01,440019746.0
2019-06-01,439242027.0
2019-07-01,425970612.0
2019-08-01,413462770.0
2019-09-01,302954770.0
2019-10-01,269338687.0
2019-11-01,247864539.0
2019-12-01,247799564.0
2020-01-01,186467973.0
2020-02-01,186731922.0
2020-03-01,206901956.0
2020-04-01,246068316.0
2020-05-01,249889858.0
2020-06-01,234852735.0
2020-07-01,176510052.0
2020-08-01,159897056.0
2020-09-01,112062032.0
2020-10-01,111161159.0
2020-11-01,180394558.0
2020-12-01,255019589.0
2021-01-01,217953385.0
2021-02-01,236841239.0
2021-03-01,234564478.0
2021-04-01,225768655.0
2021-05-01,286399494.0
2021-06-01,294665430.0
2021-07-01,321534517.0
2021-08-01,289638942.0
2021-09-01,309722868.0
2021-10-01,275679005.0
2021-11-01,194909684.0
2021-12-01,271353709.0
2022-01-01,219950481.0
2022-02-01,242489432.0
2022-03-01,219626318.0
2022-04-01,320836775.0
2022-05-01,270840226.0
2022-06-01,287811672.0
2022-07-01,304402148.0
2022-08-01,430840233.0
2022-09-01,477870101.0
2022-10-01,599098307.0
2022-11-01,619789466.0
2022-12-01,782599573.0
2023-01-01,802923755.0
2023-02-01,930593124.0
2023-03-01,896751195.0
2023-04-01,811262766.0
2023-05-01,681384905.0
2023-06-01,516473510.0
2023-07-01,510846454.0
2023-08-01,535736108.0
2023-09-01,517698328.0
2023-10-01,756941294.0
2023-11-01,1068634269.0
2023-12-01,1100740615.0
2024-01-01,1297587937.0
2024-02-01,1215703880.0
2024-03-01,1125978471.0
2024-04-01,1496519482.0
2024-05-01,1530919712.0
2024-06-01,1574296976.0
2024-07-01,1423081996.0
2024-08-01,1470235047.0
2024-09-01,1728539013.0
2024-10-01,1684139085.0
2024-11-01,1720670201.0
2024-12-01,1584881751.0
2025-01-01,1675630158.0
2025-02-01,1613716222.0
2025-03-01,1423417561.0
2025-04-01,1362709328.0
2025-05-01,1594895726.0
2025-06-01,1617615035.0
2025-07-01,1592184802.0
2025-08-01,1562745105.0
