Tarih,TP_OSKVBG04
2014-12-01,35664875550.0
2015-01-01,36088296698.0
2015-02-01,33445368895.0
2015-03-01,31463798238.0
2015-04-01,29366003910.0
2015-05-01,25628380205.0
2015-06-01,25381638215.0
2015-07-01,24641980720.0
2015-08-01,22844682276.0
2015-09-01,19119474050.0
2015-10-01,17112104255.0
2015-11-01,14849507680.0
2015-12-01,14748271552.0
2016-01-01,14364286479.0
2016-02-01,13732567148.0
2016-03-01,13011585131.0
2016-04-01,13147671430.0
2016-05-01,12952816976.0
2016-06-01,12718977290.0
2016-07-01,12417000395.0
2016-08-01,11923245420.0
2016-09-01,11362361275.0
2016-10-01,11077079415.0
2016-11-01,11031596778.0
2016-12-01,10255614246.0
2017-01-01,10690711325.0
2017-02-01,10758003587.0
2017-03-01,10900874277.0
2017-04-01,10366719239.0
2017-05-01,10236306466.0
2017-06-01,11159235863.0
2017-07-01,10971997849.0
2017-08-01,11315307150.0
2017-09-01,11599132350.0
2017-10-01,12499355237.0
2017-11-01,12643206630.0
2017-12-01,12581665968.0
2018-01-01,12781506124.0
2018-02-01,12811170405.0
2018-03-01,12365993702.0
2018-04-01,12791889981.0
2018-05-01,12591548759.0
2018-06-01,12794682048.0
2018-07-01,12445086212.0
2018-08-01,11585722025.0
2018-09-01,10893584255.0
2018-10-01,9853565001.0
2018-11-01,9408510069.0
2018-12-01,9302424521.0
2019-01-01,7929152322.0
2019-02-01,7816766505.0
2019-03-01,7243355536.0
2019-04-01,7011026387.0
2019-05-01,7427460735.0
2019-06-01,7595442749.0
2019-07-01,8150730060.0
2019-08-01,7141414255.0
2019-09-01,7425468819.0
2019-10-01,7023181817.0
2019-11-01,6064597961.0
2019-12-01,5553655015.0
2020-01-01,4883062999.0
2020-02-01,4556945145.0
2020-03-01,4629564264.0
2020-04-01,4951996361.0
2020-05-01,4852402297.0
2020-06-01,5635831523.0
2020-07-01,6066062291.0
2020-08-01,5835940068.0
2020-09-01,6013412396.0
2020-10-01,5067979271.0
2020-11-01,5205242205.0
2020-12-01,6067065946.0
2021-01-01,6025055892.0
2021-02-01,6085648295.0
2021-03-01,5563509579.0
2021-04-01,5890522669.0
2021-05-01,5622442373.0
2021-06-01,5541209438.0
2021-07-01,5416413742.0
2021-08-01,5044937483.0
2021-09-01,4641260570.0
2021-10-01,4648970212.0
2021-11-01,4707541033.0
2021-12-01,4270121209.0
2022-01-01,4449745888.0
2022-02-01,4622539947.0
2022-03-01,4736149108.0
2022-04-01,4639579400.0
2022-05-01,5170592378.0
2022-06-01,4606569591.0
2022-07-01,4471823794.0
2022-08-01,4368381453.0
2022-09-01,4357194190.0
2022-10-01,4835573410.0
2022-11-01,4768755105.0
2022-12-01,5136902454.0
2023-01-01,4986895519.0
2023-02-01,4967606735.0
2023-03-01,5070721087.0
2023-04-01,5237294018.0
2023-05-01,5286996331.0
2023-06-01,5109548709.0
2023-07-01,5109233025.0
2023-08-01,4861452368.0
2023-09-01,4505884246.0
2023-10-01,4746633561.0
2023-11-01,4680782398.0
2023-12-01,4464717257.0
2024-01-01,4500329638.0
2024-02-01,4581127974.0
2024-03-01,5067348488.0
2024-04-01,5207260605.0
2024-05-01,5926019890.0
2024-06-01,6911150055.0
2024-07-01,7081481677.0
2024-08-01,6577114894.0
2024-09-01,7129245088.0
2024-10-01,8166075171.0
2024-11-01,8776397841.0
2024-12-01,9040632827.0
2025-01-01,10943531853.0
2025-02-01,9305595923.0
2025-03-01,9088018440.0
2025-04-01,6712023257.0
2025-05-01,6425788881.0
2025-06-01,4542511004.0
2025-07-01,5055121276.0
2025-08-01,4650031124.0
