Tarih,TP_KM_B31
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,2001.0
2003-01-01,3746.0
2003-02-01,3000.0
2003-03-01,1250.0
2003-04-01,4263.0
2003-05-01,7458.0
2003-06-01,6551.0
2003-07-01,6902.0
2003-08-01,6656.0
2003-09-01,12459.0
2003-10-01,14475.0
2003-11-01,20333.0
2003-12-01,8421.0
2004-01-01,4157.0
2004-02-01,311.0
2004-03-01,1336.0
2004-04-01,1400.0
2004-05-01,2192.0
2004-06-01,1585.0
2004-07-01,903.0
2004-08-01,1614.0
2004-09-01,354.0
2004-10-01,680.0
2004-11-01,901.0
2004-12-01,2597.0
2005-01-01,642.0
2005-02-01,2220.0
2005-03-01,2979.0
2005-04-01,896.0
2005-05-01,507.0
2005-06-01,1058.0
2005-07-01,2641.0
2005-08-01,1301.0
2005-09-01,4559.0
2005-10-01,1178.0
2005-11-01,1052.0
2005-12-01,977.0
2006-01-01,5551.0
2006-02-01,4462.0
2006-03-01,3025.0
2006-04-01,4519.0
2006-05-01,1842.0
2006-06-01,1250.0
2006-07-01,646.0
2006-08-01,908.0
2006-09-01,3562.0
2006-10-01,681.0
2006-11-01,9334.0
2006-12-01,8919.0
2007-01-01,44438.0
2007-02-01,44192.0
2007-03-01,34412.0
2007-04-01,39683.0
2007-05-01,11633.0
2007-06-01,16920.0
2007-07-01,19158.0
2007-08-01,7815.0
2007-09-01,14959.0
2007-10-01,16643.0
2007-11-01,9816.0
2007-12-01,5612.0
2008-01-01,4552.0
2008-02-01,5959.0
2008-03-01,4651.0
2008-04-01,7723.0
2008-05-01,13177.0
2008-06-01,19472.0
2008-07-01,21008.0
2008-08-01,14399.0
2008-09-01,21318.0
2008-10-01,17305.0
2008-11-01,15753.0
2008-12-01,7401.0
2009-01-01,12404.0
2009-02-01,6217.0
2009-03-01,13512.0
2009-04-01,8846.0
2009-05-01,9619.0
2009-06-01,61456.0
2009-07-01,54656.0
2009-08-01,11220.0
2009-09-01,28219.0
2009-10-01,23175.0
2009-11-01,71151.0
2009-12-01,218054.0
2010-01-01,186849.0
2010-02-01,188211.0
2010-03-01,188827.0
2010-04-01,195949.0
2010-05-01,192535.0
2010-06-01,186901.0
2010-07-01,197634.0
2010-08-01,195557.0
2010-09-01,209008.0
2010-10-01,168370.0
2010-11-01,178552.0
2010-12-01,133205.0
2011-01-01,137031.0
2011-02-01,150626.0
2011-03-01,166946.0
2011-04-01,98036.0
2011-05-01,85593.0
2011-06-01,138136.0
2011-07-01,144872.0
2011-08-01,170197.0
2011-09-01,122307.0
2011-10-01,120296.0
2011-11-01,123617.0
2011-12-01,135756.0
2012-01-01,131301.0
2012-02-01,137914.0
2012-03-01,140212.0
2012-04-01,152535.0
2012-05-01,144379.0
2012-06-01,86042.0
2012-07-01,75057.0
2012-08-01,68034.0
2012-09-01,131892.0
2012-10-01,247340.0
2012-11-01,238198.0
2012-12-01,317119.0
2013-01-01,215423.0
2013-02-01,247766.0
2013-03-01,221999.0
2013-04-01,120000.0
2013-05-01,302302.0
2013-06-01,111890.0
