Tarih,TP_KM_B08
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,7105096.0
2003-01-01,7791163.0
2003-02-01,8057588.0
2003-03-01,8495754.0
2003-04-01,8219169.0
2003-05-01,7777127.0
2003-06-01,8315020.0
2003-07-01,8237787.0
2003-08-01,8102386.0
2003-09-01,8565166.0
2003-10-01,8874606.0
2003-11-01,8866995.0
2003-12-01,9158056.0
2004-01-01,7654528.0
2004-02-01,7525132.0
2004-03-01,8188650.0
2004-04-01,8506194.0
2004-05-01,9569420.0
2004-06-01,8276209.0
2004-07-01,8301782.0
2004-08-01,8924597.0
2004-09-01,9361805.0
2004-10-01,9243080.0
2004-11-01,9252758.0
2004-12-01,9598957.0
2005-01-01,8982517.0
2005-02-01,9116280.0
2005-03-01,10001747.0
2005-04-01,10105301.0
2005-05-01,11001398.0
2005-06-01,11309698.0
2005-07-01,11868086.0
2005-08-01,12488998.0
2005-09-01,13151080.0
2005-10-01,13309115.0
2005-11-01,13434091.0
2005-12-01,14411588.0
2006-01-01,12996272.0
2006-02-01,13575533.0
2006-03-01,15443114.0
2006-04-01,16607490.0
2006-05-01,20229627.0
2006-06-01,20991710.0
2006-07-01,21223948.0
2006-08-01,20973810.0
2006-09-01,21309257.0
2006-10-01,21742160.0
2006-11-01,22184944.0
2006-12-01,22629623.0
2007-01-01,20114999.0
2007-02-01,20928731.0
2007-03-01,20863900.0
2007-04-01,21628728.0
2007-05-01,22333925.0
2007-06-01,22950389.0
2007-07-01,23323761.0
2007-08-01,23105509.0
2007-09-01,24008151.0
2007-10-01,24256518.0
2007-11-01,24936020.0
2007-12-01,25332445.0
2008-01-01,24868258.0
2008-02-01,25608218.0
2008-03-01,26507161.0
2008-04-01,27212857.0
2008-05-01,27671577.0
2008-06-01,29742113.0
2008-07-01,28972751.0
2008-08-01,28755989.0
2008-09-01,29885575.0
2008-10-01,28347017.0
2008-11-01,27902563.0
2008-12-01,27942031.0
2009-01-01,27038358.0
2009-02-01,26655851.0
2009-03-01,26702325.0
2009-04-01,26124460.0
2009-05-01,26307955.0
2009-06-01,26627421.0
2009-07-01,26346637.0
2009-08-01,26170410.0
2009-09-01,25563048.0
2009-10-01,25386015.0
2009-11-01,25449120.0
2009-12-01,26137757.0
2010-01-01,26030448.0
2010-02-01,26469422.0
2010-03-01,26782088.0
2010-04-01,27171804.0
2010-05-01,27856953.0
2010-06-01,28608554.0
2010-07-01,29125321.0
2010-08-01,29700627.0
2010-09-01,30405948.0
2010-10-01,31050016.0
2010-11-01,31889964.0
2010-12-01,35074276.0
2011-01-01,35253954.0
2011-02-01,36378547.0
2011-03-01,37176658.0
2011-04-01,38803577.0
2011-05-01,40543837.0
2011-06-01,42830732.0
2011-07-01,43927322.0
2011-08-01,44656749.0
2011-09-01,45448658.0
2011-10-01,46058978.0
2011-11-01,45296796.0
2011-12-01,47281301.0
2012-01-01,48081057.0
2012-02-01,47980344.0
2012-03-01,49911179.0
2012-04-01,50550227.0
2012-05-01,50458761.0
2012-06-01,50953570.0
2012-07-01,51171007.0
