Tarih,TP_KM_B14
2000-01-01,1175188.0
2000-02-01,1190546.0
2000-03-01,1267638.0
2000-04-01,1286014.0
2000-05-01,1423387.0
2000-06-01,1467609.0
2000-07-01,1554010.0
2000-08-01,1687821.0
2000-09-01,1721103.0
2000-10-01,1850568.0
2000-11-01,1961765.0
2000-12-01,2151724.0
2001-01-01,2182039.0
2001-02-01,2195498.0
2001-03-01,2130565.0
2001-04-01,2157413.0
2001-05-01,2268639.0
2001-06-01,2306674.0
2001-07-01,2364749.0
2001-08-01,2422880.0
2001-09-01,2392163.0
2001-10-01,2447569.0
2001-11-01,2440915.0
2001-12-01,2556936.0
2002-01-01,2505601.0
2002-02-01,2555823.0
2002-03-01,2591694.0
2002-04-01,2802939.0
2002-05-01,2975891.0
2002-06-01,3140020.0
2002-07-01,3350737.0
2002-08-01,3615371.0
2002-09-01,3675412.0
2002-10-01,3829651.0
2002-11-01,3829466.0
2002-12-01,4335181.0
2003-01-01,4430117.0
2003-02-01,4416601.0
2003-03-01,4640173.0
2003-04-01,4839654.0
2003-05-01,5150997.0
2003-06-01,5564767.0
2003-07-01,5739746.0
2003-08-01,5856728.0
2003-09-01,6193717.0
2003-10-01,6361304.0
2003-11-01,6688221.0
2003-12-01,7029598.0
2004-01-01,7272904.0
2004-02-01,7337120.0
2004-03-01,7765517.0
2004-04-01,8220831.0
2004-05-01,8844617.0
2004-06-01,9743191.0
2004-07-01,10282463.0
2004-08-01,10833188.0
2004-09-01,11269732.0
2004-10-01,11889981.0
2004-11-01,12953230.0
2004-12-01,13717391.0
2005-01-01,14087523.0
2005-02-01,13785458.0
2005-03-01,13975722.0
2005-04-01,14291719.0
2005-05-01,14938143.0
2005-06-01,15238138.0
2005-07-01,15522538.0
2005-08-01,15793942.0
2005-09-01,16044029.0
2005-10-01,16246777.0
2005-11-01,16456887.0
2005-12-01,17055025.0
2006-01-01,17340901.0
2006-02-01,17410120.0
2006-03-01,17498564.0
2006-04-01,17990875.0
2006-05-01,18703458.0
2006-06-01,19351005.0
2006-07-01,19890404.0
2006-08-01,20221103.0
2006-09-01,20170558.0
2006-10-01,20683863.0
2006-11-01,20605407.0
2006-12-01,21238175.0
2007-01-01,21266758.0
2007-02-01,21284598.0
2007-03-01,21622660.0
2007-04-01,22429787.0
2007-05-01,22916906.0
2007-06-01,23556588.0
2007-07-01,23986974.0
2007-08-01,24398538.0
2007-09-01,24500517.0
2007-10-01,24989603.0
2007-11-01,25428469.0
2007-12-01,26677909.0
2008-01-01,26713393.0
2008-02-01,26939293.0
2008-03-01,27539173.0
2008-04-01,28272315.0
2008-05-01,29258974.0
2008-06-01,30597631.0
2008-07-01,31135252.0
2008-08-01,31933257.0
2008-09-01,32286021.0
2008-10-01,32404439.0
2008-11-01,32958015.0
2008-12-01,33302115.0
2009-01-01,33088038.0
2009-02-01,32507427.0
2009-03-01,32335935.0
2009-04-01,32669672.0
2009-05-01,33610996.0
2009-06-01,34286375.0
2009-07-01,34406826.0
2009-08-01,34418623.0
2009-09-01,34719092.0
2009-10-01,34868597.0
2009-11-01,35645716.0
2009-12-01,35887301.0
2010-01-01,36199151.0
2010-02-01,36183640.0
2010-03-01,36339562.0
2010-04-01,36986081.0
2010-05-01,37992854.0
2010-06-01,38758468.0
2010-07-01,39757795.0
2010-08-01,40029743.0
2010-09-01,40700210.0
2010-10-01,41859164.0
2010-11-01,41897555.0
2010-12-01,42818894.0
2011-01-01,43061294.0
2011-02-01,43320838.0
2011-03-01,43788099.0
2011-04-01,45057126.0
2011-05-01,46855655.0
2011-06-01,48362191.0
2011-07-01,50099942.0
2011-08-01,50646528.0
2011-09-01,51420557.0
2011-10-01,52426532.0
2011-11-01,52704164.0
2011-12-01,54373753.0
2012-01-01,55076842.0
2012-02-01,55413986.0
2012-03-01,56961435.0
2012-04-01,58391415.0
2012-05-01,60298962.0
2012-06-01,62104983.0
2012-07-01,62858378.0
2012-08-01,64094941.0
2012-09-01,66392978.0
2012-10-01,66964166.0
2012-11-01,67817847.0
2012-12-01,69875387.0
2013-01-01,70331209.0
2013-02-01,70506628.0
2013-03-01,71899529.0
2013-04-01,73178200.0
2013-05-01,75206741.0
2013-06-01,76875689.0
2013-07-01,77114241.0
2013-08-01,79047519.0
2013-09-01,80855266.0
2013-10-01,80874997.0
2013-11-01,80834145.0
2013-12-01,81590964.0
2014-01-01,81945618.0
2014-02-01,78957660.0
2014-03-01,77196554.0
2014-04-01,75767645.0
2014-05-01,75591632.0
2014-06-01,74709296.0
2014-07-01,72923585.0
2014-08-01,73009576.0
2014-09-01,73614796.0
2014-10-01,72337389.0
2014-11-01,72380196.0
2014-12-01,72699022.0
2015-01-01,72677909.0
2015-02-01,71497110.0
2015-03-01,71895844.0
2015-04-01,71661304.0
2015-05-01,73609219.0
2015-06-01,73545897.0
2015-07-01,74198058.0
2015-08-01,75393247.0
2015-09-01,75965231.0
2015-10-01,76172183.0
2015-11-01,75774265.0
2015-12-01,77384318.0
2016-01-01,77184967.0
2016-02-01,76627628.0
2016-03-01,76691934.0
2016-04-01,77736081.0
2016-05-01,78904976.0
2016-06-01,79234759.0
2016-07-01,79643052.0
2016-08-01,81129187.0
2016-09-01,81352063.0
2016-10-01,81318156.0
2016-11-01,81550441.0
2016-12-01,81740075.0
2017-01-01,82178924.0
2017-02-01,81313141.0
2017-03-01,81627599.0
2017-04-01,82407678.0
2017-05-01,83487306.0
2017-06-01,83268231.0
2017-07-01,85537431.0
2017-08-01,87640673.0
2017-09-01,88477300.0
2017-10-01,87953074.0
2017-11-01,88590506.0
2017-12-01,90362254.0
2018-01-01,90977963.0
2018-02-01,89459166.0
2018-03-01,90483435.0
2018-04-01,92018935.0
2018-05-01,93382335.0
2018-06-01,94345586.0
2018-07-01,97287261.0
2018-08-01,98541606.0
2018-09-01,101364601.0
