Tarih,TP_KM_B13
2013-10-01,122529420.0
2013-11-01,124532253.0
2013-12-01,127475700.0
2014-01-01,128324138.0
2014-02-01,128828405.0
2014-03-01,130329320.0
2014-04-01,132049563.0
2014-05-01,134139842.0
2014-06-01,136984275.0
2014-07-01,138411940.0
2014-08-01,140084633.0
2014-09-01,142891771.0
2014-10-01,143547881.0
2014-11-01,144650461.0
2014-12-01,147650643.0
2015-01-01,149524360.0
2015-02-01,150599193.0
2015-03-01,152178034.0
2015-04-01,153177476.0
2015-05-01,152817260.0
2015-06-01,153610216.0
2015-07-01,154586252.0
2015-08-01,155111586.0
2015-09-01,154232531.0
2015-10-01,153439525.0
2015-11-01,152889210.0
2015-12-01,153752300.0
2016-01-01,153134917.0
2016-02-01,153217926.0
2016-03-01,154325060.0
2016-04-01,154579292.0
2016-05-01,155490122.0
2016-06-01,156803859.0
2016-07-01,155932692.0
2016-08-01,156741171.0
2016-09-01,157720197.0
2016-10-01,159751473.0
2016-11-01,162468690.0
2016-12-01,164384683.0
2017-01-01,165708278.0
2017-02-01,167018009.0
2017-03-01,169957167.0
2017-04-01,172101997.0
2017-05-01,175219383.0
2017-06-01,177478830.0
2017-07-01,181400030.0
2017-08-01,185173610.0
2017-09-01,188565264.0
2017-10-01,191224654.0
2017-11-01,193706644.0
2017-12-01,196338136.0
2018-01-01,198146771.0
2018-02-01,200200572.0
2018-03-01,203835370.0
2018-04-01,206175864.0
2018-05-01,209454173.0
2018-06-01,209430226.0
2018-07-01,211671872.0
2018-08-01,212057429.0
2018-09-01,209420908.0
2018-10-01,206579150.0
2018-11-01,203831093.0
2018-12-01,202523484.0
2019-01-01,202050189.0
2019-02-01,201743290.0
2019-03-01,208817353.0
2019-04-01,210239638.0
2019-05-01,209887381.0
2019-06-01,211428384.0
2019-07-01,213365295.0
2019-08-01,217805434.0
2019-09-01,225581339.0
2019-10-01,234730006.0
2019-11-01,244220811.0
2019-12-01,255217170.0
2020-01-01,265569038.0
2020-02-01,277696861.0
2020-03-01,286853822.0
2020-04-01,304001426.0
2020-05-01,318095903.0
2020-06-01,335782950.0
2020-07-01,353621051.0
2020-08-01,364995606.0
2020-09-01,368410473.0
2020-10-01,371580051.0
2020-11-01,377169914.0
2020-12-01,377278267.0
2021-01-01,379195707.0
2021-02-01,384695177.0
2021-03-01,392252939.0
2021-04-01,393655765.0
2021-05-01,396643235.0
2021-06-01,404729381.0
2021-07-01,410840525.0
2021-08-01,419977192.0
2021-09-01,428116924.0
2021-10-01,433167683.0
2021-11-01,442491637.0
2021-12-01,452347098.0
2022-01-01,450964466.0
2022-02-01,454706186.0
2022-03-01,464082873.0
2022-04-01,475168812.0
2022-05-01,505690021.0
2022-06-01,528219282.0
2022-07-01,537565384.0
2022-08-01,547221882.0
2022-09-01,562042496.0
2022-10-01,583002583.0
2022-11-01,613719806.0
2022-12-01,655187286.0
2023-01-01,691334221.0
2023-02-01,751826189.0
2023-03-01,792110894.0
2023-04-01,812908071.0
2023-05-01,825649765.0
2023-06-01,834992235.0
2023-07-01,856184928.0
2023-08-01,874830326.0
2023-09-01,881709374.0
2023-10-01,895598128.0
2023-11-01,913513075.0
2023-12-01,961546042.0
2024-01-01,983563035.0
2024-02-01,1026041103.0
2024-03-01,1067915352.0
2024-04-01,1091254221.0
2024-05-01,1124992907.0
2024-06-01,1171117012.0
2024-07-01,1200126003.0
2024-08-01,1238790205.0
2024-09-01,1271517322.0
2024-10-01,1308936127.0
2024-11-01,1349360700.0
2024-12-01,1410167870.0
2025-01-01,1443179635.0
2025-02-01,1488341376.0
2025-03-01,1531467298.0
2025-04-01,1596431608.0
2025-05-01,1650449971.0
2025-06-01,1718796094.0
2025-07-01,1766406045.0
2025-08-01,1821167062.0
