Tarih,TP_KM_B30
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,39052.0
2003-01-01,41807.0
2003-02-01,44137.0
2003-03-01,43085.0
2003-04-01,10718.0
2003-05-01,37360.0
2003-06-01,34384.0
2003-07-01,36251.0
2003-08-01,33724.0
2003-09-01,33663.0
2003-10-01,42429.0
2003-11-01,37827.0
2003-12-01,94768.0
2004-01-01,62500.0
2004-02-01,84524.0
2004-03-01,97045.0
2004-04-01,104235.0
2004-05-01,123046.0
2004-06-01,112073.0
2004-07-01,102266.0
2004-08-01,91984.0
2004-09-01,60680.0
2004-10-01,58643.0
2004-11-01,80324.0
2004-12-01,71387.0
2005-01-01,39980.0
2005-02-01,41081.0
2005-03-01,60130.0
2005-04-01,44702.0
2005-05-01,43292.0
2005-06-01,64012.0
2005-07-01,46226.0
2005-08-01,44010.0
2005-09-01,39608.0
2005-10-01,58346.0
2005-11-01,42882.0
2005-12-01,77127.0
2006-01-01,89625.0
2006-02-01,76530.0
2006-03-01,76306.0
2006-04-01,65999.0
2006-05-01,79899.0
2006-06-01,115482.0
2006-07-01,111649.0
2006-08-01,109728.0
2006-09-01,107924.0
2006-10-01,103933.0
2006-11-01,120300.0
2006-12-01,106640.0
2007-01-01,26401.0
2007-02-01,34390.0
2007-03-01,20353.0
2007-04-01,30635.0
2007-05-01,105397.0
2007-06-01,102561.0
2007-07-01,103230.0
2007-08-01,127125.0
2007-09-01,159258.0
2007-10-01,152636.0
2007-11-01,127729.0
2007-12-01,159516.0
2008-01-01,121841.0
2008-02-01,134924.0
2008-03-01,142948.0
2008-04-01,154441.0
2008-05-01,131348.0
2008-06-01,106019.0
2008-07-01,110918.0
2008-08-01,102277.0
2008-09-01,109992.0
2008-10-01,54975.0
2008-11-01,57049.0
2008-12-01,83974.0
2009-01-01,79684.0
2009-02-01,55813.0
2009-03-01,72475.0
2009-04-01,72116.0
2009-05-01,80435.0
2009-06-01,135562.0
2009-07-01,91109.0
2009-08-01,101397.0
2009-09-01,198046.0
2009-10-01,175004.0
2009-11-01,118447.0
2009-12-01,138453.0
2010-01-01,215630.0
2010-02-01,281722.0
2010-03-01,294331.0
2010-04-01,348719.0
2010-05-01,278911.0
2010-06-01,323843.0
2010-07-01,283917.0
2010-08-01,289050.0
2010-09-01,250982.0
2010-10-01,209626.0
2010-11-01,265203.0
2010-12-01,414115.0
2011-01-01,311675.0
2011-02-01,290124.0
2011-03-01,345022.0
2011-04-01,343762.0
2011-05-01,412058.0
2011-06-01,340165.0
2011-07-01,332887.0
2011-08-01,336993.0
2011-09-01,372182.0
2011-10-01,365395.0
2011-11-01,388551.0
2011-12-01,399259.0
2012-01-01,370655.0
2012-02-01,273254.0
2012-03-01,277260.0
2012-04-01,259716.0
2012-05-01,324056.0
2012-06-01,459592.0
2012-07-01,323911.0
2012-08-01,372148.0
2012-09-01,344100.0
2012-10-01,494226.0
2012-11-01,495447.0
2012-12-01,646582.0
2013-01-01,580335.0
2013-02-01,688146.0
2013-03-01,384024.0
2013-04-01,458589.0
2013-05-01,407425.0
