Tarih,TP_KM_B10
2000-01-01,1066510.0
2000-02-01,1358474.0
2000-03-01,1711964.0
2000-04-01,2068665.0
2000-05-01,2567463.0
2000-06-01,3113939.0
2000-07-01,3444226.0
2000-08-01,3790526.0
2000-09-01,4230722.0
2000-10-01,4504501.0
2000-11-01,4805858.0
2000-12-01,4602942.0
2001-01-01,4355389.0
2001-02-01,4177389.0
2001-03-01,3892573.0
2001-04-01,3605957.0
2001-05-01,3416154.0
2001-06-01,3181330.0
2001-07-01,2943048.0
2001-08-01,2790924.0
2001-09-01,2681106.0
2001-10-01,2517587.0
2001-11-01,2418724.0
2001-12-01,2336850.0
2002-01-01,2189181.0
2002-02-01,2140429.0
2002-03-01,2092362.0
2002-04-01,2092780.0
2002-05-01,2224243.0
2002-06-01,2351190.0
2002-07-01,2403813.0
2002-08-01,2448373.0
2002-09-01,2528504.0
2002-10-01,2584608.0
2002-11-01,2673183.0
2002-12-01,2266048.0
2003-01-01,2440914.0
2003-02-01,2446184.0
2003-03-01,2477339.0
2003-04-01,2531794.0
2003-05-01,2632699.0
2003-06-01,2862453.0
2003-07-01,3066406.0
2003-08-01,3308634.0
2003-09-01,3759532.0
2003-10-01,4342728.0
2003-11-01,4883341.0
2003-12-01,5833254.0
2004-01-01,6421618.0
2004-02-01,6852856.0
2004-03-01,7877563.0
2004-04-01,9007436.0
2004-05-01,10083866.0
2004-06-01,10772461.0
2004-07-01,10942786.0
2004-08-01,11763825.0
2004-09-01,12081996.0
2004-10-01,12064585.0
2004-11-01,12333779.0
2004-12-01,12542550.0
2005-01-01,12515950.0
2005-02-01,14022939.0
2005-03-01,15652803.0
2005-04-01,16934259.0
2005-05-01,18316856.0
2005-06-01,19502968.0
2005-07-01,20914218.0
2005-08-01,22225575.0
2005-09-01,23545989.0
2005-10-01,25037821.0
2005-11-01,26226023.0
2005-12-01,28129000.0
2006-01-01,29184373.0
2006-02-01,31146416.0
2006-03-01,33465765.0
2006-04-01,36004199.0
2006-05-01,39943828.0
2006-06-01,41368877.0
2006-07-01,41721585.0
2006-08-01,42079762.0
2006-09-01,42696702.0
2006-10-01,43218100.0
2006-11-01,44143509.0
2006-12-01,45498433.0
2007-01-01,46551695.0
2007-02-01,47094864.0
2007-03-01,48654207.0
2007-04-01,49759342.0
2007-05-01,51344512.0
2007-06-01,53495961.0
2007-07-01,55282304.0
2007-08-01,57270019.0
2007-09-01,58894056.0
2007-10-01,60789243.0
2007-11-01,63257354.0
2007-12-01,65609349.0
2008-01-01,67213082.0
2008-02-01,69067618.0
2008-03-01,71553540.0
2008-04-01,72766655.0
2008-05-01,74578011.0
2008-06-01,76910627.0
2008-07-01,78578353.0
2008-08-01,80354205.0
2008-09-01,82498004.0
2008-10-01,82835090.0
2008-11-01,81980058.0
2008-12-01,81040236.0
2009-01-01,80348237.0
2009-02-01,80094524.0
2009-03-01,80455821.0
2009-04-01,81542699.0
2009-05-01,82136609.0
2009-06-01,83221692.0
2009-07-01,83443070.0
2009-08-01,83680788.0
2009-09-01,85264447.0
2009-10-01,86363564.0
2009-11-01,88305455.0
2009-12-01,90430727.0
2010-01-01,91448126.0
2010-02-01,93359710.0
2010-03-01,96407621.0
2010-04-01,99327323.0
2010-05-01,102011464.0
2010-06-01,105011409.0
2010-07-01,107406940.0
2010-08-01,110154917.0
2010-09-01,113155411.0
2010-10-01,116603886.0
2010-11-01,119944404.0
2010-12-01,125057443.0
2011-01-01,127555725.0
2011-02-01,130860010.0
2011-03-01,135966089.0
2011-04-01,140475741.0
2011-05-01,145487268.0
2011-06-01,150966354.0
2011-07-01,152856727.0
2011-08-01,154778200.0
2011-09-01,157120717.0
2011-10-01,159663809.0
2011-11-01,160356149.0
2011-12-01,162188845.0
2012-01-01,162313281.0
2012-02-01,163404987.0
2012-03-01,165484843.0
2012-04-01,167291790.0
2012-05-01,169938940.0
2012-06-01,172284628.0
2012-07-01,173766361.0
2012-08-01,175401376.0
2012-09-01,177496033.0
2012-10-01,179938759.0
2012-11-01,182556360.0
2012-12-01,186409890.0
2013-01-01,189200706.0
2013-02-01,192736345.0
2013-03-01,197391704.0
2013-04-01,201687738.0
2013-05-01,207846664.0
2013-06-01,213365424.0
2013-07-01,219032880.0
2013-08-01,222047646.0
2013-09-01,225997462.0
2013-10-01,228178499.0
2013-11-01,231838788.0
2013-12-01,236505959.0
2014-01-01,238210785.0
2014-02-01,238737938.0
2014-03-01,240468624.0
2014-04-01,242361433.0
2014-05-01,245248785.0
2014-06-01,249012466.0
2014-07-01,251238111.0
2014-08-01,254118487.0
2014-09-01,258863782.0
2014-10-01,260684839.0
2014-11-01,263399975.0
2014-12-01,268606707.0
2015-01-01,270863676.0
2015-02-01,273553935.0
2015-03-01,277832520.0
2015-04-01,281154218.0
2015-05-01,282480909.0
2015-06-01,285243368.0
2015-07-01,286991289.0
2015-08-01,289018142.0
2015-09-01,288824736.0
2015-10-01,288474691.0
2015-11-01,288454761.0
2015-12-01,290862324.0
2016-01-01,290700658.0
2016-02-01,291533631.0
2016-03-01,294339648.0
2016-04-01,295851176.0
2016-05-01,298307413.0
2016-06-01,301509385.0
2016-07-01,300889590.0
2016-08-01,303248743.0
2016-09-01,306480075.0
2016-10-01,311388789.0
2016-11-01,317460764.0
2016-12-01,322623237.0
2017-01-01,325533188.0
2017-02-01,329066527.0
2017-03-01,336260932.0
2017-04-01,341598799.0
2017-05-01,347016686.0
2017-06-01,351208706.0
2017-07-01,357191073.0
2017-08-01,362944255.0
2017-09-01,368275063.0
2017-10-01,372465473.0
2017-11-01,376756024.0
2017-12-01,380945422.0
2018-01-01,383190196.0
2018-02-01,385424416.0
2018-03-01,390032190.0
2018-04-01,392832406.0
2018-05-01,397990425.0
2018-06-01,401788491.0
2018-07-01,404651127.0
2018-08-01,402626963.0
2018-09-01,397840238.0
2018-10-01,392256721.0
2018-11-01,387436819.0
2018-12-01,383595708.0
2019-01-01,380559255.0
2019-02-01,378105852.0
2019-03-01,385518589.0
2019-04-01,386762285.0
2019-05-01,385109653.0
2019-06-01,384736335.0
2019-07-01,384874784.0
2019-08-01,391734798.0
2019-09-01,404850755.0
2019-10-01,418737852.0
2019-11-01,431410626.0
2019-12-01,446109321.0
2020-01-01,459225653.0
2020-02-01,474628622.0
2020-03-01,486998875.0
2020-04-01,503710496.0
2020-05-01,517850622.0
2020-06-01,556272619.0
2020-07-01,599190352.0
2020-08-01,621581104.0
2020-09-01,627629734.0
2020-10-01,632019842.0
2020-11-01,638780637.0
2020-12-01,638262120.0
2021-01-01,639104676.0
2021-02-01,644620855.0
2021-03-01,653715367.0
2021-04-01,655213473.0
2021-05-01,657321051.0
2021-06-01,668085756.0
2021-07-01,674566675.0
2021-08-01,685594047.0
2021-09-01,696199835.0
2021-10-01,703504646.0
2021-11-01,718179230.0
2021-12-01,733977500.0
2022-01-01,733931866.0
2022-02-01,740846427.0
2022-03-01,758185816.0
2022-04-01,780796377.0
2022-05-01,823863652.0
2022-06-01,862746277.0
2022-07-01,876661086.0
2022-08-01,891882486.0
