Tarih,TP_KM_B28
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,44405.0
2003-01-01,45004.0
2003-02-01,42579.0
2003-03-01,49538.0
2003-04-01,19067.0
2003-05-01,22421.0
2003-06-01,30048.0
2003-07-01,32790.0
2003-08-01,34808.0
2003-09-01,52355.0
2003-10-01,49916.0
2003-11-01,61614.0
2003-12-01,84088.0
2004-01-01,80461.0
2004-02-01,88332.0
2004-03-01,85107.0
2004-04-01,80462.0
2004-05-01,130179.0
2004-06-01,126327.0
2004-07-01,132989.0
2004-08-01,110231.0
2004-09-01,106731.0
2004-10-01,85595.0
2004-11-01,81065.0
2004-12-01,122262.0
2005-01-01,63645.0
2005-02-01,58866.0
2005-03-01,63939.0
2005-04-01,113324.0
2005-05-01,95772.0
2005-06-01,258549.0
2005-07-01,173844.0
2005-08-01,166752.0
2005-09-01,152221.0
2005-10-01,123251.0
2005-11-01,129755.0
2005-12-01,175856.0
2006-01-01,145033.0
2006-02-01,120299.0
2006-03-01,152274.0
2006-04-01,198962.0
2006-05-01,303737.0
2006-06-01,323112.0
2006-07-01,289655.0
2006-08-01,256218.0
2006-09-01,318606.0
2006-10-01,195257.0
2006-11-01,261567.0
2006-12-01,265073.0
2007-01-01,682144.0
2007-02-01,659669.0
2007-03-01,901818.0
2007-04-01,710777.0
2007-05-01,833266.0
2007-06-01,1270356.0
2007-07-01,1005154.0
2007-08-01,959539.0
2007-09-01,1154286.0
2007-10-01,929034.0
2007-11-01,845809.0
2007-12-01,1435377.0
2008-01-01,1007419.0
2008-02-01,1046628.0
2008-03-01,1549368.0
2008-04-01,1411000.0
2008-05-01,1346519.0
2008-06-01,2125042.0
2008-07-01,1584053.0
2008-08-01,1808891.0
2008-09-01,2053176.0
2008-10-01,1526479.0
2008-11-01,1358226.0
2008-12-01,1275235.0
2009-01-01,854777.0
2009-02-01,810136.0
2009-03-01,1216966.0
2009-04-01,1390918.0
2009-05-01,1338730.0
2009-06-01,2133482.0
2009-07-01,2212776.0
2009-08-01,2226086.0
2009-09-01,2821520.0
2009-10-01,2754998.0
2009-11-01,2740979.0
2009-12-01,3810354.0
2010-01-01,3464380.0
2010-02-01,3556585.0
2010-03-01,4045608.0
2010-04-01,4083828.0
2010-05-01,4178102.0
2010-06-01,4726717.0
2010-07-01,4890997.0
2010-08-01,4630985.0
2010-09-01,5141074.0
2010-10-01,4790851.0
2010-11-01,4668409.0
2010-12-01,5835773.0
2011-01-01,4417827.0
2011-02-01,4840793.0
2011-03-01,5163982.0
2011-04-01,5075316.0
2011-05-01,4601100.0
2011-06-01,5376665.0
2011-07-01,5012027.0
2011-08-01,4826380.0
2011-09-01,5049947.0
2011-10-01,4816561.0
2011-11-01,4689606.0
2011-12-01,5628969.0
2012-01-01,4536704.0
2012-02-01,4459091.0
2012-03-01,5563789.0
2012-04-01,4761059.0
2012-05-01,4477408.0
2012-06-01,5650214.0
2012-07-01,4654377.0
2012-08-01,4821888.0
2012-09-01,5250165.0
2012-10-01,4645271.0
2012-11-01,5351318.0
2012-12-01,6619899.0
