Tarih,TP_KM_B23
2000-01-01,28858.0
2000-02-01,29875.0
2000-03-01,30437.0
2000-04-01,38715.0
2000-05-01,46949.0
2000-06-01,90499.0
2000-07-01,94276.0
2000-08-01,104741.0
2000-09-01,81383.0
2000-10-01,78404.0
2000-11-01,77797.0
2000-12-01,84931.0
2001-01-01,75497.0
2001-02-01,88364.0
2001-03-01,105930.0
2001-04-01,109725.0
2001-05-01,108799.0
2001-06-01,114680.0
2001-07-01,110935.0
2001-08-01,111144.0
2001-09-01,122229.0
2001-10-01,99694.0
2001-11-01,88566.0
2001-12-01,80851.0
2002-01-01,21335.0
2002-02-01,22405.0
2002-03-01,13454.0
2002-04-01,12659.0
2002-05-01,14706.0
2002-06-01,16991.0
2002-07-01,15037.0
2002-08-01,12552.0
2002-09-01,10717.0
2002-10-01,13483.0
2002-11-01,12129.0
2002-12-01,25537.0
2003-01-01,7920.0
2003-02-01,8407.0
2003-03-01,9176.0
2003-04-01,9667.0
2003-05-01,12565.0
2003-06-01,8311.0
2003-07-01,11565.0
2003-08-01,10981.0
2003-09-01,12459.0
2003-10-01,13663.0
2003-11-01,11975.0
2003-12-01,12606.0
2004-01-01,12411.0
2004-02-01,15867.0
2004-03-01,11921.0
2004-04-01,15698.0
2004-05-01,17541.0
2004-06-01,16368.0
2004-07-01,11988.0
2004-08-01,14839.0
2004-09-01,14482.0
2004-10-01,14364.0
2004-11-01,14109.0
2004-12-01,18087.0
2005-01-01,13063.0
2005-02-01,14918.0
2005-03-01,14262.0
2005-04-01,16904.0
2005-05-01,20404.0
2005-06-01,25876.0
2005-07-01,29445.0
2005-08-01,23770.0
2005-09-01,33416.0
2005-10-01,28344.0
2005-11-01,33893.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.0
2007-10-01,191049.0
2007-11-01,203747.0
2007-12-01,248163.0
2008-01-01,243464.0
2008-02-01,254630.0
2008-03-01,258204.0
2008-04-01,373363.0
2008-05-01,231093.0
2008-06-01,402688.0
2008-07-01,460325.0
2008-08-01,418880.0
2008-09-01,458998.0
2008-10-01,558312.0
2008-11-01,586312.0
2008-12-01,495798.0
2009-01-01,474568.0
2009-02-01,582965.0
2009-03-01,592324.0
2009-04-01,750547.0
2009-05-01,954183.0
2009-06-01,1017392.0
2009-07-01,981939.0
2009-08-01,870861.0
2009-09-01,895913.0
2009-10-01,929539.0
2009-11-01,983432.0
2009-12-01,944323.0
2010-01-01,933357.0
2010-02-01,1029113.0
2010-03-01,1029899.0
2010-04-01,877533.0
2010-05-01,910396.0
2010-06-01,929215.0
2010-07-01,953865.0
2010-08-01,921720.0
2010-09-01,915042.0
2010-10-01,936207.0
2010-11-01,957522.0
2010-12-01,1107686.0
2011-01-01,1140891.0
2011-02-01,1068234.0
2011-03-01,1192807.0
2011-04-01,1132310.0
2011-05-01,1182462.0
2011-06-01,1262886.0
2011-07-01,1304637.0
2011-08-01,1379249.0
2011-09-01,1394843.0
2011-10-01,1484768.0
2011-11-01,1500317.0
2011-12-01,1435767.0
2012-01-01,1492687.0
2012-02-01,1487672.0
2012-03-01,1290178.0
2012-04-01,1297249.0
2012-05-01,1304279.0
2012-06-01,1344722.0
2012-07-01,1367112.0
2012-08-01,1297986.0
