Tarih,TP_KM_B25
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,29117.0
2003-01-01,11169.0
2003-02-01,8836.0
2003-03-01,9051.0
2003-04-01,8880.0
2003-05-01,8022.0
2003-06-01,2139.0
2003-07-01,10924.0
2003-08-01,7913.0
2003-09-01,9374.0
2003-10-01,12413.0
2003-11-01,1129.0
2003-12-01,1976.0
2004-01-01,1630.0
2004-02-01,2267.0
2004-03-01,2952.0
2004-04-01,2840.0
2004-05-01,2834.0
2004-06-01,3408.0
2004-07-01,1590.0
2004-08-01,4016.0
2004-09-01,4287.0
2004-10-01,3282.0
2004-11-01,4459.0
2004-12-01,5336.0
2005-01-01,6082.0
2005-02-01,8128.0
2005-03-01,7149.0
2005-04-01,4048.0
2005-05-01,7959.0
2005-06-01,9640.0
2005-07-01,5092.0
2005-08-01,6666.0
2005-09-01,10932.0
2005-10-01,7411.0
2005-11-01,9645.0
2005-12-01,10129.0
2006-01-01,9880.0
2006-02-01,9727.0
2006-03-01,9282.0
2006-04-01,116722.0
2006-05-01,43739.0
2006-06-01,17886.0
2006-07-01,21349.0
2006-08-01,20583.0
2006-09-01,16666.0
2006-10-01,20753.0
2006-11-01,28038.0
2006-12-01,18112.0
2007-01-01,208417.0
2007-02-01,209617.0
2007-03-01,204858.0
2007-04-01,215091.0
2007-05-01,17512.0
2007-06-01,213493.0
2007-07-01,218821.0
2007-08-01,125894.0
2007-09-01,212108.0
2007-10-01,46492.0
2007-11-01,214566.0
2007-12-01,217182.0
2008-01-01,314525.0
2008-02-01,214766.0
2008-03-01,317435.0
2008-04-01,19539.0
2008-05-01,109266.0
2008-06-01,319442.0
2008-07-01,316898.0
2008-08-01,240558.0
2008-09-01,319620.0
2008-10-01,171500.0
2008-11-01,111081.0
2008-12-01,212564.0
2009-01-01,83930.0
2009-02-01,10596.0
2009-03-01,639340.0
2009-04-01,795659.0
2009-05-01,805996.0
2009-06-01,1182812.0
2009-07-01,748500.0
2009-08-01,1324873.0
2009-09-01,1313219.0
2009-10-01,1224975.0
2009-11-01,1287759.0
2009-12-01,1162028.0
2010-01-01,1355838.0
2010-02-01,1415481.0
2010-03-01,1533869.0
2010-04-01,1685460.0
2010-05-01,1947311.0
2010-06-01,2037753.0
2010-07-01,2186591.0
2010-08-01,2124010.0
2010-09-01,2149652.0
2010-10-01,2150704.0
2010-11-01,2246000.0
2010-12-01,2208449.0
2011-01-01,1586227.0
2011-02-01,1113945.0
2011-03-01,1038057.0
2011-04-01,734914.0
2011-05-01,725521.0
2011-06-01,624628.0
2011-07-01,209727.0
2011-08-01,25028.0
2011-09-01,7931.0
2011-10-01,8855.0
2011-11-01,17627.0
2011-12-01,9061.0
2012-01-01,10667.0
2012-02-01,12174.0
2012-03-01,10761.0
2012-04-01,10339.0
2012-05-01,11451.0
2012-06-01,9317.0
2012-07-01,14876.0
2012-08-01,10546.0
2012-09-01,8064.0
2012-10-01,12473.0
2012-11-01,10680.0
2012-12-01,11166.0
2013-01-01,232124.0
2013-02-01,17502.0
2013-03-01,272157.0
